ZoneId,TimestampUtc,Timestamp,TimeZoneId,Capacity,Vehicles,Violations,ViolationsEnforced
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:30:00.000,2024-03-26 15:30:00.000,Pacific Standard Time,1100,877,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:30:00.000,2024-03-26 15:30:00.000,Pacific Standard Time,1232,718,63,14
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:30:00.000,2024-03-26 15:30:00.000,Pacific Standard Time,990,530,118,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:30:00.000,2024-03-26 15:30:00.000,Pacific Standard Time,1189,753,78,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:30:00.000,2024-03-26 15:30:00.000,Pacific Standard Time,807,522,73,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:30:00.000,2024-03-26 15:30:00.000,Pacific Standard Time,687,445,73,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,216,132,74,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,1100,877,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,1232,722,63,14
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,990,530,118,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,1189,753,78,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,807,522,73,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:29:00.000,2024-03-26 15:29:00.000,Pacific Standard Time,687,444,73,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,216,133,74,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,1100,877,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,1232,728,64,14
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,990,530,117,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,1189,758,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,807,524,74,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:28:00.000,2024-03-26 15:28:00.000,Pacific Standard Time,687,447,73,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,216,134,72,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,1100,876,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,1232,731,60,14
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,990,530,116,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,1189,760,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,807,527,74,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:27:00.000,2024-03-26 15:27:00.000,Pacific Standard Time,687,448,73,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,216,132,72,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,1100,876,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,1232,732,60,14
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,990,533,117,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,1189,762,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,807,533,75,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:26:00.000,2024-03-26 15:26:00.000,Pacific Standard Time,687,449,73,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,216,133,72,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,1100,878,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,1232,734,60,15
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,990,534,117,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,1189,763,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,807,535,75,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:25:00.000,2024-03-26 15:25:00.000,Pacific Standard Time,687,450,74,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,216,132,72,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,1100,878,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,1232,739,61,15
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,990,536,117,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,1189,767,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,807,537,75,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:24:00.000,2024-03-26 15:24:00.000,Pacific Standard Time,687,452,74,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,216,133,73,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,1100,878,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,1232,740,61,15
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,990,536,117,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,1189,773,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,807,539,75,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:23:00.000,2024-03-26 15:23:00.000,Pacific Standard Time,687,453,75,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,216,132,73,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,1100,880,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,1232,743,60,15
ACF9CF85-6991-42B9-9467-6094008D1094,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,990,542,117,65
859835AD-E855-4DBF-83ED-419DEF40537C,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,1189,773,79,26
33B31206-E1F8-44CE-87A5-318C6D198416,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,807,538,75,13
3B3F3EC1-5D84-4C80-9CAD-2CCC9A9268A4,2024-03-26 22:22:00.000,2024-03-26 15:22:00.000,Pacific Standard Time,687,453,75,3
1B3D7D69-A1D0-4B8B-B86A-D31F8CFF2B2E,2024-03-26 22:21:00.000,2024-03-26 15:21:00.000,Pacific Standard Time,216,134,73,0
7A5B3916-AD6C-445E-A6C5-BC582EB20530,2024-03-26 22:21:00.000,2024-03-26 15:21:00.000,Pacific Standard Time,1100,882,55,4
E10D7DB4-C792-42AC-BAE8-969FA63F198D,2024-03-26 22:21:00.000,2024-03-26 15:21:00.000,Pacific Standard Time,1232,744,61,15
