date,level_0,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd
2023-02-05 03:00:00,0,3.9896172925262254,,14.791023123400196,14.322690097790392,37.796092407479854,36.51701246845133,
2023-02-05 04:00:00,1,3.9896172925262254,27.62518818652096,14.791023123400196,14.428884008020628,37.796092407479854,36.51701246845133,
2023-02-05 05:00:00,2,3.684857778287335,27.92776377293784,14.791023123400196,14.428884008020628,37.796092407479854,37.03561055207161,
2023-02-05 06:00:00,3,3.6067041304289216,28.3103288173204,14.86398773111749,16.19549217524288,37.70115974483892,32.40940517597144,
2023-02-05 07:00:00,4,37.50748327312765,38.9331639963578,18.81121068930963,57.37322003680231,40.02773238879283,45.52990589750127,
2023-02-05 08:00:00,5,37.71434805524157,35.52779296046278,30.30028150677627,59.8890962473273,61.7427735050167,57.66869634201194,
2023-02-05 09:00:00,6,72.69858413617546,44.099080047625726,32.19208338866783,63.31060458531384,62.75348372745695,86.3895033691143,
2023-02-05 10:00:00,7,94.81678281745772,64.72768320158983,50.34132592023696,71.4383085409137,65.20618697350595,117.93166483960356,
2023-02-05 11:00:00,8,120.88714579883742,72.48612470478089,69.59984310360241,87.64006806323182,67.95239735560962,136.70759378825844,
2023-02-05 12:00:00,9,121.44366516386336,70.79394598890508,74.68855701563673,99.62189043144204,70.77556064024095,138.66643792142168,
2023-02-05 13:00:00,10,121.24666554275704,73.06609845795198,86.589199779113,105.96734894740632,69.89819141773788,138.66643792142168,
2023-02-05 14:00:00,11,119.01647816532405,73.06609845795198,93.12990379261034,107.50902855874592,71.71480812979567,133.53427170987277,
2023-02-05 15:00:00,12,116.0129323269386,76.04686992312926,93.79242095805635,111.27224274972164,71.230370388106,133.48470371009313,
2023-02-05 16:00:00,13,109.20248010443854,65.48692817986498,88.57292608653079,95.38657773601604,70.41040830655018,126.68233250250796,
2023-02-05 17:00:00,14,84.63599253357513,55.87041403459676,65.9303490934132,87.07611203730701,69.55255357384189,123.35072389592996,
2023-02-05 18:00:00,15,57.16070430161284,29.229043676264524,61.17970220889047,77.08169808152138,61.22573863985598,113.80448732988324,
2023-02-05 19:00:00,16,31.48493428395617,28.37536554937741,55.790009968715815,79.59022725760802,62.58065266441735,96.55164045946218,
2023-02-05 20:00:00,17,23.46052833652244,25.9161667755314,57.747518417144654,62.49889033237663,60.914956034825686,89.90683413263997,
2023-02-05 21:00:00,18,8.72661347409449,23.28466724566928,54.040060465188816,53.99966955161435,55.10722597813851,82.69774585376936,
2023-02-05 22:00:00,19,4.154965320109202,20.09255101841342,44.99603498244122,48.30465335698436,44.127553982853904,70.83279432016587,
2023-02-05 23:00:00,20,0.7103276591000972,18.82168604214,34.85288252327041,40.58743880281589,43.72893315628173,56.25141462584057,
2023-02-06 00:00:00,21,11.600067781525755,24.82818527289942,20.85116103525627,25.33920694992754,39.613812813950254,41.44631476871611,
2023-02-06 01:00:00,22,13.51499221830365,23.28852072706144,20.35558679458824,22.812165793151262,39.613812813950254,30.1321540892752,
2023-02-06 02:00:00,23,13.817187312355935,28.733953962401937,20.498928556975525,21.728960694827133,39.613812813950254,27.80180826627712,
2023-02-06 03:00:00,24,7.157538725890943,2.408579979692572,2.642688446446653,23.44613123241153,39.613812813950254,6.175363643409261,
2023-02-06 04:00:00,25,7.157538725890943,2.408579979692572,2.642688446446653,0.0,13.345155137847726,6.175363643409261,
2023-02-06 05:00:00,26,7.577071816195171,2.755706737379665,2.642688446446653,0.0,12.308093538446208,6.449428832711615,
2023-02-06 06:00:00,27,14.729162024640477,14.92617934873138,3.1942778376653136,4.497755854811357,14.09267441882212,18.851593436472804,
2023-02-06 07:00:00,28,66.94250991679277,69.43159132164351,11.156034034145684,122.26569211555493,24.704908655928413,72.85145684450534,
2023-02-06 08:00:00,29,117.82870657733515,212.2431704792884,50.55787248982785,305.96179422305414,77.16071611971886,302.0200498171156,
2023-02-06 09:00:00,30,285.10608966201335,378.8765422379763,170.29199722494718,534.03838021093,184.3012233970414,584.6856952823729,
2023-02-06 10:00:00,31,436.1500473386191,520.6210162454602,303.60485973825257,690.9421815741912,285.8558066879052,754.2299275193482,
2023-02-06 11:00:00,32,484.7529588767952,596.9858754662116,363.82760030031534,762.3451512293083,322.7526585471548,834.7322571580659,
2023-02-06 12:00:00,33,489.7982717381912,622.6051322986378,383.1632832066702,775.1786735866514,323.7523090192861,858.4777027246502,
2023-02-06 13:00:00,34,489.6012721170849,624.77453878951,384.918397655625,773.5959992201003,325.86660947497126,859.5304329714585,
2023-02-06 14:00:00,35,485.2493441622466,624.77453878951,384.918397655625,766.3832654560606,325.86660947497126,859.697951024613,
2023-02-06 15:00:00,36,457.51731423301,582.068289521259,368.8702022845,740.7613122415925,321.3949035391201,833.0590490553013,
2023-02-06 16:00:00,37,351.7836549152079,463.0883532235748,294.8259029105928,592.6090989304915,276.50919561960774,721.0148126458116,
2023-02-06 17:00:00,38,206.5521140695072,320.6671555842015,195.2374283731463,347.3955342010579,181.19806925217384,502.5653898263354,
2023-02-06 18:00:00,39,102.59507619135228,218.6607519972388,127.25771885196752,192.9587519137396,137.23013552076338,359.9468613682073,
2023-02-06 19:00:00,40,35.942083945007106,153.76491055932055,93.43568357565478,115.24677619283322,71.07657120888265,240.81721677533008,
2023-02-06 20:00:00,41,24.12843605732611,103.00341038255031,63.02056864424168,65.61209092273138,57.29621538131136,193.99581039283308,
2023-02-06 21:00:00,42,12.654524263307282,63.75883232906193,30.78445446252107,48.59537249024422,41.927109318713065,149.32905063946131,
