date,level_0,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd
2023-02-05 03:00:00,0,8.578966059871009,,11.73924597174552,19.043452448130346,53.59786160286173,24.53404128422214,
2023-02-05 04:00:00,1,17.767867940802365,23.953104237459325,11.73924597174552,18.596937635702872,53.58731699827836,24.62903971199292,
2023-02-05 05:00:00,2,17.810027019871477,26.18983120797628,12.948569236964577,19.32348191196025,53.58731699827836,24.908469494719547,
2023-02-05 06:00:00,3,17.374758847725044,23.713705493792567,10.177972239654242,20.167927592078122,53.3080211242247,31.56549415955126,
2023-02-05 07:00:00,4,24.45691223636878,34.30719726157677,9.052563868274497,61.31623185528132,52.86752517272947,40.33321700722148,
2023-02-05 08:00:00,5,33.8254435037919,42.73945403704985,9.935252948096604,64.52098894820867,63.20308094109303,57.68137683891236,
2023-02-05 09:00:00,6,58.07338840052407,42.438909702924,18.209640799135023,67.67518468577636,52.7482250005844,87.47690952180831,
2023-02-05 10:00:00,7,66.02894593703101,63.37590993256141,21.13475591438261,85.61397187632627,52.60590880121614,124.40386445548371,
2023-02-05 11:00:00,8,69.26254386782745,69.86093714465473,24.61462379576784,96.73239280056829,51.0892889795717,138.3103726935978,
2023-02-05 12:00:00,9,71.45304493507972,75.93727879671958,31.33163191671004,104.56371851969213,52.736881725645446,139.69115746955967,
2023-02-05 13:00:00,10,71.27216751888919,69.90218720319965,39.9491039830345,109.27717017056464,53.797683884671216,135.6040950892693,
2023-02-05 14:00:00,11,74.69913340363979,74.22932768354833,49.18540465919519,110.10786496473196,54.138102156961146,130.36069161408366,
2023-02-05 15:00:00,12,74.06182814247677,73.67053256729533,54.01138498011266,107.09680288819146,57.55459628256808,127.5137862154326,
2023-02-05 16:00:00,13,95.50345673780976,69.5921751609492,54.057660543106245,98.60125160132235,57.85787167571077,129.32821683686154,
2023-02-05 17:00:00,14,64.27650377161642,50.6521211059983,47.06456012752249,87.30258947201027,64.10011240813513,119.54000148733004,
2023-02-05 18:00:00,15,56.27361498452165,41.52857873781547,37.57763987072853,72.89577016140888,73.43997036986394,120.50384523108012,
2023-02-05 19:00:00,16,22.49782127007482,27.06969581474309,40.00525788351363,73.44806076200649,72.3293702511492,131.00545468803625,
2023-02-05 20:00:00,17,22.972226107325795,18.47111126157108,37.51627530972499,61.45819630275992,72.123660161518,132.3577033302463,
2023-02-05 21:00:00,18,19.349632871032025,15.309132669910488,39.36384869966909,52.39918394671958,56.524908316712256,125.9228152684958,
2023-02-05 22:00:00,19,5.141916907723774,17.40577931564031,35.041072995820805,49.06072774028825,49.43207022897323,99.63713858872386,
2023-02-05 23:00:00,20,4.009449476171767,22.47696280380153,17.019238702993484,42.50490929691332,52.74079467621378,63.67405979142612,
2023-02-06 00:00:00,21,1.1566285710091118,50.706287709117085,16.307025164083516,29.767328981017407,45.598248111210005,56.086913657190266,
2023-02-06 01:00:00,22,0.5547200238108251,44.73198036303503,15.66960579343807,26.848836234273836,42.21889456103602,51.789646165320434,
2023-02-06 02:00:00,23,0.5547200238108251,40.100382264683006,12.55078546281534,24.046011115490817,42.01447325555064,53.62000683129098,
2023-02-06 03:00:00,24,0.1378425408555708,4.46836660778974,2.9796859977100105,23.932605298247775,41.8791341553522,2.6225245452061454,
2023-02-06 04:00:00,25,0.1378425408555708,4.693110761609203,2.9796859977100105,0.0,12.647023405207944,2.6225245452061454,
2023-02-06 05:00:00,26,0.3194448017822963,5.581044991780127,2.9796859977100105,0.007599328856811119,13.265393157670694,0.0,
2023-02-06 06:00:00,27,16.732661202512,21.443284379950388,3.962041166659115,10.697887717073897,14.071817652475852,5.7531880675482965,
2023-02-06 07:00:00,28,67.84124675374372,95.0683502448252,10.154967209897876,104.47241027833347,24.181722653076832,57.71948400615784,
2023-02-06 08:00:00,29,132.65489419327778,214.76151989117176,56.14029644824903,306.91346477473354,61.200218292830286,323.755629634817,
2023-02-06 09:00:00,30,267.5641637585695,421.7403413302507,209.7159133885558,519.3962209490161,175.10338974811629,613.9240239934682,
2023-02-06 10:00:00,31,406.07781210828375,586.1014362164681,406.4177910506088,687.1003711069416,320.45917486906256,829.2305344014123,
2023-02-06 11:00:00,32,446.10239599577295,652.5976015720064,484.80110985399233,728.3824007400492,395.2914418866293,913.094371423298,
2023-02-06 12:00:00,33,450.5616043545954,676.8642640379207,491.7564300180605,732.5456259279224,413.87636533484,970.0921969114432,
2023-02-06 13:00:00,34,460.84364281763743,687.1377144483005,504.0940650901409,732.0412441063509,480.5697635667855,1022.969037684285,
2023-02-06 14:00:00,35,459.844824183841,687.1296895414057,544.1004128205154,727.7007323246204,480.5697635667855,1022.6329493875407,
2023-02-06 15:00:00,36,395.3344950765601,684.3229467769787,494.2629529213692,713.9101394553036,411.712908120986,936.0948818920824,
2023-02-06 16:00:00,37,296.8362250784116,520.0573048311198,402.4380752221357,568.8342986192495,383.349469026445,796.4543390128854,
2023-02-06 17:00:00,38,139.7445227252577,401.0768773266228,241.42377448870525,339.60140795708213,218.1818700340821,590.7489191510022,
2023-02-06 18:00:00,39,43.59470898354228,271.47161936228434,191.4257292620273,176.00123457956548,126.65216060875538,386.4278289665879,
2023-02-06 19:00:00,40,5.568007087596643,176.73311675484362,125.93301340123884,102.91212050241336,66.24305178282005,271.53266795641684,
2023-02-06 20:00:00,41,5.334021719962043,126.47890086177124,86.06545343656667,64.97134486892567,62.44950736067302,206.1370222430402,
2023-02-06 21:00:00,42,4.31554663010304,102.1558150994779,64.19684797661048,50.519428743852686,45.63231206203645,142.53459535386776,
