Metric,Fraser,Health Sciences,North,Rose,Thunderbird,University Lot Blvd,West
MAE,0.0361659748120196,0.0308450572572042,0.0294150463274247,0.0410811228804811,0.0390002346110541,0.0550622920587059,0.0290011404042156
MSE,0.0037527804749964,0.0040553850486315,0.0031457331341844,0.0065612851580768,0.0090038027611188,0.0088292575466154,0.0035840286008756
RMSE,0.0612599418461726,0.0636819051900269,0.0560868356585077,0.0810017602159168,0.0948883699992726,0.0939641290419673,0.0598667570599544
R-squared,0.884281487375064,0.9265149775960768,0.9003855266103772,0.8442530327711963,0.7811750927353652,0.6515474873025284,0.8955351278322056
