Metric,Fraser,Health Sciences,North,Rose,Thunderbird,University Lot Blvd,West
MAE,0.0508639505245585,0.0367691209962016,0.0460728123710809,0.0497735407043148,0.0476034021243488,0.0693841100172418,0.0370137800599915
MSE,0.0062311571766439,0.0054202174787597,0.0062195952161763,0.0081144623282739,0.0121630983051392,0.0131034195009024,0.0047468890525155
RMSE,0.0789376790680086,0.0736221262852395,0.0788644103266887,0.0900803104361544,0.1102864375394328,0.1144701686069453,0.0688976708787424
R-squared,0.8078597335448694,0.9017837275414332,0.8030469605246262,0.8073848540532775,0.7043928072073871,0.482864847252216,0.8616408479707475
