Hour,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd_x,University Lot Blvd_y,University Lot Blvd
2018-09-06 09:00:00,950,1015.0,475,909,556,934,,,
2018-09-06 10:00:00,918,1160.0,612,972,706,1049,,,
2018-09-06 11:00:00,832,1210.0,659,964,724,1072,,,
2018-09-06 12:00:00,850,1166.0,695,953,720,1095,,,
2018-09-06 13:00:00,859,1219.0,709,962,727,1073,,,
2018-09-06 14:00:00,769,1150.0,682,914,700,989,,,
2018-09-06 15:00:00,648,998.0,574,746,623,855,,,
2018-09-06 16:00:00,523,877.0,439,456,465,616,,,
2018-09-06 17:00:00,363,674.0,275,225,343,346,,,
2018-09-06 18:00:00,254,539.0,177,150,287,203,,,
2018-09-06 19:00:00,199,442.0,85,93,221,145,,,
2018-09-06 20:00:00,138,375.0,4,65,188,103,,,
2018-09-06 21:00:00,100,329.0,0,61,165,86,,,
2018-09-06 22:00:00,81,332.0,0,60,159,78,,,
2018-09-06 23:00:00,78,312.0,3,36,156,68,,,
2018-09-07 00:00:00,76,309.0,2,32,154,64,,,
2018-09-07 01:00:00,74,305.0,0,32,150,60,,,
2018-09-07 02:00:00,76,290.0,0,32,149,60,,,
2018-09-07 03:00:00,76,289.0,0,31,149,59,,,
2018-09-07 04:00:00,78,290.0,0,33,149,61,,,
2018-09-07 05:00:00,111,299.0,3,65,155,70,,,
2018-09-07 06:00:00,195,369.0,13,192,168,121,,,
2018-09-07 07:00:00,292,595.0,76,397,220,413,,,
2018-09-07 08:00:00,520,878.0,247,702,362,720,,,
2018-09-07 09:00:00,709,1111.0,388,874,487,945,,,
2018-09-07 10:00:00,771,1190.0,486,943,539,1047,,,
2018-09-07 11:00:00,827,1210.0,525,930,580,1079,,,
2018-09-07 12:00:00,836,1212.0,474,898,592,1058,,,
2018-09-07 13:00:00,830,1176.0,464,895,577,1023,,,
2018-09-07 14:00:00,746,1042.0,384,827,522,940,,,
2018-09-07 15:00:00,634,855.0,271,669,469,834,,,
2018-09-07 16:00:00,462,629.0,124,395,313,514,,,
2018-09-07 17:00:00,327,485.0,13,201,205,300,,,
2018-09-07 18:00:00,274,406.0,1,143,170,192,,,
2018-09-07 19:00:00,253,383.0,0,114,155,149,,,
2018-09-07 20:00:00,231,373.0,0,98,140,132,,,
2018-09-07 21:00:00,231,373.0,0,85,131,133,,,
2018-09-07 22:00:00,223,365.0,0,77,116,129,,,
2018-09-07 23:00:00,210,352.0,0,43,116,116,,,
2018-09-08 00:00:00,203,345.0,0,37,113,107,,,
2018-09-08 01:00:00,205,332.0,0,36,111,97,,,
2018-09-08 02:00:00,206,327.0,0,33,112,90,,,
2018-09-08 03:00:00,204,329.0,0,32,113,91,,,
2018-09-08 04:00:00,206,330.0,0,31,113,91,,,
2018-09-08 05:00:00,219,333.0,0,37,113,93,,,
2018-09-08 06:00:00,219,338.0,4,67,114,110,,,
2018-09-08 07:00:00,231,391.0,24,88,119,153,,,
2018-09-08 08:00:00,250,441.0,77,123,142,189,,,
2018-09-08 09:00:00,292,475.0,203,148,156,211,,,
2018-09-08 10:00:00,324,482.0,267,176,170,231,,,
2018-09-08 11:00:00,322,475.0,292,181,174,223,,,
2018-09-08 12:00:00,324,473.0,299,170,171,206,,,
2018-09-08 13:00:00,325,401.0,286,164,170,206,,,
2018-09-08 14:00:00,327,384.0,274,154,169,220,,,
2018-09-08 15:00:00,330,386.0,276,144,163,203,,,
2018-09-08 16:00:00,327,346.0,246,113,149,153,,,
2018-09-08 17:00:00,309,329.0,83,90,143,126,,,
2018-09-08 18:00:00,294,323.0,44,78,129,102,,,
2018-09-08 19:00:00,294,318.0,18,63,127,98,,,
2018-09-08 20:00:00,292,325.0,12,57,121,100,,,
2018-09-08 21:00:00,289,322.0,0,57,111,104,,,
2018-09-08 22:00:00,286,320.0,1,53,112,113,,,
2018-09-08 23:00:00,274,321.0,0,32,110,112,,,
2018-09-09 00:00:00,269,330.0,0,32,110,108,,,
2018-09-09 01:00:00,265,334.0,0,32,112,99,,,
2018-09-09 02:00:00,266,334.0,0,32,112,101,,,
2018-09-09 03:00:00,264,334.0,0,31,112,99,,,
2018-09-09 04:00:00,264,335.0,0,31,112,99,,,
2018-09-09 05:00:00,263,339.0,0,34,111,101,,,
2018-09-09 06:00:00,267,342.0,0,59,114,101,,,
2018-09-09 07:00:00,285,344.0,3,66,116,112,,,
2018-09-09 08:00:00,297,360.0,11,85,132,126,,,
2018-09-09 09:00:00,318,371.0,46,99,138,144,,,
2018-09-09 10:00:00,327,385.0,56,116,143,158,,,
2018-09-09 11:00:00,340,383.0,89,132,140,154,,,
2018-09-09 12:00:00,350,393.0,117,141,152,161,,,
2018-09-09 13:00:00,354,395.0,286,137,162,174,,,
2018-09-09 14:00:00,362,375.0,315,152,155,198,,,
2018-09-09 15:00:00,375,371.0,302,129,155,202,,,
2018-09-09 16:00:00,373,349.0,64,121,145,144,,,
2018-09-09 17:00:00,370,330.0,34,104,140,125,,,
2018-09-09 18:00:00,370,325.0,27,100,144,125,,,
2018-09-09 19:00:00,353,324.0,22,92,133,123,,,
2018-09-09 20:00:00,333,320.0,11,81,128,138,,,
2018-09-09 21:00:00,325,336.0,1,67,121,127,,,
2018-09-09 22:00:00,321,348.0,0,57,119,104,,,
2018-09-09 23:00:00,320,343.0,1,39,117,93,,,
2018-09-10 00:00:00,319,350.0,0,38,117,92,,,
2018-09-10 01:00:00,320,352.0,0,36,117,92,,,
2018-09-10 02:00:00,0,0.0,0,35,117,0,,,
2018-09-10 03:00:00,1,0.0,0,0,0,1,,,
2018-09-10 04:00:00,4,0.0,0,1,0,3,,,
2018-09-10 05:00:00,33,14.0,2,37,1,11,,,
2018-09-10 06:00:00,121,87.0,12,158,14,77,,,
2018-09-10 07:00:00,228,302.0,69,385,74,356,,,
2018-09-10 08:00:00,439,620.0,248,687,248,682,,,
2018-09-10 09:00:00,672,902.0,457,877,423,941,,,
2018-09-10 10:00:00,780,1026.0,573,939,502,1059,,,
2018-09-10 11:00:00,826,1083.0,594,962,544,1089,,,
2018-09-10 12:00:00,923,1210.0,781,1026,730,1109,,,
2018-09-10 13:00:00,926,1197.0,779,1044,718,1104,,,
2018-09-10 14:00:00,856,1105.0,723,973,668,1052,,,
2018-09-10 15:00:00,756,927.0,630,795,617,951,,,
2018-09-10 16:00:00,585,675.0,436,517,444,711,,,
2018-09-10 17:00:00,446,516.0,307,305,287,425,,,
2018-09-10 18:00:00,366,447.0,198,206,221,291,,,
2018-09-10 19:00:00,287,350.0,142,154,187,216,,,
2018-09-10 20:00:00,248,296.0,94,130,165,163,,,
2018-09-10 21:00:00,216,219.0,78,122,149,109,,,
2018-09-10 22:00:00,186,217.0,73,121,149,66,,,
2018-09-10 23:00:00,181,210.0,70,88,149,43,,,
2018-09-11 00:00:00,177,202.0,70,85,149,35,,,
2018-09-11 01:00:00,178,196.0,69,84,148,34,,,
2018-09-11 02:00:00,178,183.0,69,84,148,34,,,
2018-09-11 03:00:00,179,183.0,69,84,148,33,,,
2018-09-11 04:00:00,181,183.0,69,86,148,34,,,
2018-09-11 05:00:00,219,197.0,72,113,151,49,,,
2018-09-11 06:00:00,282,281.0,81,240,165,117,,,
2018-09-11 07:00:00,443,528.0,144,463,228,401,,,
2018-09-11 08:00:00,654,787.0,285,813,401,747,,,
2018-09-11 09:00:00,892,1088.0,543,1000,588,991,,,
2018-09-11 10:00:00,1000,1260.0,689,1092,689,1106,,,
2018-09-11 11:00:00,1049,1247.0,756,1096,685,1128,,,
2018-09-11 12:00:00,1083,1220.0,735,1085,689,1144,,,
2018-09-11 13:00:00,1112,1253.0,734,1076,683,1139,,,
2018-09-11 14:00:00,1036,1128.0,681,1026,648,1078,,,
2018-09-11 15:00:00,931,926.0,587,841,586,916,,,
2018-09-11 16:00:00,769,764.0,440,544,432,681,,,
2018-09-11 17:00:00,609,565.0,236,318,274,419,,,
2018-09-11 18:00:00,539,457.0,112,236,190,265,,,
2018-09-11 19:00:00,460,336.0,9,180,141,198,,,
2018-09-11 20:00:00,404,286.0,0,148,122,142,,,
2018-09-11 21:00:00,354,261.0,0,132,104,143,,,
2018-09-11 22:00:00,330,256.0,0,128,99,104,,,
2018-09-11 23:00:00,316,241.0,1,102,94,63,,,
2018-09-12 00:00:00,317,241.0,1,98,94,54,,,
2018-09-12 01:00:00,318,236.0,0,98,93,51,,,
2018-09-12 02:00:00,318,223.0,0,98,93,52,,,
2018-09-12 03:00:00,318,222.0,0,98,93,52,,,
2018-09-12 04:00:00,320,224.0,0,103,93,55,,,
2018-09-12 05:00:00,353,238.0,2,134,95,71,,,
2018-09-12 06:00:00,440,314.0,11,270,112,148,,,
2018-09-12 07:00:00,539,549.0,80,484,177,432,,,
2018-09-12 08:00:00,796,901.0,277,797,376,745,,,
2018-09-12 09:00:00,1020,1153.0,472,982,554,1035,,,
2018-09-12 10:00:00,1111,1240.0,569,1050,627,1168,,,
2018-09-12 11:00:00,1060,1271.0,619,1024,720,1208,,,
2018-09-12 12:00:00,1108,1257.0,670,1020,715,1229,,,
2018-09-12 13:00:00,1117,1235.0,655,1039,690,1229,,,
2018-09-12 14:00:00,944,1155.0,599,965,654,1147,,,
2018-09-12 15:00:00,837,1036.0,496,780,588,1041,,,
2018-09-12 16:00:00,658,789.0,317,507,411,784,,,
2018-09-12 17:00:00,501,619.0,158,301,260,527,,,
2018-09-12 18:00:00,436,494.0,69,224,192,385,,,
2018-09-12 19:00:00,358,388.0,4,156,162,279,,,
2018-09-12 20:00:00,302,322.0,0,131,137,195,,,
2018-09-12 21:00:00,268,277.0,1,117,125,156,,,
2018-09-12 22:00:00,246,264.0,0,110,120,106,,,
2018-09-12 23:00:00,236,255.0,0,89,119,75,,,
2018-09-13 00:00:00,228,245.0,0,87,114,66,,,
2018-09-13 01:00:00,225,240.0,0,86,113,61,,,
2018-09-13 02:00:00,226,231.0,0,86,113,59,,,
2018-09-13 03:00:00,226,228.0,0,85,113,59,,,
2018-09-13 04:00:00,228,231.0,0,88,114,62,,,
2018-09-13 05:00:00,263,243.0,1,118,116,83,,,
2018-09-13 06:00:00,343,335.0,13,246,133,153,,,
2018-09-13 07:00:00,502,595.0,75,462,201,418,,,
2018-09-13 08:00:00,702,883.0,222,788,345,741,,,
2018-09-13 09:00:00,694,1149.0,444,949,521,1020,,,
2018-09-13 10:00:00,822,1264.0,600,1023,589,1137,,,
2018-09-13 11:00:00,826,1273.0,633,1017,693,1176,,,
2018-09-13 12:00:00,862,1170.0,759,1023,710,1177,,,
2018-09-13 13:00:00,889,1204.0,776,1008,707,1151,,,
2018-09-13 14:00:00,808,1115.0,734,955,669,1080,,,
2018-09-13 15:00:00,690,921.0,612,782,605,948,,,
2018-09-13 16:00:00,555,741.0,485,503,450,729,,,
2018-09-13 17:00:00,356,534.0,288,310,285,492,,,
2018-09-13 18:00:00,291,424.0,181,206,236,320,,,
2018-09-13 19:00:00,214,321.0,102,152,209,238,,,
2018-09-13 20:00:00,154,237.0,45,124,172,196,,,
2018-09-13 21:00:00,101,207.0,5,113,147,179,,,
2018-09-13 22:00:00,72,209.0,0,101,142,133,,,
2018-09-13 23:00:00,68,192.0,1,77,140,96,,,
2018-09-14 00:00:00,62,196.0,0,73,139,79,,,
2018-09-14 01:00:00,64,189.0,0,73,137,78,,,
2018-09-14 02:00:00,64,181.0,0,73,137,78,,,
2018-09-14 03:00:00,64,180.0,0,73,137,78,,,
2018-09-14 04:00:00,67,181.0,0,75,137,78,,,
2018-09-14 05:00:00,98,191.0,2,111,137,98,,,
2018-09-14 06:00:00,168,277.0,13,220,150,165,,,
2018-09-14 07:00:00,260,495.0,71,445,203,456,,,
2018-09-14 08:00:00,497,808.0,254,734,374,732,,,
2018-09-14 09:00:00,692,1010.0,413,900,484,944,,,
2018-09-14 10:00:00,782,1103.0,502,954,528,1043,,,
2018-09-14 11:00:00,825,1124.0,511,955,548,1014,,,
2018-09-14 12:00:00,828,1084.0,499,925,560,1002,,,
2018-09-14 13:00:00,824,1013.0,474,893,554,982,,,
2018-09-14 14:00:00,733,927.0,399,826,499,901,,,
2018-09-14 15:00:00,622,749.0,308,676,439,768,,,
2018-09-14 16:00:00,496,515.0,147,426,294,503,,,
2018-09-14 17:00:00,400,382.0,48,274,227,314,,,
2018-09-14 18:00:00,366,311.0,16,227,194,244,,,
2018-09-14 19:00:00,367,296.0,27,177,175,203,,,
2018-09-14 20:00:00,346,276.0,14,161,167,179,,,
2018-09-14 21:00:00,271,283.0,0,140,128,165,,,
2018-09-14 22:00:00,236,272.0,0,130,123,131,,,
2018-09-14 23:00:00,226,252.0,0,101,121,118,,,
2018-09-15 00:00:00,218,247.0,0,100,117,97,,,
2018-09-15 01:00:00,215,241.0,1,97,119,76,,,
2018-09-15 02:00:00,227,238.0,0,97,120,76,,,
2018-09-15 03:00:00,227,241.0,0,97,118,77,,,
2018-09-15 04:00:00,227,240.0,0,97,118,77,,,
2018-09-15 05:00:00,228,245.0,0,103,119,75,,,
2018-09-15 06:00:00,239,247.0,0,132,119,84,,,
2018-09-15 07:00:00,260,257.0,0,152,124,138,,,
2018-09-15 08:00:00,334,290.0,11,189,173,214,,,
2018-09-15 09:00:00,409,312.0,24,217,183,279,,,
2018-09-15 10:00:00,453,321.0,37,248,187,275,,,
2018-09-15 11:00:00,445,310.0,63,271,186,287,,,
2018-09-15 12:00:00,425,305.0,91,287,186,282,,,
2018-09-15 13:00:00,416,290.0,106,276,179,260,,,
2018-09-15 14:00:00,403,286.0,115,270,184,241,,,
2018-09-15 15:00:00,399,269.0,130,228,184,213,,,
2018-09-15 16:00:00,374,241.0,106,200,164,159,,,
2018-09-15 17:00:00,398,226.0,83,168,126,156,,,
2018-09-15 18:00:00,422,212.0,122,162,117,133,,,
2018-09-15 19:00:00,414,199.0,114,141,104,96,,,
2018-09-15 20:00:00,405,208.0,101,136,107,81,,,
2018-09-15 21:00:00,374,216.0,83,132,103,68,,,
2018-09-15 22:00:00,343,224.0,52,128,106,53,,,
2018-09-15 23:00:00,316,224.0,17,107,105,46,,,
2018-09-16 00:00:00,307,227.0,6,104,105,47,,,
2018-09-16 01:00:00,308,225.0,2,102,106,45,,,
2018-09-16 02:00:00,308,225.0,2,101,106,48,,,
2018-09-16 03:00:00,309,226.0,2,101,106,49,,,
2018-09-16 04:00:00,309,226.0,2,101,106,49,,,
2018-09-16 05:00:00,309,227.0,2,103,105,49,,,
2018-09-16 06:00:00,310,229.0,1,135,107,51,,,
2018-09-16 07:00:00,320,238.0,2,140,110,61,,,
2018-09-16 08:00:00,351,265.0,2,148,148,97,,,
2018-09-16 09:00:00,388,270.0,7,161,146,168,,,
2018-09-16 10:00:00,426,281.0,25,168,152,178,,,
2018-09-16 11:00:00,441,278.0,51,181,158,142,,,
2018-09-16 12:00:00,447,290.0,52,184,152,132,,,
2018-09-16 13:00:00,459,280.0,64,180,164,131,,,
2018-09-16 14:00:00,506,278.0,72,194,170,158,,,
2018-09-16 15:00:00,503,277.0,66,169,163,163,,,
2018-09-16 16:00:00,478,253.0,27,153,148,130,,,
2018-09-16 17:00:00,435,231.0,4,139,140,101,,,
2018-09-16 18:00:00,419,215.0,3,133,112,88,,,
2018-09-16 19:00:00,416,219.0,3,118,106,92,,,
2018-09-16 20:00:00,404,221.0,2,118,103,76,,,
2018-09-16 21:00:00,382,241.0,1,113,98,59,,,
2018-09-16 22:00:00,378,243.0,1,108,97,62,,,
2018-09-16 23:00:00,376,234.0,0,94,97,57,,,
2018-09-17 00:00:00,367,238.0,0,94,97,58,,,
2018-09-17 01:00:00,370,240.0,0,94,96,58,,,
2018-09-17 02:00:00,0,0.0,0,94,96,0,,,
2018-09-17 03:00:00,0,0.0,0,0,0,1,,,
2018-09-17 04:00:00,4,0.0,0,2,0,2,,,
2018-09-17 05:00:00,34,21.0,1,36,2,11,,,
2018-09-17 06:00:00,101,101.0,12,149,10,72,,,
2018-09-17 07:00:00,200,334.0,70,385,80,366,,,
2018-09-17 08:00:00,436,668.0,273,689,263,696,,,
2018-09-17 09:00:00,649,902.0,467,866,411,936,,,
2018-09-17 10:00:00,731,1009.0,578,927,470,1042,,,
2018-09-17 11:00:00,775,1068.0,607,936,510,1091,,,
2018-09-17 12:00:00,799,1213.0,641,1020,735,1108,,,
2018-09-17 13:00:00,990,1188.0,736,1038,723,1132,,,
2018-09-17 14:00:00,923,1097.0,695,975,667,1074,,,
2018-09-17 15:00:00,861,939.0,610,826,580,963,,,
2018-09-17 16:00:00,686,680.0,450,538,414,663,,,
2018-09-17 17:00:00,551,532.0,298,317,273,405,,,
2018-09-17 18:00:00,470,483.0,195,207,228,288,,,
2018-09-17 19:00:00,414,387.0,136,162,193,211,,,
2018-09-17 20:00:00,366,309.0,91,143,172,145,,,
2018-09-17 21:00:00,333,232.0,67,123,152,114,,,
2018-09-17 22:00:00,315,223.0,61,123,140,70,,,
2018-09-17 23:00:00,306,204.0,60,99,138,37,,,
2018-09-18 00:00:00,300,198.0,59,94,134,32,,,
2018-09-18 01:00:00,301,191.0,56,94,134,31,,,
2018-09-18 02:00:00,301,182.0,56,94,133,30,,,
2018-09-18 03:00:00,302,181.0,55,94,133,30,,,
2018-09-18 04:00:00,304,180.0,55,96,133,32,,,
2018-09-18 05:00:00,340,197.0,55,130,136,48,,,
2018-09-18 06:00:00,418,279.0,67,239,145,131,,,
2018-09-18 07:00:00,555,531.0,123,477,215,385,,,
2018-09-18 08:00:00,777,812.0,265,805,371,686,,,
2018-09-18 09:00:00,1008,1081.0,516,981,565,967,,,
2018-09-18 10:00:00,875,1209.0,641,1030,640,1087,,,
2018-09-18 11:00:00,921,1230.0,693,1057,679,1109,,,
2018-09-18 12:00:00,941,1187.0,761,1057,675,1151,,,
2018-09-18 13:00:00,956,1217.0,768,1057,673,1160,,,
2018-09-18 14:00:00,905,1160.0,728,964,633,1084,,,
2018-09-18 15:00:00,797,1002.0,612,796,584,903,,,
2018-09-18 16:00:00,642,848.0,529,500,502,713,,,
2018-09-18 17:00:00,469,630.0,336,295,361,413,,,
2018-09-18 18:00:00,374,506.0,205,188,276,271,,,
2018-09-18 19:00:00,282,374.0,88,127,196,214,,,
2018-09-18 20:00:00,232,300.0,12,97,129,165,,,
2018-09-18 21:00:00,189,273.0,0,76,93,138,,,
2018-09-18 22:00:00,170,277.0,1,74,82,93,,,
2018-09-18 23:00:00,158,267.0,0,45,81,66,,,
2018-09-19 00:00:00,155,260.0,0,42,78,59,,,
2018-09-19 01:00:00,155,249.0,0,42,78,58,,,
2018-09-19 02:00:00,154,240.0,0,42,78,57,,,
2018-09-19 03:00:00,154,240.0,0,41,78,57,,,
2018-09-19 04:00:00,157,242.0,0,42,78,56,,,
2018-09-19 05:00:00,195,259.0,3,71,82,76,,,
2018-09-19 06:00:00,274,349.0,16,179,94,149,,,
2018-09-19 07:00:00,379,593.0,78,388,170,442,,,
2018-09-19 08:00:00,623,933.0,298,696,358,750,,,
2018-09-19 09:00:00,836,1170.0,508,867,508,1031,,,
2018-09-19 10:00:00,928,1261.0,601,944,570,1150,,,
2018-09-19 11:00:00,979,1312.0,648,951,590,1199,,,
2018-09-19 12:00:00,1006,1293.0,672,943,605,1205,,,
2018-09-19 13:00:00,1005,1264.0,653,952,604,1207,,,
2018-09-19 14:00:00,819,1106.0,598,873,556,1134,,,
2018-09-19 15:00:00,705,967.0,493,710,494,1027,,,
2018-09-19 16:00:00,554,758.0,344,447,323,816,,,
2018-09-19 17:00:00,412,591.0,206,257,167,575,,,
2018-09-19 18:00:00,335,473.0,121,180,104,417,,,
2018-09-19 19:00:00,245,373.0,78,130,72,314,,,
2018-09-19 20:00:00,183,319.0,38,105,55,243,,,
2018-09-19 21:00:00,141,252.0,0,82,36,198,,,
2018-09-19 22:00:00,119,232.0,0,76,31,132,,,
2018-09-19 23:00:00,106,222.0,0,49,26,102,,,
2018-09-20 00:00:00,100,226.0,0,45,23,90,,,
2018-09-20 01:00:00,94,217.0,0,43,21,86,,,
2018-09-20 02:00:00,93,207.0,0,43,21,86,,,
2018-09-20 03:00:00,95,205.0,1,42,20,87,,,
2018-09-20 04:00:00,99,206.0,0,45,20,88,,,
2018-09-20 05:00:00,136,221.0,1,77,23,101,,,
2018-09-20 06:00:00,225,313.0,12,181,41,179,,,
2018-09-20 07:00:00,360,557.0,72,418,109,445,,,
2018-09-20 08:00:00,561,830.0,210,747,266,781,,,
2018-09-20 09:00:00,784,1107.0,418,934,444,1049,,,
2018-09-20 10:00:00,909,1267.0,581,979,541,1167,,,
2018-09-20 11:00:00,952,1215.0,648,996,561,1191,,,
2018-09-20 12:00:00,960,1171.0,688,993,559,1202,,,
2018-09-20 13:00:00,973,1225.0,717,993,540,1211,,,
2018-09-20 14:00:00,904,1143.0,687,942,512,1164,,,
2018-09-20 15:00:00,803,939.0,548,786,425,1048,,,
2018-09-20 16:00:00,652,716.0,407,516,277,811,,,
2018-09-20 17:00:00,511,516.0,226,285,140,561,,,
2018-09-20 18:00:00,432,433.0,125,201,86,384,,,
2018-09-20 19:00:00,352,349.0,66,134,39,322,,,
2018-09-20 20:00:00,284,290.0,1,97,14,252,,,
2018-09-20 21:00:00,212,235.0,0,83,0,231,,,
2018-09-20 22:00:00,191,233.0,0,77,0,169,,,
2018-09-20 23:00:00,184,220.0,0,52,0,120,,,
2018-09-21 00:00:00,177,218.0,0,48,1,105,,,
2018-09-21 01:00:00,178,211.0,0,47,0,105,,,
2018-09-21 02:00:00,177,198.0,0,47,0,105,,,
2018-09-21 03:00:00,176,197.0,0,48,0,105,,,
2018-09-21 04:00:00,176,198.0,0,50,0,106,,,
2018-09-21 05:00:00,213,212.0,1,79,0,122,,,
2018-09-21 06:00:00,288,280.0,12,174,14,199,,,
2018-09-21 07:00:00,386,476.0,67,365,76,479,,,
2018-09-21 08:00:00,613,778.0,269,671,232,775,,,
2018-09-21 09:00:00,858,996.0,426,836,363,992,,,
2018-09-21 10:00:00,977,1113.0,515,911,404,1103,,,
2018-09-21 11:00:00,812,1122.0,550,931,432,1126,,,
2018-09-21 12:00:00,789,1083.0,574,911,433,1122,,,
2018-09-21 13:00:00,775,1050.0,537,911,427,1114,,,
2018-09-21 14:00:00,719,958.0,463,815,375,999,,,
2018-09-21 15:00:00,613,787.0,317,660,299,857,,,
2018-09-21 16:00:00,469,543.0,125,425,133,589,,,
2018-09-21 17:00:00,286,390.0,1,233,62,382,,,
2018-09-21 18:00:00,183,331.0,1,196,15,328,,,
2018-09-21 19:00:00,137,294.0,105,171,5,284,,,
2018-09-21 20:00:00,69,281.0,111,154,1,276,,,
2018-09-21 21:00:00,25,250.0,0,96,0,226,,,
2018-09-21 22:00:00,26,256.0,1,95,2,181,,,
2018-09-21 23:00:00,28,242.0,6,68,1,162,,,
2018-09-22 00:00:00,14,238.0,3,63,0,148,,,
2018-09-22 01:00:00,13,233.0,0,56,1,146,,,
2018-09-22 02:00:00,4,221.0,0,51,1,147,,,
2018-09-22 03:00:00,0,224.0,0,52,0,146,,,
2018-09-22 04:00:00,4,222.0,0,51,0,146,,,
2018-09-22 05:00:00,1,225.0,0,56,0,149,,,
2018-09-22 06:00:00,2,231.0,0,92,4,158,,,
2018-09-22 07:00:00,23,243.0,1,112,3,209,,,
2018-09-22 08:00:00,157,273.0,6,150,39,301,,,
2018-09-22 09:00:00,294,302.0,35,218,40,399,,,
2018-09-22 10:00:00,406,323.0,73,254,54,393,,,
2018-09-22 11:00:00,414,346.0,124,319,60,439,,,
2018-09-22 12:00:00,429,355.0,150,310,60,429,,,
2018-09-22 13:00:00,412,354.0,162,317,61,445,,,
2018-09-22 14:00:00,397,353.0,163,305,73,482,,,
2018-09-22 15:00:00,392,354.0,138,265,70,517,,,
2018-09-22 16:00:00,333,326.0,55,212,52,556,,,
2018-09-22 17:00:00,247,296.0,35,152,48,543,,,
2018-09-22 18:00:00,171,264.0,84,143,44,463,,,
2018-09-22 19:00:00,149,241.0,317,122,17,395,,,
2018-09-22 20:00:00,146,242.0,333,115,12,250,,,
2018-09-22 21:00:00,151,249.0,228,113,7,235,,,
2018-09-22 22:00:00,138,252.0,1,106,6,202,,,
2018-09-22 23:00:00,106,247.0,0,64,6,179,,,
2018-09-23 00:00:00,87,247.0,0,55,2,166,,,
2018-09-23 01:00:00,89,245.0,0,50,3,161,,,
2018-09-23 02:00:00,90,241.0,0,49,2,160,,,
2018-09-23 03:00:00,90,242.0,0,49,1,159,,,
2018-09-23 04:00:00,89,243.0,0,48,2,160,,,
2018-09-23 05:00:00,88,242.0,0,50,2,161,,,
2018-09-23 06:00:00,91,246.0,0,80,0,166,,,
2018-09-23 07:00:00,93,247.0,0,96,2,185,,,
2018-09-23 08:00:00,118,260.0,1,114,30,213,,,
2018-09-23 09:00:00,175,290.0,7,129,38,282,,,
2018-09-23 10:00:00,212,302.0,15,131,45,306,,,
2018-09-23 11:00:00,221,302.0,27,152,50,314,,,
2018-09-23 12:00:00,204,295.0,54,163,56,303,,,
2018-09-23 13:00:00,202,295.0,65,158,62,284,,,
2018-09-23 14:00:00,216,300.0,64,168,65,322,,,
2018-09-23 15:00:00,228,306.0,58,136,58,326,,,
2018-09-23 16:00:00,204,260.0,39,118,49,311,,,
2018-09-23 17:00:00,181,241.0,24,109,45,283,,,
2018-09-23 18:00:00,183,217.0,36,100,44,257,,,
2018-09-23 19:00:00,185,213.0,90,90,18,237,,,
2018-09-23 20:00:00,164,221.0,85,78,17,193,,,
2018-09-23 21:00:00,144,230.0,0,73,13,175,,,
2018-09-23 22:00:00,131,247.0,0,69,12,170,,,
2018-09-23 23:00:00,116,249.0,0,55,11,164,,,
2018-09-24 00:00:00,120,245.0,0,50,11,162,,,
2018-09-24 01:00:00,118,247.0,0,50,10,161,,,
2018-09-24 02:00:00,1,3.0,0,49,10,0,,,
2018-09-24 03:00:00,1,5.0,0,1,0,0,,,
2018-09-24 04:00:00,5,9.0,0,1,1,1,,,
2018-09-24 05:00:00,50,26.0,2,32,3,20,,,
2018-09-24 06:00:00,124,112.0,8,150,12,100,,,
2018-09-24 07:00:00,225,335.0,64,373,75,417,,,
2018-09-24 08:00:00,500,662.0,253,694,243,744,,,
2018-09-24 09:00:00,727,891.0,448,864,398,980,,,
2018-09-24 10:00:00,791,995.0,551,926,466,1079,,,
2018-09-24 11:00:00,854,1058.0,598,935,504,1131,,,
2018-09-24 12:00:00,875,1056.0,621,929,535,1154,,,
2018-09-24 13:00:00,841,1041.0,585,927,536,1142,,,
2018-09-24 14:00:00,774,939.0,547,872,495,1090,,,
2018-09-24 15:00:00,693,797.0,455,717,434,983,,,
2018-09-24 16:00:00,543,579.0,300,434,268,699,,,
2018-09-24 17:00:00,397,427.0,142,235,122,445,,,
2018-09-24 18:00:00,291,365.0,53,126,70,311,,,
2018-09-24 19:00:00,244,255.0,1,79,23,229,,,
2018-09-24 20:00:00,193,183.0,0,60,0,146,,,
2018-09-24 21:00:00,150,98.0,0,43,1,132,,,
2018-09-24 22:00:00,130,89.0,0,39,0,124,,,
2018-09-24 23:00:00,118,76.0,0,6,1,81,,,
2018-09-25 00:00:00,112,71.0,0,4,1,52,,,
2018-09-25 01:00:00,113,60.0,0,2,0,47,,,
2018-09-25 02:00:00,112,55.0,0,2,0,47,,,
2018-09-25 03:00:00,111,54.0,0,2,0,47,,,
2018-09-25 04:00:00,112,54.0,0,5,0,48,,,
2018-09-25 05:00:00,157,75.0,1,43,1,68,,,
2018-09-25 06:00:00,240,168.0,16,159,11,151,,,
2018-09-25 07:00:00,412,415.0,96,385,72,423,,,
2018-09-25 08:00:00,630,695.0,276,714,242,706,,,
2018-09-25 09:00:00,859,920.0,517,889,429,940,,,
2018-09-25 10:00:00,949,1053.0,676,974,523,1039,,,
