Hour,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd_x,University Lot Blvd_y,University Lot Blvd
2019-12-22 21:00:00,9,14.0,39,81,4,6,60.0,60.0,60.0
2019-12-22 22:00:00,0,14.0,39,80,4,4,60.0,60.0,60.0
2019-12-22 23:00:00,1,16.0,38,63,4,5,60.0,60.0,60.0
2019-12-23 00:00:00,3,15.0,37,63,3,4,60.0,60.0,60.0
2019-12-23 01:00:00,3,16.0,37,62,2,2,60.0,60.0,60.0
2019-12-23 02:00:00,0,1.0,0,64,2,0,60.0,60.0,60.0
2019-12-23 03:00:00,0,5.0,0,3,1,0,60.0,60.0,60.0
2019-12-23 04:00:00,1,7.0,1,3,1,0,60.0,60.0,60.0
2019-12-23 05:00:00,6,13.0,1,7,2,8,60.0,60.0,60.0
2019-12-23 06:00:00,31,56.0,4,61,7,31,60.0,60.0,60.0
2019-12-23 07:00:00,43,105.0,14,174,26,82,60.0,60.0,60.0
2019-12-23 08:00:00,94,151.0,46,315,77,173,22.0,22.0,22.0
2019-12-23 09:00:00,122,166.0,60,375,109,218,24.0,24.0,24.0
2019-12-23 10:00:00,131,172.0,68,399,121,233,24.0,24.0,24.0
2019-12-23 11:00:00,135,168.0,65,402,120,235,23.0,23.0,23.0
2019-12-23 12:00:00,122,164.0,62,397,118,234,21.0,21.0,21.0
2019-12-23 13:00:00,114,159.0,61,395,112,236,23.0,23.0,23.0
2019-12-23 14:00:00,106,155.0,56,380,110,221,24.0,24.0,24.0
2019-12-23 15:00:00,78,97.0,49,284,86,182,22.0,22.0,22.0
2019-12-23 16:00:00,21,33.0,24,139,30,89,21.0,21.0,21.0
2019-12-23 17:00:00,1,18.0,5,86,17,60,20.0,20.0,20.0
2019-12-23 18:00:00,3,21.0,5,64,11,41,21.0,21.0,21.0
2019-12-23 19:00:00,2,16.0,3,44,9,31,21.0,21.0,21.0
2019-12-23 20:00:00,4,23.0,4,33,8,29,22.0,22.0,22.0
2019-12-23 21:00:00,0,28.0,4,30,9,17,20.0,20.0,20.0
2019-12-23 22:00:00,2,31.0,5,22,10,18,20.0,20.0,20.0
2019-12-23 23:00:00,13,14.0,4,6,9,12,21.0,21.0,21.0
2019-12-24 00:00:00,12,16.0,3,6,9,8,21.0,21.0,21.0
2019-12-24 01:00:00,13,8.0,3,5,6,7,21.0,21.0,21.0
2019-12-24 02:00:00,13,5.0,4,5,6,7,21.0,21.0,21.0
2019-12-24 03:00:00,15,6.0,5,5,6,7,21.0,21.0,21.0
2019-12-24 04:00:00,14,10.0,5,7,6,7,21.0,21.0,21.0
2019-12-24 05:00:00,20,16.0,4,14,7,10,21.0,21.0,21.0
2019-12-24 06:00:00,40,55.0,5,71,10,28,21.0,21.0,21.0
2019-12-24 07:00:00,40,93.0,14,163,25,64,21.0,21.0,21.0
2019-12-24 08:00:00,89,135.0,38,263,60,130,21.0,21.0,21.0
2019-12-24 09:00:00,112,141.0,51,306,77,156,21.0,21.0,21.0
2019-12-24 10:00:00,112,147.0,59,313,77,172,22.0,22.0,22.0
2019-12-24 11:00:00,95,103.0,60,289,70,152,23.0,23.0,23.0
2019-12-24 12:00:00,23,27.0,30,186,42,67,22.0,22.0,22.0
2019-12-24 13:00:00,13,11.0,17,154,17,42,22.0,22.0,22.0
2019-12-24 14:00:00,0,0.0,11,144,10,34,21.0,21.0,21.0
2019-12-24 15:00:00,1,7.0,6,91,4,26,21.0,21.0,21.0
2019-12-24 16:00:00,2,6.0,3,68,0,20,21.0,21.0,21.0
2019-12-24 17:00:00,2,15.0,2,55,1,21,21.0,21.0,21.0
2019-12-24 18:00:00,3,11.0,3,52,2,23,21.0,21.0,21.0
2019-12-24 19:00:00,0,18.0,3,34,1,19,21.0,21.0,21.0
2019-12-24 20:00:00,3,7.0,3,29,1,11,21.0,21.0,21.0
2019-12-24 21:00:00,8,9.0,4,26,1,7,21.0,21.0,21.0
2019-12-24 22:00:00,13,4.0,4,22,0,8,23.0,23.0,23.0
2019-12-24 23:00:00,8,1.0,3,12,0,8,21.0,21.0,21.0
2019-12-25 00:00:00,8,6.0,4,12,0,7,21.0,21.0,21.0
2019-12-25 01:00:00,12,5.0,4,12,1,6,21.0,21.0,21.0
2019-12-25 02:00:00,11,6.0,4,11,4,6,21.0,21.0,21.0
2019-12-25 03:00:00,11,5.0,5,11,4,6,21.0,21.0,21.0
2019-12-25 04:00:00,11,8.0,5,8,4,6,21.0,21.0,21.0
2019-12-25 05:00:00,11,7.0,5,9,2,7,21.0,21.0,21.0
2019-12-25 06:00:00,13,7.0,5,39,2,9,21.0,21.0,21.0
2019-12-25 07:00:00,13,8.0,5,54,2,12,21.0,21.0,21.0
2019-12-25 08:00:00,13,8.0,5,59,2,15,21.0,21.0,21.0
2019-12-25 09:00:00,11,7.0,5,62,2,17,21.0,21.0,21.0
2019-12-25 10:00:00,14,7.0,5,69,2,16,21.0,21.0,21.0
2019-12-25 11:00:00,14,2.0,6,71,1,15,21.0,21.0,21.0
2019-12-25 12:00:00,12,2.0,6,77,1,14,21.0,21.0,21.0
2019-12-25 13:00:00,7,6.0,6,80,3,20,21.0,21.0,21.0
2019-12-25 14:00:00,7,3.0,6,92,4,15,21.0,21.0,21.0
2019-12-25 15:00:00,11,0.0,5,68,0,12,21.0,21.0,21.0
2019-12-25 16:00:00,8,2.0,3,64,0,13,21.0,21.0,21.0
2019-12-25 17:00:00,1,0.0,4,64,0,13,21.0,21.0,21.0
2019-12-25 18:00:00,1,5.0,4,60,0,13,21.0,21.0,21.0
2019-12-25 19:00:00,2,4.0,5,38,0,13,21.0,21.0,21.0
2019-12-25 20:00:00,3,8.0,7,38,0,11,21.0,21.0,21.0
2019-12-25 21:00:00,7,11.0,7,38,0,11,21.0,21.0,21.0
2019-12-25 22:00:00,6,12.0,5,28,1,8,21.0,21.0,21.0
2019-12-25 23:00:00,6,11.0,5,11,1,8,21.0,21.0,21.0
2019-12-26 00:00:00,5,14.0,7,11,2,8,21.0,21.0,21.0
2019-12-26 01:00:00,1,17.0,6,12,2,7,21.0,21.0,21.0
2019-12-26 02:00:00,5,18.0,6,11,1,7,21.0,21.0,21.0
2019-12-26 03:00:00,6,17.0,6,11,1,7,21.0,21.0,21.0
2019-12-26 04:00:00,7,16.0,6,10,1,7,21.0,21.0,21.0
2019-12-26 05:00:00,7,15.0,6,12,1,6,21.0,21.0,21.0
2019-12-26 06:00:00,11,14.0,6,46,1,8,21.0,21.0,21.0
2019-12-26 07:00:00,12,14.0,4,59,1,14,21.0,21.0,21.0
2019-12-26 08:00:00,14,13.0,5,66,1,17,21.0,21.0,21.0
2019-12-26 09:00:00,13,11.0,6,72,3,24,21.0,21.0,21.0
2019-12-26 10:00:00,12,10.0,10,75,3,30,21.0,21.0,21.0
2019-12-26 11:00:00,13,9.0,11,80,4,36,21.0,21.0,21.0
2019-12-26 12:00:00,10,4.0,12,89,4,37,21.0,21.0,21.0
2019-12-26 13:00:00,9,3.0,18,86,4,36,21.0,21.0,21.0
2019-12-26 14:00:00,5,3.0,13,100,4,35,21.0,21.0,21.0
2019-12-26 15:00:00,1,6.0,13,80,3,27,21.0,21.0,21.0
2019-12-26 16:00:00,0,0.0,9,73,3,28,21.0,21.0,21.0
2019-12-26 17:00:00,1,1.0,7,65,2,20,21.0,21.0,21.0
2019-12-26 18:00:00,0,0.0,6,57,2,17,21.0,21.0,21.0
2019-12-26 19:00:00,4,2.0,5,40,1,14,22.0,22.0,22.0
2019-12-26 20:00:00,5,4.0,5,40,0,9,21.0,21.0,21.0
2019-12-26 21:00:00,8,12.0,5,39,0,9,21.0,21.0,21.0
2019-12-26 22:00:00,6,18.0,6,28,0,9,21.0,21.0,21.0
2019-12-26 23:00:00,16,22.0,6,14,1,9,21.0,21.0,21.0
2019-12-27 00:00:00,12,23.0,6,15,1,10,21.0,21.0,21.0
2019-12-27 01:00:00,13,22.0,6,15,1,9,21.0,21.0,21.0
2019-12-27 02:00:00,14,21.0,6,15,2,9,21.0,21.0,21.0
2019-12-27 03:00:00,14,22.0,6,13,2,9,21.0,21.0,21.0
2019-12-27 04:00:00,13,21.0,6,13,2,10,21.0,21.0,21.0
2019-12-27 05:00:00,15,23.0,6,27,2,11,21.0,21.0,21.0
2019-12-27 06:00:00,16,27.0,7,73,2,21,21.0,21.0,21.0
2019-12-27 07:00:00,23,36.0,7,109,4,30,21.0,21.0,21.0
2019-12-27 08:00:00,26,40.0,7,131,6,42,21.0,21.0,21.0
2019-12-27 09:00:00,32,38.0,9,145,10,68,22.0,22.0,22.0
2019-12-27 10:00:00,31,41.0,17,159,10,72,23.0,23.0,23.0
2019-12-27 11:00:00,35,44.0,23,167,10,70,23.0,23.0,23.0
2019-12-27 12:00:00,37,47.0,37,166,9,72,23.0,23.0,23.0
2019-12-27 13:00:00,40,45.0,38,167,11,70,22.0,22.0,22.0
2019-12-27 14:00:00,48,36.0,36,168,13,65,23.0,23.0,23.0
2019-12-27 15:00:00,32,35.0,25,125,9,52,22.0,22.0,22.0
2019-12-27 16:00:00,20,23.0,16,94,6,42,23.0,23.0,23.0
2019-12-27 17:00:00,12,21.0,13,79,3,16,22.0,22.0,22.0
2019-12-27 18:00:00,14,20.0,14,71,4,11,22.0,22.0,22.0
2019-12-27 19:00:00,11,24.0,14,52,3,10,21.0,21.0,21.0
2019-12-27 20:00:00,6,30.0,14,49,3,10,21.0,21.0,21.0
2019-12-27 21:00:00,7,28.0,12,45,3,11,21.0,21.0,21.0
2019-12-27 22:00:00,7,30.0,12,42,5,14,21.0,21.0,21.0
2019-12-27 23:00:00,11,31.0,12,27,4,13,21.0,21.0,21.0
2019-12-28 00:00:00,11,31.0,13,27,4,11,21.0,21.0,21.0
2019-12-28 01:00:00,9,33.0,13,26,4,12,21.0,21.0,21.0
2019-12-28 02:00:00,10,34.0,13,26,4,12,21.0,21.0,21.0
2019-12-28 03:00:00,9,35.0,13,26,4,12,21.0,21.0,21.0
2019-12-28 04:00:00,9,36.0,13,26,4,12,21.0,21.0,21.0
2019-12-28 05:00:00,9,39.0,13,32,4,14,21.0,21.0,21.0
2019-12-28 06:00:00,10,39.0,14,58,5,17,21.0,21.0,21.0
2019-12-28 07:00:00,14,45.0,13,70,5,20,21.0,21.0,21.0
2019-12-28 08:00:00,16,46.0,13,79,6,23,22.0,22.0,22.0
2019-12-28 09:00:00,22,47.0,12,90,7,31,25.0,25.0,25.0
2019-12-28 10:00:00,29,40.0,24,106,8,37,23.0,23.0,23.0
2019-12-28 11:00:00,38,39.0,33,109,10,36,23.0,23.0,23.0
2019-12-28 12:00:00,33,40.0,36,121,11,38,25.0,25.0,25.0
2019-12-28 13:00:00,38,31.0,45,107,12,42,24.0,24.0,24.0
2019-12-28 14:00:00,39,33.0,65,114,12,41,26.0,26.0,26.0
2019-12-28 15:00:00,36,27.0,63,90,10,38,25.0,25.0,25.0
2019-12-28 16:00:00,34,25.0,35,82,11,31,22.0,22.0,22.0
2019-12-28 17:00:00,25,23.0,28,73,9,28,20.0,20.0,20.0
2019-12-28 18:00:00,20,19.0,29,72,9,15,20.0,20.0,20.0
2019-12-28 19:00:00,25,21.0,27,53,7,12,20.0,20.0,20.0
2019-12-28 20:00:00,16,25.0,26,53,6,11,20.0,20.0,20.0
2019-12-28 21:00:00,19,36.0,25,53,6,10,20.0,20.0,20.0
2019-12-28 22:00:00,19,36.0,20,52,6,14,22.0,22.0,22.0
2019-12-28 23:00:00,9,41.0,16,36,5,15,21.0,21.0,21.0
2019-12-29 00:00:00,10,41.0,13,37,4,15,21.0,21.0,21.0
2019-12-29 01:00:00,10,39.0,13,37,5,16,21.0,21.0,21.0
2019-12-29 02:00:00,11,41.0,13,35,5,16,21.0,21.0,21.0
2019-12-29 03:00:00,15,40.0,13,35,5,16,20.0,20.0,20.0
2019-12-29 04:00:00,15,40.0,13,35,6,16,20.0,20.0,20.0
2019-12-29 05:00:00,17,39.0,13,38,6,16,20.0,20.0,20.0
2019-12-29 06:00:00,19,38.0,13,55,7,19,20.0,20.0,20.0
2019-12-29 07:00:00,24,39.0,12,65,7,18,21.0,21.0,21.0
2019-12-29 08:00:00,29,38.0,12,68,7,22,21.0,21.0,21.0
2019-12-29 09:00:00,33,43.0,14,72,7,24,20.0,20.0,20.0
2019-12-29 10:00:00,31,42.0,19,76,8,25,22.0,22.0,22.0
2019-12-29 11:00:00,29,40.0,23,84,10,31,23.0,23.0,23.0
2019-12-29 12:00:00,23,35.0,36,93,13,36,24.0,24.0,24.0
2019-12-29 13:00:00,31,31.0,37,93,16,32,24.0,24.0,24.0
2019-12-29 14:00:00,37,33.0,42,100,12,29,28.0,28.0,28.0
2019-12-29 15:00:00,47,37.0,30,78,13,24,26.0,26.0,26.0
2019-12-29 16:00:00,29,33.0,21,67,12,22,21.0,21.0,21.0
2019-12-29 17:00:00,31,26.0,13,66,7,18,21.0,21.0,21.0
2019-12-29 18:00:00,23,16.0,14,69,5,16,21.0,21.0,21.0
2019-12-29 19:00:00,17,20.0,13,55,5,18,24.0,24.0,24.0
2019-12-29 20:00:00,14,17.0,13,57,6,19,26.0,26.0,26.0
2019-12-29 21:00:00,22,25.0,13,58,7,18,27.0,27.0,27.0
2019-12-29 22:00:00,25,18.0,15,55,7,15,28.0,28.0,28.0
2019-12-29 23:00:00,24,22.0,14,43,6,13,28.0,28.0,28.0
2019-12-30 00:00:00,19,24.0,14,43,6,13,29.0,29.0,29.0
2019-12-30 01:00:00,21,24.0,14,42,7,12,28.0,28.0,28.0
2019-12-30 02:00:00,0,0.0,0,42,6,0,27.0,27.0,27.0
2019-12-30 03:00:00,0,1.0,0,0,0,0,27.0,27.0,27.0
2019-12-30 04:00:00,1,1.0,0,1,0,0,27.0,27.0,27.0
2019-12-30 05:00:00,0,0.0,0,7,0,5,27.0,27.0,27.0
2019-12-30 06:00:00,4,3.0,0,63,2,20,27.0,27.0,27.0
2019-12-30 07:00:00,23,16.0,0,128,5,32,28.0,28.0,28.0
2019-12-30 08:00:00,31,16.0,4,155,7,60,29.0,29.0,29.0
2019-12-30 09:00:00,33,14.0,7,184,6,82,30.0,30.0,30.0
2019-12-30 10:00:00,34,14.0,10,208,7,96,26.0,26.0,26.0
2019-12-30 11:00:00,36,16.0,15,214,6,95,28.0,28.0,28.0
2019-12-30 12:00:00,41,7.0,12,224,8,96,27.0,27.0,27.0
2019-12-30 13:00:00,38,6.0,13,217,11,91,31.0,31.0,31.0
2019-12-30 14:00:00,40,6.0,7,214,11,88,29.0,29.0,29.0
2019-12-30 15:00:00,39,1.0,4,145,11,79,33.0,33.0,33.0
2019-12-30 16:00:00,24,1.0,3,104,5,57,34.0,34.0,34.0
2019-12-30 17:00:00,14,2.0,6,76,2,35,30.0,30.0,30.0
2019-12-30 18:00:00,4,2.0,41,62,3,15,30.0,30.0,30.0
2019-12-30 19:00:00,5,5.0,40,39,1,14,30.0,30.0,30.0
2019-12-30 20:00:00,3,7.0,38,30,0,12,30.0,30.0,30.0
2019-12-30 21:00:00,5,11.0,27,29,0,3,30.0,30.0,30.0
2019-12-30 22:00:00,11,17.0,3,24,0,6,30.0,30.0,30.0
2019-12-30 23:00:00,18,14.0,2,7,1,7,30.0,30.0,30.0
2019-12-31 00:00:00,14,16.0,2,7,1,6,30.0,30.0,30.0
2019-12-31 01:00:00,16,18.0,2,7,1,6,30.0,30.0,30.0
2019-12-31 02:00:00,16,18.0,2,7,2,6,30.0,30.0,30.0
2019-12-31 03:00:00,17,18.0,2,8,2,5,30.0,30.0,30.0
2019-12-31 04:00:00,19,17.0,2,11,2,5,30.0,30.0,30.0
2019-12-31 05:00:00,22,18.0,2,17,3,11,30.0,30.0,30.0
2019-12-31 06:00:00,22,19.0,2,75,2,28,30.0,30.0,30.0
2019-12-31 07:00:00,38,22.0,2,129,5,42,32.0,32.0,32.0
2019-12-31 08:00:00,41,20.0,2,160,5,60,32.0,32.0,32.0
2019-12-31 09:00:00,47,20.0,7,187,8,75,35.0,35.0,35.0
2019-12-31 10:00:00,45,27.0,17,203,10,84,37.0,37.0,37.0
2019-12-31 11:00:00,38,24.0,53,208,10,80,34.0,34.0,34.0
2019-12-31 12:00:00,35,22.0,48,218,14,70,35.0,35.0,35.0
2019-12-31 13:00:00,30,16.0,27,197,16,53,35.0,35.0,35.0
2019-12-31 14:00:00,22,18.0,7,186,14,43,35.0,35.0,35.0
2019-12-31 15:00:00,8,19.0,9,129,13,27,33.0,33.0,33.0
2019-12-31 16:00:00,5,16.0,5,76,6,11,33.0,33.0,33.0
2019-12-31 17:00:00,4,5.0,4,51,3,3,32.0,32.0,32.0
2019-12-31 18:00:00,5,0.0,5,46,2,2,32.0,32.0,32.0
2019-12-31 19:00:00,6,5.0,6,26,1,9,32.0,32.0,32.0
2019-12-31 20:00:00,6,4.0,8,26,0,5,32.0,32.0,32.0
2019-12-31 21:00:00,5,4.0,8,22,1,2,32.0,32.0,32.0
2019-12-31 22:00:00,3,10.0,6,22,2,4,32.0,32.0,32.0
2019-12-31 23:00:00,12,10.0,6,5,13,6,32.0,32.0,32.0
2020-01-01 00:00:00,11,16.0,8,2,1,5,32.0,32.0,32.0
2020-01-01 01:00:00,13,20.0,9,3,1,6,32.0,32.0,32.0
2020-01-01 02:00:00,15,23.0,9,1,1,6,32.0,32.0,32.0
2020-01-01 03:00:00,15,22.0,9,1,2,8,32.0,32.0,32.0
2020-01-01 04:00:00,18,24.0,9,2,1,7,32.0,32.0,32.0
2020-01-01 05:00:00,22,21.0,9,4,1,8,32.0,32.0,32.0
2020-01-01 06:00:00,23,23.0,9,39,1,11,32.0,32.0,32.0
2020-01-01 07:00:00,25,23.0,8,52,1,17,32.0,32.0,32.0
2020-01-01 08:00:00,26,24.0,8,55,1,16,32.0,32.0,32.0
2020-01-01 09:00:00,28,25.0,8,58,2,20,32.0,32.0,32.0
2020-01-01 10:00:00,31,28.0,11,60,6,23,32.0,32.0,32.0
2020-01-01 11:00:00,31,26.0,11,75,6,20,33.0,33.0,33.0
2020-01-01 12:00:00,35,22.0,14,76,5,23,33.0,33.0,33.0
2020-01-01 13:00:00,30,27.0,18,84,16,27,35.0,35.0,35.0
2020-01-01 14:00:00,28,38.0,22,92,11,27,33.0,33.0,33.0
2020-01-01 15:00:00,28,36.0,21,61,8,16,34.0,34.0,34.0
2020-01-01 16:00:00,26,27.0,9,63,5,11,33.0,33.0,33.0
2020-01-01 17:00:00,16,15.0,5,52,4,9,32.0,32.0,32.0
2020-01-01 18:00:00,13,14.0,5,44,0,3,32.0,32.0,32.0
2020-01-01 19:00:00,13,6.0,6,25,0,2,32.0,32.0,32.0
2020-01-01 20:00:00,14,10.0,6,22,1,0,32.0,32.0,32.0
2020-01-01 21:00:00,12,21.0,6,20,1,3,32.0,32.0,32.0
2020-01-01 22:00:00,16,19.0,6,20,1,1,32.0,32.0,32.0
2020-01-01 23:00:00,21,20.0,7,4,1,2,32.0,32.0,32.0
2020-01-02 00:00:00,20,24.0,6,2,1,0,32.0,32.0,32.0
2020-01-02 01:00:00,22,26.0,7,2,1,0,32.0,32.0,32.0
2020-01-02 02:00:00,23,28.0,8,2,1,0,32.0,32.0,32.0
2020-01-02 03:00:00,24,27.0,8,1,1,0,32.0,32.0,32.0
2020-01-02 04:00:00,27,26.0,8,1,1,0,32.0,32.0,32.0
2020-01-02 05:00:00,28,29.0,8,9,2,7,32.0,32.0,32.0
2020-01-02 06:00:00,48,61.0,9,77,6,33,32.0,32.0,32.0
2020-01-02 07:00:00,86,106.0,28,232,28,95,35.0,35.0,35.0
2020-01-02 08:00:00,160,152.0,65,402,107,248,39.0,39.0,39.0
2020-01-02 09:00:00,198,167.0,91,485,137,306,29.0,29.0,29.0
2020-01-02 10:00:00,213,169.0,105,523,143,342,24.0,24.0,24.0
2020-01-02 11:00:00,216,174.0,113,534,144,363,26.0,26.0,26.0
2020-01-02 12:00:00,210,165.0,115,532,143,360,24.0,24.0,24.0
2020-01-02 13:00:00,210,167.0,118,529,149,353,25.0,25.0,25.0
2020-01-02 14:00:00,200,157.0,125,519,140,341,28.0,28.0,28.0
2020-01-02 15:00:00,176,116.0,108,415,122,289,29.0,29.0,29.0
2020-01-02 16:00:00,82,55.0,54,197,43,153,33.0,33.0,33.0
2020-01-02 17:00:00,43,40.0,24,107,17,79,24.0,24.0,24.0
2020-01-02 18:00:00,25,34.0,14,84,10,58,23.0,23.0,23.0
2020-01-02 19:00:00,21,36.0,13,63,6,43,21.0,21.0,21.0
2020-01-02 20:00:00,19,42.0,8,55,4,23,22.0,22.0,22.0
2020-01-02 21:00:00,18,37.0,7,53,5,19,21.0,21.0,21.0
2020-01-02 22:00:00,26,39.0,8,47,4,20,21.0,21.0,21.0
2020-01-02 23:00:00,33,29.0,9,18,5,16,21.0,21.0,21.0
2020-01-03 00:00:00,32,28.0,10,13,4,12,21.0,21.0,21.0
2020-01-03 01:00:00,34,29.0,9,13,0,11,21.0,21.0,21.0
2020-01-03 02:00:00,33,21.0,9,13,0,11,21.0,21.0,21.0
2020-01-03 03:00:00,31,22.0,9,12,0,11,21.0,21.0,21.0
2020-01-03 04:00:00,32,22.0,9,12,0,11,21.0,21.0,21.0
2020-01-03 05:00:00,35,27.0,9,23,1,14,21.0,21.0,21.0
2020-01-03 06:00:00,58,57.0,16,103,5,38,21.0,21.0,21.0
2020-01-03 07:00:00,84,104.0,31,266,27,92,22.0,22.0,22.0
2020-01-03 08:00:00,158,157.0,69,444,99,205,26.0,26.0,26.0
2020-01-03 09:00:00,193,167.0,99,532,128,287,31.0,31.0,31.0
2020-01-03 10:00:00,206,188.0,126,560,141,317,28.0,28.0,28.0
2020-01-03 11:00:00,214,197.0,173,566,143,320,30.0,30.0,30.0
2020-01-03 12:00:00,207,193.0,362,570,148,328,28.0,28.0,28.0
2020-01-03 13:00:00,222,191.0,450,567,153,318,28.0,28.0,28.0
2020-01-03 14:00:00,204,173.0,443,546,146,302,26.0,26.0,26.0
2020-01-03 15:00:00,178,128.0,397,427,119,276,25.0,25.0,25.0
2020-01-03 16:00:00,89,67.0,292,203,49,168,23.0,23.0,23.0
2020-01-03 17:00:00,38,37.0,190,121,21,81,23.0,23.0,23.0
2020-01-03 18:00:00,15,34.0,27,92,6,85,22.0,22.0,22.0
2020-01-03 19:00:00,11,35.0,16,73,3,72,21.0,21.0,21.0
2020-01-03 20:00:00,15,30.0,15,73,3,57,20.0,20.0,20.0
2020-01-03 21:00:00,15,37.0,15,66,1,8,20.0,20.0,20.0
2020-01-03 22:00:00,29,39.0,14,63,0,5,20.0,20.0,20.0
2020-01-03 23:00:00,34,27.0,21,33,1,3,20.0,20.0,20.0
2020-01-04 00:00:00,35,27.0,21,31,1,1,21.0,21.0,21.0
2020-01-04 01:00:00,38,22.0,20,28,0,1,20.0,20.0,20.0
2020-01-04 02:00:00,38,22.0,15,27,0,1,20.0,20.0,20.0
2020-01-04 03:00:00,38,20.0,12,27,0,1,20.0,20.0,20.0
2020-01-04 04:00:00,38,21.0,12,27,0,1,20.0,20.0,20.0
2020-01-04 05:00:00,38,20.0,12,28,0,2,20.0,20.0,20.0
2020-01-04 06:00:00,48,24.0,12,57,0,11,20.0,20.0,20.0
2020-01-04 07:00:00,62,58.0,12,75,1,16,29.0,29.0,29.0
2020-01-04 08:00:00,80,66.0,12,89,0,26,38.0,38.0,38.0
2020-01-04 09:00:00,90,62.0,15,108,2,39,42.0,42.0,42.0
2020-01-04 10:00:00,85,57.0,24,119,4,50,40.0,40.0,40.0
2020-01-04 11:00:00,79,64.0,31,129,7,56,38.0,38.0,38.0
2020-01-04 12:00:00,70,61.0,32,129,15,60,32.0,32.0,32.0
2020-01-04 13:00:00,70,61.0,36,132,17,67,33.0,33.0,33.0
2020-01-04 14:00:00,66,58.0,38,138,13,79,37.0,37.0,37.0
2020-01-04 15:00:00,82,63.0,36,121,11,106,35.0,35.0,35.0
2020-01-04 16:00:00,76,58.0,27,108,9,99,34.0,34.0,34.0
2020-01-04 17:00:00,56,57.0,22,87,7,52,31.0,31.0,31.0
2020-01-04 18:00:00,38,27.0,20,76,3,13,27.0,27.0,27.0
2020-01-04 19:00:00,22,31.0,128,53,10,8,25.0,25.0,25.0
2020-01-04 20:00:00,31,35.0,215,53,28,9,24.0,24.0,24.0
2020-01-04 21:00:00,29,33.0,210,52,26,5,24.0,24.0,24.0
2020-01-04 22:00:00,23,36.0,25,47,5,4,24.0,24.0,24.0
2020-01-04 23:00:00,25,39.0,22,30,4,7,23.0,23.0,23.0
2020-01-05 00:00:00,27,38.0,19,29,4,3,23.0,23.0,23.0
2020-01-05 01:00:00,28,39.0,19,28,4,4,23.0,23.0,23.0
2020-01-05 02:00:00,26,42.0,19,28,3,5,23.0,23.0,23.0
2020-01-05 03:00:00,27,42.0,19,28,3,5,23.0,23.0,23.0
2020-01-05 04:00:00,28,41.0,19,28,3,5,23.0,23.0,23.0
2020-01-05 05:00:00,27,40.0,19,31,3,5,23.0,23.0,23.0
2020-01-05 06:00:00,32,39.0,19,50,4,7,23.0,23.0,23.0
2020-01-05 07:00:00,46,77.0,20,57,4,11,24.0,24.0,24.0
2020-01-05 08:00:00,52,79.0,20,66,6,21,24.0,24.0,24.0
2020-01-05 09:00:00,60,82.0,21,77,5,24,24.0,24.0,24.0
2020-01-05 10:00:00,72,99.0,25,90,8,26,27.0,27.0,27.0
2020-01-05 11:00:00,83,81.0,34,109,8,31,28.0,28.0,28.0
2020-01-05 12:00:00,88,68.0,39,118,9,36,31.0,31.0,31.0
2020-01-05 13:00:00,90,61.0,47,118,18,41,28.0,28.0,28.0
2020-01-05 14:00:00,102,65.0,50,121,19,44,28.0,28.0,28.0
2020-01-05 15:00:00,99,69.0,40,110,18,42,27.0,27.0,27.0
2020-01-05 16:00:00,92,63.0,35,96,14,31,26.0,26.0,26.0
2020-01-05 17:00:00,81,51.0,21,78,10,18,27.0,27.0,27.0
2020-01-05 18:00:00,60,51.0,24,70,13,30,30.0,30.0,30.0
2020-01-05 19:00:00,40,55.0,24,50,13,29,32.0,32.0,32.0
2020-01-05 20:00:00,42,59.0,29,53,18,21,33.0,33.0,33.0
2020-01-05 21:00:00,50,67.0,31,50,23,23,33.0,33.0,33.0
2020-01-05 22:00:00,53,71.0,34,47,25,17,33.0,33.0,33.0
2020-01-05 23:00:00,48,77.0,33,29,22,18,33.0,33.0,33.0
2020-01-06 00:00:00,52,75.0,33,30,24,13,33.0,33.0,33.0
2020-01-06 01:00:00,51,72.0,33,30,24,13,33.0,33.0,33.0
2020-01-06 02:00:00,0,0.0,0,30,25,2,33.0,33.0,33.0
2020-01-06 03:00:00,0,0.0,0,0,0,1,33.0,33.0,33.0
2020-01-06 04:00:00,1,3.0,0,2,0,2,33.0,33.0,33.0
2020-01-06 05:00:00,12,14.0,1,23,1,11,33.0,33.0,33.0
2020-01-06 06:00:00,57,86.0,13,125,11,74,33.0,33.0,33.0
2020-01-06 07:00:00,147,319.0,68,385,81,292,35.0,35.0,35.0
2020-01-06 08:00:00,356,604.0,265,712,247,600,41.0,41.0,41.0
2020-01-06 09:00:00,560,849.0,461,941,413,882,54.0,54.0,54.0
2020-01-06 10:00:00,628,888.0,545,994,484,966,55.0,55.0,55.0
2020-01-06 11:00:00,629,943.0,574,1010,511,973,56.0,56.0,56.0
2020-01-06 12:00:00,626,942.0,571,992,505,1005,56.0,56.0,56.0
2020-01-06 13:00:00,625,896.0,547,974,508,992,62.0,62.0,62.0
2020-01-06 14:00:00,551,809.0,489,924,479,942,55.0,55.0,55.0
2020-01-06 15:00:00,464,644.0,414,787,411,797,57.0,57.0,57.0
2020-01-06 16:00:00,267,395.0,266,432,217,506,54.0,54.0,54.0
2020-01-06 17:00:00,129,220.0,168,196,97,256,48.0,48.0,48.0
