park,hour,weekday,season,Term,cars
West,19,Sunday,Spring,1.0,108.0
West,19,Sunday,Spring,2.0,53.0
West,19,Sunday,Summer,0.0,183.0
West,19,Sunday,Summer,1.0,150.0
West,19,Sunday,Summer,2.0,
West,19,Sunday,Winter,0.0,17.0
West,19,Sunday,Winter,1.0,
West,19,Sunday,Winter,2.0,101.0
West,20,Monday,Fall,0.0,70.0
West,20,Monday,Fall,1.0,
West,20,Monday,Fall,2.0,241.0
West,20,Monday,Spring,0.0,45.0
West,20,Monday,Spring,1.0,47.0
West,20,Monday,Spring,2.0,115.0
West,20,Monday,Summer,0.0,68.0
West,20,Monday,Summer,1.0,97.0
West,20,Monday,Summer,2.0,
West,20,Monday,Winter,0.0,12.0
West,20,Monday,Winter,1.0,
West,20,Monday,Winter,2.0,117.0
West,20,Tuesday,Fall,0.0,
West,20,Tuesday,Fall,1.0,
West,20,Tuesday,Fall,2.0,200.0
West,20,Tuesday,Spring,0.0,49.0
West,20,Tuesday,Spring,1.0,98.0
West,20,Tuesday,Spring,2.0,129.0
West,20,Tuesday,Summer,0.0,84.0
West,20,Tuesday,Summer,1.0,89.0
West,20,Tuesday,Summer,2.0,
West,20,Tuesday,Winter,0.0,23.0
West,20,Tuesday,Winter,1.0,
West,20,Tuesday,Winter,2.0,128.0
West,20,Wednesday,Fall,0.0,70.0
West,20,Wednesday,Fall,1.0,
West,20,Wednesday,Fall,2.0,247.0
West,20,Wednesday,Spring,0.0,65.0
West,20,Wednesday,Spring,1.0,82.0
West,20,Wednesday,Spring,2.0,135.0
West,20,Wednesday,Summer,0.0,80.0
West,20,Wednesday,Summer,1.0,90.0
West,20,Wednesday,Summer,2.0,
West,20,Wednesday,Winter,0.0,24.0
West,20,Wednesday,Winter,1.0,
West,20,Wednesday,Winter,2.0,148.0
West,20,Thursday,Fall,0.0,118.0
West,20,Thursday,Fall,1.0,
West,20,Thursday,Fall,2.0,247.0
West,20,Thursday,Spring,0.0,46.0
West,20,Thursday,Spring,1.0,129.0
West,20,Thursday,Spring,2.0,138.0
West,20,Thursday,Summer,0.0,76.0
West,20,Thursday,Summer,1.0,95.0
West,20,Thursday,Summer,2.0,
West,20,Thursday,Winter,0.0,30.0
West,20,Thursday,Winter,1.0,
West,20,Thursday,Winter,2.0,163.0
West,20,Friday,Fall,0.0,98.0
West,20,Friday,Fall,1.0,
West,20,Friday,Fall,2.0,187.0
West,20,Friday,Spring,0.0,40.0
West,20,Friday,Spring,1.0,94.0
West,20,Friday,Spring,2.0,101.0
West,20,Friday,Summer,0.0,102.0
West,20,Friday,Summer,1.0,76.0
West,20,Friday,Summer,2.0,
West,20,Friday,Winter,0.0,25.0
West,20,Friday,Winter,1.0,
West,20,Friday,Winter,2.0,136.0
West,20,Saturday,Fall,0.0,48.0
West,20,Saturday,Fall,1.0,
West,20,Saturday,Fall,2.0,106.0
West,20,Saturday,Spring,0.0,11.0
West,20,Saturday,Spring,1.0,144.0
West,20,Saturday,Spring,2.0,48.0
West,20,Saturday,Summer,0.0,130.0
West,20,Saturday,Summer,1.0,82.0
West,20,Saturday,Summer,2.0,
West,20,Saturday,Winter,0.0,13.0
West,20,Saturday,Winter,1.0,
West,20,Saturday,Winter,2.0,83.0
West,20,Sunday,Fall,0.0,41.0
West,20,Sunday,Fall,1.0,
West,20,Sunday,Fall,2.0,114.0
West,20,Sunday,Spring,0.0,24.0
West,20,Sunday,Spring,1.0,81.0
West,20,Sunday,Spring,2.0,43.0
West,20,Sunday,Summer,0.0,137.0
West,20,Sunday,Summer,1.0,108.0
West,20,Sunday,Summer,2.0,
West,20,Sunday,Winter,0.0,20.0
West,20,Sunday,Winter,1.0,
West,20,Sunday,Winter,2.0,98.0
West,21,Monday,Fall,0.0,13.0
West,21,Monday,Fall,1.0,
West,21,Monday,Fall,2.0,190.0
West,21,Monday,Spring,0.0,45.0
West,21,Monday,Spring,1.0,39.0
West,21,Monday,Spring,2.0,91.0
West,21,Monday,Summer,0.0,47.0
West,21,Monday,Summer,1.0,72.0
West,21,Monday,Summer,2.0,
West,21,Monday,Winter,0.0,12.0
West,21,Monday,Winter,1.0,
West,21,Monday,Winter,2.0,93.0
West,21,Tuesday,Fall,0.0,
West,21,Tuesday,Fall,1.0,
West,21,Tuesday,Fall,2.0,146.0
West,21,Tuesday,Spring,0.0,44.0
West,21,Tuesday,Spring,1.0,76.0
West,21,Tuesday,Spring,2.0,103.0
West,21,Tuesday,Summer,0.0,61.0
West,21,Tuesday,Summer,1.0,70.0
West,21,Tuesday,Summer,2.0,
West,21,Tuesday,Winter,0.0,23.0
West,21,Tuesday,Winter,1.0,
West,21,Tuesday,Winter,2.0,109.0
West,21,Wednesday,Fall,0.0,54.0
West,21,Wednesday,Fall,1.0,
West,21,Wednesday,Fall,2.0,181.0
West,21,Wednesday,Spring,0.0,64.0
West,21,Wednesday,Spring,1.0,69.0
West,21,Wednesday,Spring,2.0,105.0
West,21,Wednesday,Summer,0.0,56.0
West,21,Wednesday,Summer,1.0,76.0
West,21,Wednesday,Summer,2.0,
West,21,Wednesday,Winter,0.0,24.0
West,21,Wednesday,Winter,1.0,
West,21,Wednesday,Winter,2.0,125.0
West,21,Thursday,Fall,0.0,70.0
West,21,Thursday,Fall,1.0,
West,21,Thursday,Fall,2.0,183.0
West,21,Thursday,Spring,0.0,46.0
West,21,Thursday,Spring,1.0,101.0
West,21,Thursday,Spring,2.0,106.0
West,21,Thursday,Summer,0.0,62.0
West,21,Thursday,Summer,1.0,82.0
West,21,Thursday,Summer,2.0,
West,21,Thursday,Winter,0.0,31.0
West,21,Thursday,Winter,1.0,
West,21,Thursday,Winter,2.0,137.0
West,21,Friday,Fall,0.0,60.0
West,21,Friday,Fall,1.0,
West,21,Friday,Fall,2.0,165.0
West,21,Friday,Spring,0.0,42.0
West,21,Friday,Spring,1.0,89.0
West,21,Friday,Spring,2.0,89.0
West,21,Friday,Summer,0.0,90.0
West,21,Friday,Summer,1.0,69.0
West,21,Friday,Summer,2.0,
West,21,Friday,Winter,0.0,27.0
West,21,Friday,Winter,1.0,
West,21,Friday,Winter,2.0,125.0
West,21,Saturday,Fall,0.0,41.0
West,21,Saturday,Fall,1.0,
West,21,Saturday,Fall,2.0,102.0
West,21,Saturday,Spring,0.0,11.0
West,21,Saturday,Spring,1.0,116.0
West,21,Saturday,Spring,2.0,40.0
West,21,Saturday,Summer,0.0,101.0
West,21,Saturday,Summer,1.0,60.0
West,21,Saturday,Summer,2.0,
West,21,Saturday,Winter,0.0,16.0
West,21,Saturday,Winter,1.0,
West,21,Saturday,Winter,2.0,81.0
West,21,Sunday,Fall,0.0,42.0
West,21,Sunday,Fall,1.0,
West,21,Sunday,Fall,2.0,112.0
West,21,Sunday,Spring,0.0,22.0
West,21,Sunday,Spring,1.0,71.0
West,21,Sunday,Spring,2.0,40.0
West,21,Sunday,Summer,0.0,100.0
West,21,Sunday,Summer,1.0,77.0
West,21,Sunday,Summer,2.0,
West,21,Sunday,Winter,0.0,20.0
West,21,Sunday,Winter,1.0,
West,21,Sunday,Winter,2.0,94.0
West,22,Monday,Fall,0.0,9.0
West,22,Monday,Fall,1.0,
West,22,Monday,Fall,2.0,139.0
West,22,Monday,Spring,0.0,48.0
West,22,Monday,Spring,1.0,31.0
West,22,Monday,Spring,2.0,61.0
West,22,Monday,Summer,0.0,37.0
West,22,Monday,Summer,1.0,44.0
West,22,Monday,Summer,2.0,
West,22,Monday,Winter,0.0,15.0
West,22,Monday,Winter,1.0,
West,22,Monday,Winter,2.0,61.0
West,22,Tuesday,Fall,0.0,
West,22,Tuesday,Fall,1.0,
West,22,Tuesday,Fall,2.0,108.0
West,22,Tuesday,Spring,0.0,44.0
West,22,Tuesday,Spring,1.0,50.0
West,22,Tuesday,Spring,2.0,75.0
West,22,Tuesday,Summer,0.0,50.0
West,22,Tuesday,Summer,1.0,52.0
West,22,Tuesday,Summer,2.0,
West,22,Tuesday,Winter,0.0,24.0
West,22,Tuesday,Winter,1.0,
West,22,Tuesday,Winter,2.0,85.0
West,22,Wednesday,Fall,0.0,54.0
West,22,Wednesday,Fall,1.0,
West,22,Wednesday,Fall,2.0,129.0
West,22,Wednesday,Spring,0.0,54.0
West,22,Wednesday,Spring,1.0,53.0
West,22,Wednesday,Spring,2.0,79.0
West,22,Wednesday,Summer,0.0,51.0
West,22,Wednesday,Summer,1.0,60.0
West,22,Wednesday,Summer,2.0,
West,22,Wednesday,Winter,0.0,24.0
West,22,Wednesday,Winter,1.0,
West,22,Wednesday,Winter,2.0,100.0
West,22,Thursday,Fall,0.0,58.0
West,22,Thursday,Fall,1.0,
West,22,Thursday,Fall,2.0,142.0
West,22,Thursday,Spring,0.0,46.0
West,22,Thursday,Spring,1.0,76.0
West,22,Thursday,Spring,2.0,78.0
West,22,Thursday,Summer,0.0,52.0
West,22,Thursday,Summer,1.0,66.0
West,22,Thursday,Summer,2.0,
West,22,Thursday,Winter,0.0,30.0
West,22,Thursday,Winter,1.0,
West,22,Thursday,Winter,2.0,112.0
West,22,Friday,Fall,0.0,50.0
West,22,Friday,Fall,1.0,
West,22,Friday,Fall,2.0,147.0
West,22,Friday,Spring,0.0,46.0
West,22,Friday,Spring,1.0,76.0
West,22,Friday,Spring,2.0,75.0
West,22,Friday,Summer,0.0,75.0
West,22,Friday,Summer,1.0,62.0
West,22,Friday,Summer,2.0,
West,22,Friday,Winter,0.0,29.0
West,22,Friday,Winter,1.0,
West,22,Friday,Winter,2.0,111.0
West,22,Saturday,Fall,0.0,39.0
West,22,Saturday,Fall,1.0,
West,22,Saturday,Fall,2.0,98.0
West,22,Saturday,Spring,0.0,12.0
West,22,Saturday,Spring,1.0,79.0
West,22,Saturday,Spring,2.0,35.0
West,22,Saturday,Summer,0.0,80.0
West,22,Saturday,Summer,1.0,41.0
West,22,Saturday,Summer,2.0,
West,22,Saturday,Winter,0.0,18.0
West,22,Saturday,Winter,1.0,
West,22,Saturday,Winter,2.0,78.0
West,22,Sunday,Fall,0.0,46.0
West,22,Sunday,Fall,1.0,
West,22,Sunday,Fall,2.0,114.0
West,22,Sunday,Spring,0.0,29.0
West,22,Sunday,Spring,1.0,65.0
West,22,Sunday,Spring,2.0,41.0
West,22,Sunday,Summer,0.0,79.0
West,22,Sunday,Summer,1.0,50.0
West,22,Sunday,Summer,2.0,
West,22,Sunday,Winter,0.0,24.0
West,22,Sunday,Winter,1.0,
West,22,Sunday,Winter,2.0,94.0
West,23,Monday,Fall,0.0,14.0
West,23,Monday,Fall,1.0,
West,23,Monday,Fall,2.0,129.0
West,23,Monday,Spring,0.0,46.0
West,23,Monday,Spring,1.0,33.0
West,23,Monday,Spring,2.0,51.0
West,23,Monday,Summer,0.0,36.0
West,23,Monday,Summer,1.0,39.0
West,23,Monday,Summer,2.0,
West,23,Monday,Winter,0.0,17.0
West,23,Monday,Winter,1.0,
West,23,Monday,Winter,2.0,50.0
West,23,Tuesday,Fall,0.0,
West,23,Tuesday,Fall,1.0,
West,23,Tuesday,Fall,2.0,96.0
West,23,Tuesday,Spring,0.0,44.0
West,23,Tuesday,Spring,1.0,50.0
West,23,Tuesday,Spring,2.0,63.0
West,23,Tuesday,Summer,0.0,45.0
West,23,Tuesday,Summer,1.0,50.0
West,23,Tuesday,Summer,2.0,
West,23,Tuesday,Winter,0.0,23.0
West,23,Tuesday,Winter,1.0,
West,23,Tuesday,Winter,2.0,73.0
West,23,Wednesday,Fall,0.0,54.0
West,23,Wednesday,Fall,1.0,
West,23,Wednesday,Fall,2.0,119.0
West,23,Wednesday,Spring,0.0,53.0
West,23,Wednesday,Spring,1.0,55.0
West,23,Wednesday,Spring,2.0,69.0
West,23,Wednesday,Summer,0.0,49.0
West,23,Wednesday,Summer,1.0,60.0
West,23,Wednesday,Summer,2.0,
West,23,Wednesday,Winter,0.0,21.0
West,23,Wednesday,Winter,1.0,
West,23,Wednesday,Winter,2.0,89.0
West,23,Thursday,Fall,0.0,51.0
West,23,Thursday,Fall,1.0,
West,23,Thursday,Fall,2.0,129.0
West,23,Thursday,Spring,0.0,48.0
West,23,Thursday,Spring,1.0,76.0
West,23,Thursday,Spring,2.0,68.0
West,23,Thursday,Summer,0.0,51.0
West,23,Thursday,Summer,1.0,67.0
West,23,Thursday,Summer,2.0,
West,23,Thursday,Winter,0.0,29.0
West,23,Thursday,Winter,1.0,
West,23,Thursday,Winter,2.0,101.0
West,23,Friday,Fall,0.0,51.0
West,23,Friday,Fall,1.0,
West,23,Friday,Fall,2.0,139.0
West,23,Friday,Spring,0.0,45.0
West,23,Friday,Spring,1.0,78.0
West,23,Friday,Spring,2.0,69.0
West,23,Friday,Summer,0.0,64.0
West,23,Friday,Summer,1.0,66.0
West,23,Friday,Summer,2.0,
West,23,Friday,Winter,0.0,29.0
West,23,Friday,Winter,1.0,
West,23,Friday,Winter,2.0,105.0
West,23,Saturday,Fall,0.0,36.0
West,23,Saturday,Fall,1.0,
West,23,Saturday,Fall,2.0,98.0
West,23,Saturday,Spring,0.0,16.0
West,23,Saturday,Spring,1.0,76.0
West,23,Saturday,Spring,2.0,33.0
West,23,Saturday,Summer,0.0,65.0
West,23,Saturday,Summer,1.0,40.0
West,23,Saturday,Summer,2.0,
West,23,Saturday,Winter,0.0,20.0
West,23,Saturday,Winter,1.0,
West,23,Saturday,Winter,2.0,77.0
West,23,Sunday,Fall,0.0,46.0
West,23,Sunday,Fall,1.0,
West,23,Sunday,Fall,2.0,116.0
West,23,Sunday,Spring,0.0,33.0
West,23,Sunday,Spring,1.0,70.0
West,23,Sunday,Spring,2.0,41.0
West,23,Sunday,Summer,0.0,69.0
West,23,Sunday,Summer,1.0,49.0
West,23,Sunday,Summer,2.0,
West,23,Sunday,Winter,0.0,26.0
West,23,Sunday,Winter,1.0,
West,23,Sunday,Winter,2.0,90.0
Rose Garden,0,Monday,Fall,0.0,31.0
Rose Garden,0,Monday,Fall,1.0,
Rose Garden,0,Monday,Fall,2.0,35.0
Rose Garden,0,Monday,Spring,0.0,21.0
Rose Garden,0,Monday,Spring,1.0,25.0
Rose Garden,0,Monday,Spring,2.0,36.0
Rose Garden,0,Monday,Summer,0.0,37.0
Rose Garden,0,Monday,Summer,1.0,50.0
Rose Garden,0,Monday,Summer,2.0,
Rose Garden,0,Monday,Winter,0.0,10.0
Rose Garden,0,Monday,Winter,1.0,
Rose Garden,0,Monday,Winter,2.0,24.0
Rose Garden,0,Tuesday,Fall,0.0,
Rose Garden,0,Tuesday,Fall,1.0,
Rose Garden,0,Tuesday,Fall,2.0,21.0
Rose Garden,0,Tuesday,Spring,0.0,2.0
Rose Garden,0,Tuesday,Spring,1.0,2.0
Rose Garden,0,Tuesday,Spring,2.0,7.0
Rose Garden,0,Tuesday,Summer,0.0,3.0
Rose Garden,0,Tuesday,Summer,1.0,7.0
Rose Garden,0,Tuesday,Summer,2.0,
Rose Garden,0,Tuesday,Winter,0.0,3.0
Rose Garden,0,Tuesday,Winter,1.0,
Rose Garden,0,Tuesday,Winter,2.0,5.0
Rose Garden,0,Wednesday,Fall,0.0,10.0
Rose Garden,0,Wednesday,Fall,1.0,
Rose Garden,0,Wednesday,Fall,2.0,20.0
Rose Garden,0,Wednesday,Spring,0.0,7.0
Rose Garden,0,Wednesday,Spring,1.0,4.0
Rose Garden,0,Wednesday,Spring,2.0,10.0
Rose Garden,0,Wednesday,Summer,0.0,4.0
Rose Garden,0,Wednesday,Summer,1.0,16.0
Rose Garden,0,Wednesday,Summer,2.0,
Rose Garden,0,Wednesday,Winter,0.0,4.0
Rose Garden,0,Wednesday,Winter,1.0,
Rose Garden,0,Wednesday,Winter,2.0,10.0
Rose Garden,0,Thursday,Fall,0.0,10.0
Rose Garden,0,Thursday,Fall,1.0,
Rose Garden,0,Thursday,Fall,2.0,26.0
Rose Garden,0,Thursday,Spring,0.0,15.0
Rose Garden,0,Thursday,Spring,1.0,5.0
Rose Garden,0,Thursday,Spring,2.0,22.0
Rose Garden,0,Thursday,Summer,0.0,4.0
Rose Garden,0,Thursday,Summer,1.0,29.0
Rose Garden,0,Thursday,Summer,2.0,
Rose Garden,0,Thursday,Winter,0.0,5.0
Rose Garden,0,Thursday,Winter,1.0,
Rose Garden,0,Thursday,Winter,2.0,14.0
Rose Garden,0,Friday,Fall,0.0,12.0
Rose Garden,0,Friday,Fall,1.0,
Rose Garden,0,Friday,Fall,2.0,32.0
Rose Garden,0,Friday,Spring,0.0,15.0
Rose Garden,0,Friday,Spring,1.0,9.0
Rose Garden,0,Friday,Spring,2.0,25.0
Rose Garden,0,Friday,Summer,0.0,17.0
Rose Garden,0,Friday,Summer,1.0,44.0
Rose Garden,0,Friday,Summer,2.0,
Rose Garden,0,Friday,Winter,0.0,8.0
Rose Garden,0,Friday,Winter,1.0,
Rose Garden,0,Friday,Winter,2.0,18.0
Rose Garden,0,Saturday,Fall,0.0,24.0
Rose Garden,0,Saturday,Fall,1.0,
Rose Garden,0,Saturday,Fall,2.0,35.0
Rose Garden,0,Saturday,Spring,0.0,17.0
Rose Garden,0,Saturday,Spring,1.0,8.0
Rose Garden,0,Saturday,Spring,2.0,30.0
Rose Garden,0,Saturday,Summer,0.0,22.0
Rose Garden,0,Saturday,Summer,1.0,35.0
Rose Garden,0,Saturday,Summer,2.0,
Rose Garden,0,Saturday,Winter,0.0,9.0
Rose Garden,0,Saturday,Winter,1.0,
Rose Garden,0,Saturday,Winter,2.0,21.0
Rose Garden,0,Sunday,Fall,0.0,30.0
Rose Garden,0,Sunday,Fall,1.0,
Rose Garden,0,Sunday,Fall,2.0,36.0
Rose Garden,0,Sunday,Spring,0.0,20.0
Rose Garden,0,Sunday,Spring,1.0,24.0
Rose Garden,0,Sunday,Spring,2.0,35.0
Rose Garden,0,Sunday,Summer,0.0,33.0
Rose Garden,0,Sunday,Summer,1.0,48.0
Rose Garden,0,Sunday,Summer,2.0,
Rose Garden,0,Sunday,Winter,0.0,9.0
Rose Garden,0,Sunday,Winter,1.0,
Rose Garden,0,Sunday,Winter,2.0,24.0
Rose Garden,1,Monday,Fall,0.0,29.0
Rose Garden,1,Monday,Fall,1.0,
Rose Garden,1,Monday,Fall,2.0,34.0
Rose Garden,1,Monday,Spring,0.0,20.0
Rose Garden,1,Monday,Spring,1.0,23.0
Rose Garden,1,Monday,Spring,2.0,35.0
Rose Garden,1,Monday,Summer,0.0,36.0
Rose Garden,1,Monday,Summer,1.0,49.0
Rose Garden,1,Monday,Summer,2.0,
Rose Garden,1,Monday,Winter,0.0,10.0
Rose Garden,1,Monday,Winter,1.0,
Rose Garden,1,Monday,Winter,2.0,23.0
Rose Garden,1,Tuesday,Fall,0.0,
Rose Garden,1,Tuesday,Fall,1.0,
Rose Garden,1,Tuesday,Fall,2.0,20.0
Rose Garden,1,Tuesday,Spring,0.0,3.0
Rose Garden,1,Tuesday,Spring,1.0,2.0
Rose Garden,1,Tuesday,Spring,2.0,5.0
Rose Garden,1,Tuesday,Summer,0.0,3.0
Rose Garden,1,Tuesday,Summer,1.0,6.0
Rose Garden,1,Tuesday,Summer,2.0,
Rose Garden,1,Tuesday,Winter,0.0,3.0
Rose Garden,1,Tuesday,Winter,1.0,
Rose Garden,1,Tuesday,Winter,2.0,4.0
Rose Garden,1,Wednesday,Fall,0.0,11.0
Rose Garden,1,Wednesday,Fall,1.0,
Rose Garden,1,Wednesday,Fall,2.0,19.0
Rose Garden,1,Wednesday,Spring,0.0,6.0
Rose Garden,1,Wednesday,Spring,1.0,4.0
Rose Garden,1,Wednesday,Spring,2.0,8.0
Rose Garden,1,Wednesday,Summer,0.0,4.0
Rose Garden,1,Wednesday,Summer,1.0,16.0
Rose Garden,1,Wednesday,Summer,2.0,
Rose Garden,1,Wednesday,Winter,0.0,4.0
Rose Garden,1,Wednesday,Winter,1.0,
Rose Garden,1,Wednesday,Winter,2.0,9.0
Rose Garden,1,Thursday,Fall,0.0,9.0
Rose Garden,1,Thursday,Fall,1.0,
Rose Garden,1,Thursday,Fall,2.0,24.0
Rose Garden,1,Thursday,Spring,0.0,14.0
Rose Garden,1,Thursday,Spring,1.0,5.0
Rose Garden,1,Thursday,Spring,2.0,21.0
Rose Garden,1,Thursday,Summer,0.0,5.0
Rose Garden,1,Thursday,Summer,1.0,28.0
Rose Garden,1,Thursday,Summer,2.0,
Rose Garden,1,Thursday,Winter,0.0,6.0
Rose Garden,1,Thursday,Winter,1.0,
Rose Garden,1,Thursday,Winter,2.0,12.0
Rose Garden,1,Friday,Fall,0.0,12.0
Rose Garden,1,Friday,Fall,1.0,
Rose Garden,1,Friday,Fall,2.0,30.0
Rose Garden,1,Friday,Spring,0.0,14.0
Rose Garden,1,Friday,Spring,1.0,8.0
Rose Garden,1,Friday,Spring,2.0,23.0
Rose Garden,1,Friday,Summer,0.0,17.0
Rose Garden,1,Friday,Summer,1.0,42.0
Rose Garden,1,Friday,Summer,2.0,
Rose Garden,1,Friday,Winter,0.0,7.0
Rose Garden,1,Friday,Winter,1.0,
Rose Garden,1,Friday,Winter,2.0,17.0
Rose Garden,1,Saturday,Fall,0.0,18.0
Rose Garden,1,Saturday,Fall,1.0,
Rose Garden,1,Saturday,Fall,2.0,33.0
Rose Garden,1,Saturday,Spring,0.0,16.0
Rose Garden,1,Saturday,Spring,1.0,7.0
Rose Garden,1,Saturday,Spring,2.0,28.0
Rose Garden,1,Saturday,Summer,0.0,21.0
Rose Garden,1,Saturday,Summer,1.0,32.0
Rose Garden,1,Saturday,Summer,2.0,
Rose Garden,1,Saturday,Winter,0.0,9.0
Rose Garden,1,Saturday,Winter,1.0,
Rose Garden,1,Saturday,Winter,2.0,20.0
Rose Garden,1,Sunday,Fall,0.0,24.0
Rose Garden,1,Sunday,Fall,1.0,
Rose Garden,1,Sunday,Fall,2.0,32.0
Rose Garden,1,Sunday,Spring,0.0,18.0
Rose Garden,1,Sunday,Spring,1.0,22.0
Rose Garden,1,Sunday,Spring,2.0,33.0
Rose Garden,1,Sunday,Summer,0.0,29.0
Rose Garden,1,Sunday,Summer,1.0,45.0
Rose Garden,1,Sunday,Summer,2.0,
Rose Garden,1,Sunday,Winter,0.0,8.0
Rose Garden,1,Sunday,Winter,1.0,
Rose Garden,1,Sunday,Winter,2.0,23.0
Rose Garden,2,Monday,Fall,0.0,30.0
Rose Garden,2,Monday,Fall,1.0,
Rose Garden,2,Monday,Fall,2.0,34.0
Rose Garden,2,Monday,Spring,0.0,19.0
Rose Garden,2,Monday,Spring,1.0,23.0
Rose Garden,2,Monday,Spring,2.0,34.0
Rose Garden,2,Monday,Summer,0.0,36.0
Rose Garden,2,Monday,Summer,1.0,49.0
Rose Garden,2,Monday,Summer,2.0,
Rose Garden,2,Monday,Winter,0.0,10.0
Rose Garden,2,Monday,Winter,1.0,
Rose Garden,2,Monday,Winter,2.0,23.0
Rose Garden,2,Tuesday,Fall,0.0,
Rose Garden,2,Tuesday,Fall,1.0,
Rose Garden,2,Tuesday,Fall,2.0,19.0
Rose Garden,2,Tuesday,Spring,0.0,3.0
Rose Garden,2,Tuesday,Spring,1.0,2.0
Rose Garden,2,Tuesday,Spring,2.0,5.0
Rose Garden,2,Tuesday,Summer,0.0,3.0
Rose Garden,2,Tuesday,Summer,1.0,6.0
Rose Garden,2,Tuesday,Summer,2.0,
Rose Garden,2,Tuesday,Winter,0.0,2.0
Rose Garden,2,Tuesday,Winter,1.0,
Rose Garden,2,Tuesday,Winter,2.0,4.0
Rose Garden,2,Wednesday,Fall,0.0,11.0
Rose Garden,2,Wednesday,Fall,1.0,
Rose Garden,2,Wednesday,Fall,2.0,18.0
Rose Garden,2,Wednesday,Spring,0.0,5.0
Rose Garden,2,Wednesday,Spring,1.0,4.0
Rose Garden,2,Wednesday,Spring,2.0,8.0
Rose Garden,2,Wednesday,Summer,0.0,4.0
Rose Garden,2,Wednesday,Summer,1.0,16.0
Rose Garden,2,Wednesday,Summer,2.0,
Rose Garden,2,Wednesday,Winter,0.0,4.0
Rose Garden,2,Wednesday,Winter,1.0,
Rose Garden,2,Wednesday,Winter,2.0,9.0
Rose Garden,2,Thursday,Fall,0.0,9.0
Rose Garden,2,Thursday,Fall,1.0,
Rose Garden,2,Thursday,Fall,2.0,24.0
Rose Garden,2,Thursday,Spring,0.0,12.0
Rose Garden,2,Thursday,Spring,1.0,5.0
Rose Garden,2,Thursday,Spring,2.0,20.0
Rose Garden,2,Thursday,Summer,0.0,5.0
Rose Garden,2,Thursday,Summer,1.0,28.0
Rose Garden,2,Thursday,Summer,2.0,
Rose Garden,2,Thursday,Winter,0.0,6.0
Rose Garden,2,Thursday,Winter,1.0,
Rose Garden,2,Thursday,Winter,2.0,12.0
Rose Garden,2,Friday,Fall,0.0,12.0
Rose Garden,2,Friday,Fall,1.0,
Rose Garden,2,Friday,Fall,2.0,30.0
Rose Garden,2,Friday,Spring,0.0,14.0
Rose Garden,2,Friday,Spring,1.0,9.0
Rose Garden,2,Friday,Spring,2.0,23.0
Rose Garden,2,Friday,Summer,0.0,17.0
Rose Garden,2,Friday,Summer,1.0,42.0
Rose Garden,2,Friday,Summer,2.0,
Rose Garden,2,Friday,Winter,0.0,7.0
Rose Garden,2,Friday,Winter,1.0,
Rose Garden,2,Friday,Winter,2.0,16.0
Rose Garden,2,Saturday,Fall,0.0,18.0
Rose Garden,2,Saturday,Fall,1.0,
Rose Garden,2,Saturday,Fall,2.0,31.0
Rose Garden,2,Saturday,Spring,0.0,16.0
Rose Garden,2,Saturday,Spring,1.0,7.0
Rose Garden,2,Saturday,Spring,2.0,27.0
Rose Garden,2,Saturday,Summer,0.0,20.0
Rose Garden,2,Saturday,Summer,1.0,31.0
Rose Garden,2,Saturday,Summer,2.0,
Rose Garden,2,Saturday,Winter,0.0,9.0
Rose Garden,2,Saturday,Winter,1.0,
Rose Garden,2,Saturday,Winter,2.0,19.0
Rose Garden,2,Sunday,Fall,0.0,28.0
Rose Garden,2,Sunday,Fall,1.0,
Rose Garden,2,Sunday,Fall,2.0,32.0
Rose Garden,2,Sunday,Spring,0.0,18.0
Rose Garden,2,Sunday,Spring,1.0,20.0
Rose Garden,2,Sunday,Spring,2.0,32.0
Rose Garden,2,Sunday,Summer,0.0,28.0
Rose Garden,2,Sunday,Summer,1.0,44.0
Rose Garden,2,Sunday,Summer,2.0,
Rose Garden,2,Sunday,Winter,0.0,9.0
Rose Garden,2,Sunday,Winter,1.0,
Rose Garden,2,Sunday,Winter,2.0,23.0
Rose Garden,3,Monday,Fall,0.0,0.0
Rose Garden,3,Monday,Fall,1.0,
Rose Garden,3,Monday,Fall,2.0,0.0
Rose Garden,3,Monday,Spring,0.0,0.0
Rose Garden,3,Monday,Spring,1.0,0.0
Rose Garden,3,Monday,Spring,2.0,0.0
Rose Garden,3,Monday,Summer,0.0,0.0
Rose Garden,3,Monday,Summer,1.0,0.0
Rose Garden,3,Monday,Summer,2.0,
Rose Garden,3,Monday,Winter,0.0,0.0
Rose Garden,3,Monday,Winter,1.0,
Rose Garden,3,Monday,Winter,2.0,0.0
Rose Garden,3,Tuesday,Fall,0.0,
Rose Garden,3,Tuesday,Fall,1.0,
Rose Garden,3,Tuesday,Fall,2.0,19.0
Rose Garden,3,Tuesday,Spring,0.0,3.0
Rose Garden,3,Tuesday,Spring,1.0,2.0
Rose Garden,3,Tuesday,Spring,2.0,5.0
Rose Garden,3,Tuesday,Summer,0.0,3.0
Rose Garden,3,Tuesday,Summer,1.0,6.0
Rose Garden,3,Tuesday,Summer,2.0,
Rose Garden,3,Tuesday,Winter,0.0,2.0
Rose Garden,3,Tuesday,Winter,1.0,
Rose Garden,3,Tuesday,Winter,2.0,4.0
Rose Garden,3,Wednesday,Fall,0.0,11.0
Rose Garden,3,Wednesday,Fall,1.0,
