park,hour,weekday,season,Term,cars
Health Sciences,9,Friday,Fall,0.0,440.0
Health Sciences,9,Friday,Fall,1.0,
Health Sciences,9,Friday,Fall,2.0,587.0
Health Sciences,9,Friday,Spring,0.0,506.0
Health Sciences,9,Friday,Spring,1.0,522.0
Health Sciences,9,Friday,Spring,2.0,493.0
Health Sciences,9,Friday,Summer,0.0,417.0
Health Sciences,9,Friday,Summer,1.0,481.0
Health Sciences,9,Friday,Summer,2.0,
Health Sciences,9,Friday,Winter,0.0,264.0
Health Sciences,9,Friday,Winter,1.0,
Health Sciences,9,Friday,Winter,2.0,535.0
Health Sciences,9,Saturday,Fall,0.0,96.0
Health Sciences,9,Saturday,Fall,1.0,
Health Sciences,9,Saturday,Fall,2.0,128.0
Health Sciences,9,Saturday,Spring,0.0,127.0
Health Sciences,9,Saturday,Spring,1.0,107.0
Health Sciences,9,Saturday,Spring,2.0,115.0
Health Sciences,9,Saturday,Summer,0.0,96.0
Health Sciences,9,Saturday,Summer,1.0,113.0
Health Sciences,9,Saturday,Summer,2.0,
Health Sciences,9,Saturday,Winter,0.0,67.0
Health Sciences,9,Saturday,Winter,1.0,
Health Sciences,9,Saturday,Winter,2.0,111.0
Health Sciences,9,Sunday,Fall,0.0,87.0
Health Sciences,9,Sunday,Fall,1.0,
Health Sciences,9,Sunday,Fall,2.0,95.0
Health Sciences,9,Sunday,Spring,0.0,92.0
Health Sciences,9,Sunday,Spring,1.0,95.0
Health Sciences,9,Sunday,Spring,2.0,116.0
Health Sciences,9,Sunday,Summer,0.0,92.0
Health Sciences,9,Sunday,Summer,1.0,96.0
Health Sciences,9,Sunday,Summer,2.0,
Health Sciences,9,Sunday,Winter,0.0,57.0
Health Sciences,9,Sunday,Winter,1.0,
Health Sciences,9,Sunday,Winter,2.0,83.0
Health Sciences,10,Monday,Fall,0.0,76.0
Health Sciences,10,Monday,Fall,1.0,
Health Sciences,10,Monday,Fall,2.0,696.0
Health Sciences,10,Monday,Spring,0.0,658.0
Health Sciences,10,Monday,Spring,1.0,500.0
Health Sciences,10,Monday,Spring,2.0,607.0
Health Sciences,10,Monday,Summer,0.0,526.0
Health Sciences,10,Monday,Summer,1.0,554.0
Health Sciences,10,Monday,Summer,2.0,
Health Sciences,10,Monday,Winter,0.0,188.0
Health Sciences,10,Monday,Winter,1.0,
Health Sciences,10,Monday,Winter,2.0,636.0
Health Sciences,10,Tuesday,Fall,0.0,
Health Sciences,10,Tuesday,Fall,1.0,
Health Sciences,10,Tuesday,Fall,2.0,844.0
Health Sciences,10,Tuesday,Spring,0.0,702.0
Health Sciences,10,Tuesday,Spring,1.0,718.0
Health Sciences,10,Tuesday,Spring,2.0,723.0
Health Sciences,10,Tuesday,Summer,0.0,628.0
Health Sciences,10,Tuesday,Summer,1.0,644.0
Health Sciences,10,Tuesday,Summer,2.0,
Health Sciences,10,Tuesday,Winter,0.0,260.0
Health Sciences,10,Tuesday,Winter,1.0,
Health Sciences,10,Tuesday,Winter,2.0,679.0
Health Sciences,10,Wednesday,Fall,0.0,671.0
Health Sciences,10,Wednesday,Fall,1.0,
Health Sciences,10,Wednesday,Fall,2.0,830.0
Health Sciences,10,Wednesday,Spring,0.0,711.0
Health Sciences,10,Wednesday,Spring,1.0,713.0
Health Sciences,10,Wednesday,Spring,2.0,717.0
Health Sciences,10,Wednesday,Summer,0.0,638.0
Health Sciences,10,Wednesday,Summer,1.0,656.0
Health Sciences,10,Wednesday,Summer,2.0,
Health Sciences,10,Wednesday,Winter,0.0,355.0
Health Sciences,10,Wednesday,Winter,1.0,
Health Sciences,10,Wednesday,Winter,2.0,709.0
Health Sciences,10,Thursday,Fall,0.0,638.0
Health Sciences,10,Thursday,Fall,1.0,
Health Sciences,10,Thursday,Fall,2.0,813.0
Health Sciences,10,Thursday,Spring,0.0,682.0
Health Sciences,10,Thursday,Spring,1.0,731.0
Health Sciences,10,Thursday,Spring,2.0,727.0
Health Sciences,10,Thursday,Summer,0.0,558.0
Health Sciences,10,Thursday,Summer,1.0,647.0
Health Sciences,10,Thursday,Summer,2.0,
Health Sciences,10,Thursday,Winter,0.0,364.0
Health Sciences,10,Thursday,Winter,1.0,
Health Sciences,10,Thursday,Winter,2.0,749.0
Health Sciences,10,Friday,Fall,0.0,534.0
Health Sciences,10,Friday,Fall,1.0,
Health Sciences,10,Friday,Fall,2.0,733.0
Health Sciences,10,Friday,Spring,0.0,610.0
Health Sciences,10,Friday,Spring,1.0,631.0
Health Sciences,10,Friday,Spring,2.0,610.0
Health Sciences,10,Friday,Summer,0.0,493.0
Health Sciences,10,Friday,Summer,1.0,556.0
Health Sciences,10,Friday,Summer,2.0,
Health Sciences,10,Friday,Winter,0.0,313.0
Health Sciences,10,Friday,Winter,1.0,
Health Sciences,10,Friday,Winter,2.0,663.0
Health Sciences,10,Saturday,Fall,0.0,110.0
Health Sciences,10,Saturday,Fall,1.0,
Health Sciences,10,Saturday,Fall,2.0,169.0
Health Sciences,10,Saturday,Spring,0.0,162.0
Health Sciences,10,Saturday,Spring,1.0,120.0
Health Sciences,10,Saturday,Spring,2.0,142.0
Health Sciences,10,Saturday,Summer,0.0,109.0
Health Sciences,10,Saturday,Summer,1.0,129.0
Health Sciences,10,Saturday,Summer,2.0,
Health Sciences,10,Saturday,Winter,0.0,76.0
Health Sciences,10,Saturday,Winter,1.0,
Health Sciences,10,Saturday,Winter,2.0,134.0
Health Sciences,10,Sunday,Fall,0.0,103.0
Health Sciences,10,Sunday,Fall,1.0,
Health Sciences,10,Sunday,Fall,2.0,107.0
Health Sciences,10,Sunday,Spring,0.0,98.0
Health Sciences,10,Sunday,Spring,1.0,104.0
Health Sciences,10,Sunday,Spring,2.0,125.0
Health Sciences,10,Sunday,Summer,0.0,100.0
Health Sciences,10,Sunday,Summer,1.0,104.0
Health Sciences,10,Sunday,Summer,2.0,
Health Sciences,10,Sunday,Winter,0.0,62.0
Health Sciences,10,Sunday,Winter,1.0,
Health Sciences,10,Sunday,Winter,2.0,93.0
Health Sciences,11,Monday,Fall,0.0,86.0
Health Sciences,11,Monday,Fall,1.0,
Health Sciences,11,Monday,Fall,2.0,748.0
Health Sciences,11,Monday,Spring,0.0,698.0
Health Sciences,11,Monday,Spring,1.0,533.0
Health Sciences,11,Monday,Spring,2.0,653.0
Health Sciences,11,Monday,Summer,0.0,562.0
Health Sciences,11,Monday,Summer,1.0,591.0
Health Sciences,11,Monday,Summer,2.0,
Health Sciences,11,Monday,Winter,0.0,200.0
Health Sciences,11,Monday,Winter,1.0,
Health Sciences,11,Monday,Winter,2.0,680.0
Health Sciences,11,Tuesday,Fall,0.0,
Health Sciences,11,Tuesday,Fall,1.0,
Health Sciences,11,Tuesday,Fall,2.0,909.0
Health Sciences,11,Tuesday,Spring,0.0,748.0
Health Sciences,11,Tuesday,Spring,1.0,766.0
Health Sciences,11,Tuesday,Spring,2.0,773.0
Health Sciences,11,Tuesday,Summer,0.0,674.0
Health Sciences,11,Tuesday,Summer,1.0,691.0
Health Sciences,11,Tuesday,Summer,2.0,
Health Sciences,11,Tuesday,Winter,0.0,278.0
Health Sciences,11,Tuesday,Winter,1.0,
Health Sciences,11,Tuesday,Winter,2.0,726.0
Health Sciences,11,Wednesday,Fall,0.0,698.0
Health Sciences,11,Wednesday,Fall,1.0,
Health Sciences,11,Wednesday,Fall,2.0,899.0
Health Sciences,11,Wednesday,Spring,0.0,762.0
Health Sciences,11,Wednesday,Spring,1.0,766.0
Health Sciences,11,Wednesday,Spring,2.0,773.0
Health Sciences,11,Wednesday,Summer,0.0,688.0
Health Sciences,11,Wednesday,Summer,1.0,700.0
Health Sciences,11,Wednesday,Summer,2.0,
Health Sciences,11,Wednesday,Winter,0.0,382.0
Health Sciences,11,Wednesday,Winter,1.0,
Health Sciences,11,Wednesday,Winter,2.0,761.0
Health Sciences,11,Thursday,Fall,0.0,682.0
Health Sciences,11,Thursday,Fall,1.0,
Health Sciences,11,Thursday,Fall,2.0,875.0
Health Sciences,11,Thursday,Spring,0.0,731.0
Health Sciences,11,Thursday,Spring,1.0,781.0
Health Sciences,11,Thursday,Spring,2.0,778.0
Health Sciences,11,Thursday,Summer,0.0,603.0
Health Sciences,11,Thursday,Summer,1.0,693.0
Health Sciences,11,Thursday,Summer,2.0,
Health Sciences,11,Thursday,Winter,0.0,392.0
Health Sciences,11,Thursday,Winter,1.0,
Health Sciences,11,Thursday,Winter,2.0,797.0
Health Sciences,11,Friday,Fall,0.0,568.0
Health Sciences,11,Friday,Fall,1.0,
Health Sciences,11,Friday,Fall,2.0,795.0
Health Sciences,11,Friday,Spring,0.0,651.0
Health Sciences,11,Friday,Spring,1.0,674.0
Health Sciences,11,Friday,Spring,2.0,651.0
Health Sciences,11,Friday,Summer,0.0,525.0
Health Sciences,11,Friday,Summer,1.0,596.0
Health Sciences,11,Friday,Summer,2.0,
Health Sciences,11,Friday,Winter,0.0,336.0
Health Sciences,11,Friday,Winter,1.0,
Health Sciences,11,Friday,Winter,2.0,711.0
Health Sciences,11,Saturday,Fall,0.0,128.0
Health Sciences,11,Saturday,Fall,1.0,
Health Sciences,11,Saturday,Fall,2.0,197.0
Health Sciences,11,Saturday,Spring,0.0,195.0
Health Sciences,11,Saturday,Spring,1.0,131.0
Health Sciences,11,Saturday,Spring,2.0,162.0
Health Sciences,11,Saturday,Summer,0.0,123.0
Health Sciences,11,Saturday,Summer,1.0,143.0
Health Sciences,11,Saturday,Summer,2.0,
Health Sciences,11,Saturday,Winter,0.0,86.0
Health Sciences,11,Saturday,Winter,1.0,
Health Sciences,11,Saturday,Winter,2.0,150.0
Health Sciences,11,Sunday,Fall,0.0,109.0
Health Sciences,11,Sunday,Fall,1.0,
Health Sciences,11,Sunday,Fall,2.0,120.0
Health Sciences,11,Sunday,Spring,0.0,106.0
Health Sciences,11,Sunday,Spring,1.0,113.0
Health Sciences,11,Sunday,Spring,2.0,136.0
Health Sciences,11,Sunday,Summer,0.0,106.0
Health Sciences,11,Sunday,Summer,1.0,111.0
Health Sciences,11,Sunday,Summer,2.0,
Health Sciences,11,Sunday,Winter,0.0,69.0
Health Sciences,11,Sunday,Winter,1.0,
Health Sciences,11,Sunday,Winter,2.0,102.0
Health Sciences,12,Monday,Fall,0.0,97.0
Health Sciences,12,Monday,Fall,1.0,
Health Sciences,12,Monday,Fall,2.0,764.0
Health Sciences,12,Monday,Spring,0.0,709.0
Health Sciences,12,Monday,Spring,1.0,542.0
Health Sciences,12,Monday,Spring,2.0,661.0
Health Sciences,12,Monday,Summer,0.0,573.0
Health Sciences,12,Monday,Summer,1.0,597.0
Health Sciences,12,Monday,Summer,2.0,
Health Sciences,12,Monday,Winter,0.0,204.0
Health Sciences,12,Monday,Winter,1.0,
Health Sciences,12,Monday,Winter,2.0,690.0
Health Sciences,12,Tuesday,Fall,0.0,
Health Sciences,12,Tuesday,Fall,1.0,
Health Sciences,12,Tuesday,Fall,2.0,923.0
Health Sciences,12,Tuesday,Spring,0.0,760.0
Health Sciences,12,Tuesday,Spring,1.0,780.0
Health Sciences,12,Tuesday,Spring,2.0,786.0
Health Sciences,12,Tuesday,Summer,0.0,687.0
Health Sciences,12,Tuesday,Summer,1.0,704.0
Health Sciences,12,Tuesday,Summer,2.0,
Health Sciences,12,Tuesday,Winter,0.0,283.0
Health Sciences,12,Tuesday,Winter,1.0,
Health Sciences,12,Tuesday,Winter,2.0,766.0
Health Sciences,12,Wednesday,Fall,0.0,697.0
Health Sciences,12,Wednesday,Fall,1.0,
Health Sciences,12,Wednesday,Fall,2.0,917.0
Health Sciences,12,Wednesday,Spring,0.0,769.0
Health Sciences,12,Wednesday,Spring,1.0,773.0
Health Sciences,12,Wednesday,Spring,2.0,778.0
Health Sciences,12,Wednesday,Summer,0.0,703.0
Health Sciences,12,Wednesday,Summer,1.0,706.0
Health Sciences,12,Wednesday,Summer,2.0,
Health Sciences,12,Wednesday,Winter,0.0,387.0
Health Sciences,12,Wednesday,Winter,1.0,
Health Sciences,12,Wednesday,Winter,2.0,770.0
Health Sciences,12,Thursday,Fall,0.0,690.0
Health Sciences,12,Thursday,Fall,1.0,
Health Sciences,12,Thursday,Fall,2.0,869.0
Health Sciences,12,Thursday,Spring,0.0,741.0
Health Sciences,12,Thursday,Spring,1.0,785.0
Health Sciences,12,Thursday,Spring,2.0,791.0
Health Sciences,12,Thursday,Summer,0.0,608.0
Health Sciences,12,Thursday,Summer,1.0,706.0
Health Sciences,12,Thursday,Summer,2.0,
Health Sciences,12,Thursday,Winter,0.0,396.0
Health Sciences,12,Thursday,Winter,1.0,
Health Sciences,12,Thursday,Winter,2.0,806.0
Health Sciences,12,Friday,Fall,0.0,576.0
Health Sciences,12,Friday,Fall,1.0,
Health Sciences,12,Friday,Fall,2.0,804.0
Health Sciences,12,Friday,Spring,0.0,660.0
Health Sciences,12,Friday,Spring,1.0,681.0
Health Sciences,12,Friday,Spring,2.0,661.0
Health Sciences,12,Friday,Summer,0.0,535.0
Health Sciences,12,Friday,Summer,1.0,603.0
Health Sciences,12,Friday,Summer,2.0,
Health Sciences,12,Friday,Winter,0.0,340.0
Health Sciences,12,Friday,Winter,1.0,
Health Sciences,12,Friday,Winter,2.0,716.0
Health Sciences,12,Saturday,Fall,0.0,133.0
Health Sciences,12,Saturday,Fall,1.0,
Health Sciences,12,Saturday,Fall,2.0,219.0
Health Sciences,12,Saturday,Spring,0.0,210.0
Health Sciences,12,Saturday,Spring,1.0,140.0
Health Sciences,12,Saturday,Spring,2.0,184.0
Health Sciences,12,Saturday,Summer,0.0,133.0
Health Sciences,12,Saturday,Summer,1.0,154.0
Health Sciences,12,Saturday,Summer,2.0,
Health Sciences,12,Saturday,Winter,0.0,91.0
Health Sciences,12,Saturday,Winter,1.0,
Health Sciences,12,Saturday,Winter,2.0,166.0
Health Sciences,12,Sunday,Fall,0.0,114.0
Health Sciences,12,Sunday,Fall,1.0,
Health Sciences,12,Sunday,Fall,2.0,127.0
Health Sciences,12,Sunday,Spring,0.0,115.0
Health Sciences,12,Sunday,Spring,1.0,119.0
Health Sciences,12,Sunday,Spring,2.0,146.0
Health Sciences,12,Sunday,Summer,0.0,116.0
Health Sciences,12,Sunday,Summer,1.0,119.0
Health Sciences,12,Sunday,Summer,2.0,
Health Sciences,12,Sunday,Winter,0.0,76.0
Health Sciences,12,Sunday,Winter,1.0,
Health Sciences,12,Sunday,Winter,2.0,112.0
Health Sciences,13,Monday,Fall,0.0,108.0
Health Sciences,13,Monday,Fall,1.0,
Health Sciences,13,Monday,Fall,2.0,767.0
Health Sciences,13,Monday,Spring,0.0,710.0
Health Sciences,13,Monday,Spring,1.0,545.0
Health Sciences,13,Monday,Spring,2.0,661.0
Health Sciences,13,Monday,Summer,0.0,570.0
Health Sciences,13,Monday,Summer,1.0,601.0
Health Sciences,13,Monday,Summer,2.0,
Health Sciences,13,Monday,Winter,0.0,199.0
Health Sciences,13,Monday,Winter,1.0,
Health Sciences,13,Monday,Winter,2.0,684.0
Health Sciences,13,Tuesday,Fall,0.0,
Health Sciences,13,Tuesday,Fall,1.0,
Health Sciences,13,Tuesday,Fall,2.0,918.0
Health Sciences,13,Tuesday,Spring,0.0,756.0
Health Sciences,13,Tuesday,Spring,1.0,771.0
Health Sciences,13,Tuesday,Spring,2.0,783.0
Health Sciences,13,Tuesday,Summer,0.0,683.0
Health Sciences,13,Tuesday,Summer,1.0,701.0
Health Sciences,13,Tuesday,Summer,2.0,
Health Sciences,13,Tuesday,Winter,0.0,275.0
Health Sciences,13,Tuesday,Winter,1.0,
Health Sciences,13,Tuesday,Winter,2.0,760.0
Health Sciences,13,Wednesday,Fall,0.0,705.0
Health Sciences,13,Wednesday,Fall,1.0,
Health Sciences,13,Wednesday,Fall,2.0,916.0
Health Sciences,13,Wednesday,Spring,0.0,773.0
Health Sciences,13,Wednesday,Spring,1.0,781.0
Health Sciences,13,Wednesday,Spring,2.0,772.0
Health Sciences,13,Wednesday,Summer,0.0,703.0
Health Sciences,13,Wednesday,Summer,1.0,705.0
Health Sciences,13,Wednesday,Summer,2.0,
Health Sciences,13,Wednesday,Winter,0.0,388.0
Health Sciences,13,Wednesday,Winter,1.0,
Health Sciences,13,Wednesday,Winter,2.0,766.0
Health Sciences,13,Thursday,Fall,0.0,694.0
Health Sciences,13,Thursday,Fall,1.0,
Health Sciences,13,Thursday,Fall,2.0,885.0
Health Sciences,13,Thursday,Spring,0.0,737.0
Health Sciences,13,Thursday,Spring,1.0,780.0
Health Sciences,13,Thursday,Spring,2.0,785.0
Health Sciences,13,Thursday,Summer,0.0,601.0
Health Sciences,13,Thursday,Summer,1.0,700.0
Health Sciences,13,Thursday,Summer,2.0,
Health Sciences,13,Thursday,Winter,0.0,395.0
Health Sciences,13,Thursday,Winter,1.0,
Health Sciences,13,Thursday,Winter,2.0,800.0
Health Sciences,13,Friday,Fall,0.0,576.0
Health Sciences,13,Friday,Fall,1.0,
Health Sciences,13,Friday,Fall,2.0,790.0
Health Sciences,13,Friday,Spring,0.0,652.0
Health Sciences,13,Friday,Spring,1.0,681.0
Health Sciences,13,Friday,Spring,2.0,650.0
Health Sciences,13,Friday,Summer,0.0,528.0
Health Sciences,13,Friday,Summer,1.0,596.0
Health Sciences,13,Friday,Summer,2.0,
Health Sciences,13,Friday,Winter,0.0,334.0
Health Sciences,13,Friday,Winter,1.0,
Health Sciences,13,Friday,Winter,2.0,703.0
Health Sciences,13,Saturday,Fall,0.0,146.0
Health Sciences,13,Saturday,Fall,1.0,
Health Sciences,13,Saturday,Fall,2.0,206.0
Health Sciences,13,Saturday,Spring,0.0,214.0
Health Sciences,13,Saturday,Spring,1.0,148.0
Health Sciences,13,Saturday,Spring,2.0,182.0
Health Sciences,13,Saturday,Summer,0.0,140.0
Health Sciences,13,Saturday,Summer,1.0,157.0
Health Sciences,13,Saturday,Summer,2.0,
Health Sciences,13,Saturday,Winter,0.0,97.0
Health Sciences,13,Saturday,Winter,1.0,
Health Sciences,13,Saturday,Winter,2.0,162.0
Health Sciences,13,Sunday,Fall,0.0,123.0
Health Sciences,13,Sunday,Fall,1.0,
Health Sciences,13,Sunday,Fall,2.0,136.0
Health Sciences,13,Sunday,Spring,0.0,122.0
Health Sciences,13,Sunday,Spring,1.0,125.0
Health Sciences,13,Sunday,Spring,2.0,155.0
Health Sciences,13,Sunday,Summer,0.0,119.0
Health Sciences,13,Sunday,Summer,1.0,125.0
Health Sciences,13,Sunday,Summer,2.0,
Health Sciences,13,Sunday,Winter,0.0,81.0
Health Sciences,13,Sunday,Winter,1.0,
Health Sciences,13,Sunday,Winter,2.0,118.0
Health Sciences,14,Monday,Fall,0.0,108.0
Health Sciences,14,Monday,Fall,1.0,
Health Sciences,14,Monday,Fall,2.0,757.0
Health Sciences,14,Monday,Spring,0.0,699.0
Health Sciences,14,Monday,Spring,1.0,536.0
Health Sciences,14,Monday,Spring,2.0,661.0
Health Sciences,14,Monday,Summer,0.0,568.0
Health Sciences,14,Monday,Summer,1.0,596.0
Health Sciences,14,Monday,Summer,2.0,
Health Sciences,14,Monday,Winter,0.0,190.0
Health Sciences,14,Monday,Winter,1.0,
Health Sciences,14,Monday,Winter,2.0,680.0
Health Sciences,14,Tuesday,Fall,0.0,
Health Sciences,14,Tuesday,Fall,1.0,
Health Sciences,14,Tuesday,Fall,2.0,915.0
Health Sciences,14,Tuesday,Spring,0.0,753.0
Health Sciences,14,Tuesday,Spring,1.0,769.0
Health Sciences,14,Tuesday,Spring,2.0,784.0
Health Sciences,14,Tuesday,Summer,0.0,678.0
Health Sciences,14,Tuesday,Summer,1.0,693.0
Health Sciences,14,Tuesday,Summer,2.0,
Health Sciences,14,Tuesday,Winter,0.0,267.0
Health Sciences,14,Tuesday,Winter,1.0,
Health Sciences,14,Tuesday,Winter,2.0,754.0
Health Sciences,14,Wednesday,Fall,0.0,705.0
Health Sciences,14,Wednesday,Fall,1.0,
Health Sciences,14,Wednesday,Fall,2.0,909.0
Health Sciences,14,Wednesday,Spring,0.0,780.0
Health Sciences,14,Wednesday,Spring,1.0,777.0
Health Sciences,14,Wednesday,Spring,2.0,768.0
Health Sciences,14,Wednesday,Summer,0.0,704.0
Health Sciences,14,Wednesday,Summer,1.0,699.0
Health Sciences,14,Wednesday,Summer,2.0,
Health Sciences,14,Wednesday,Winter,0.0,385.0
Health Sciences,14,Wednesday,Winter,1.0,
Health Sciences,14,Wednesday,Winter,2.0,759.0
Health Sciences,14,Thursday,Fall,0.0,682.0
Health Sciences,14,Thursday,Fall,1.0,
Health Sciences,14,Thursday,Fall,2.0,884.0
Health Sciences,14,Thursday,Spring,0.0,738.0
Health Sciences,14,Thursday,Spring,1.0,772.0
Health Sciences,14,Thursday,Spring,2.0,787.0
Health Sciences,14,Thursday,Summer,0.0,599.0
Health Sciences,14,Thursday,Summer,1.0,692.0
Health Sciences,14,Thursday,Summer,2.0,
Health Sciences,14,Thursday,Winter,0.0,387.0
Health Sciences,14,Thursday,Winter,1.0,
Health Sciences,14,Thursday,Winter,2.0,796.0
Health Sciences,14,Friday,Fall,0.0,571.0
Health Sciences,14,Friday,Fall,1.0,
Health Sciences,14,Friday,Fall,2.0,779.0
Health Sciences,14,Friday,Spring,0.0,650.0
Health Sciences,14,Friday,Spring,1.0,669.0
Health Sciences,14,Friday,Spring,2.0,641.0
Health Sciences,14,Friday,Summer,0.0,519.0
Health Sciences,14,Friday,Summer,1.0,593.0
Health Sciences,14,Friday,Summer,2.0,
Health Sciences,14,Friday,Winter,0.0,326.0
Health Sciences,14,Friday,Winter,1.0,
Health Sciences,14,Friday,Winter,2.0,691.0
Health Sciences,14,Saturday,Fall,0.0,152.0
Health Sciences,14,Saturday,Fall,1.0,
Health Sciences,14,Saturday,Fall,2.0,199.0
Health Sciences,14,Saturday,Spring,0.0,217.0
Health Sciences,14,Saturday,Spring,1.0,147.0
Health Sciences,14,Saturday,Spring,2.0,183.0
Health Sciences,14,Saturday,Summer,0.0,146.0
Health Sciences,14,Saturday,Summer,1.0,158.0
Health Sciences,14,Saturday,Summer,2.0,
Health Sciences,14,Saturday,Winter,0.0,97.0
Health Sciences,14,Saturday,Winter,1.0,
Health Sciences,14,Saturday,Winter,2.0,161.0
Health Sciences,14,Sunday,Fall,0.0,127.0
Health Sciences,14,Sunday,Fall,1.0,
Health Sciences,14,Sunday,Fall,2.0,137.0
Health Sciences,14,Sunday,Spring,0.0,125.0
Health Sciences,14,Sunday,Spring,1.0,126.0
Health Sciences,14,Sunday,Spring,2.0,159.0
Health Sciences,14,Sunday,Summer,0.0,125.0
Health Sciences,14,Sunday,Summer,1.0,130.0
Health Sciences,14,Sunday,Summer,2.0,
Health Sciences,14,Sunday,Winter,0.0,82.0
Health Sciences,14,Sunday,Winter,1.0,
Health Sciences,14,Sunday,Winter,2.0,119.0
Health Sciences,15,Monday,Fall,0.0,110.0
Health Sciences,15,Monday,Fall,1.0,
Health Sciences,15,Monday,Fall,2.0,719.0
Health Sciences,15,Monday,Spring,0.0,662.0
Health Sciences,15,Monday,Spring,1.0,514.0
Health Sciences,15,Monday,Spring,2.0,626.0
Health Sciences,15,Monday,Summer,0.0,565.0
Health Sciences,15,Monday,Summer,1.0,584.0
Health Sciences,15,Monday,Summer,2.0,
Health Sciences,15,Monday,Winter,0.0,182.0
Health Sciences,15,Monday,Winter,1.0,
Health Sciences,15,Monday,Winter,2.0,647.0
Health Sciences,15,Tuesday,Fall,0.0,
Health Sciences,15,Tuesday,Fall,1.0,
Health Sciences,15,Tuesday,Fall,2.0,867.0
Health Sciences,15,Tuesday,Spring,0.0,721.0
Health Sciences,15,Tuesday,Spring,1.0,729.0
Health Sciences,15,Tuesday,Spring,2.0,751.0
Health Sciences,15,Tuesday,Summer,0.0,669.0
Health Sciences,15,Tuesday,Summer,1.0,677.0
Health Sciences,15,Tuesday,Summer,2.0,
Health Sciences,15,Tuesday,Winter,0.0,259.0
Health Sciences,15,Tuesday,Winter,1.0,
Health Sciences,15,Tuesday,Winter,2.0,716.0
Health Sciences,15,Wednesday,Fall,0.0,672.0
Health Sciences,15,Wednesday,Fall,1.0,
Health Sciences,15,Wednesday,Fall,2.0,861.0
Health Sciences,15,Wednesday,Spring,0.0,733.0
Health Sciences,15,Wednesday,Spring,1.0,732.0
Health Sciences,15,Wednesday,Spring,2.0,728.0
Health Sciences,15,Wednesday,Summer,0.0,693.0
Health Sciences,15,Wednesday,Summer,1.0,682.0
Health Sciences,15,Wednesday,Summer,2.0,
Health Sciences,15,Wednesday,Winter,0.0,375.0
Health Sciences,15,Wednesday,Winter,1.0,
Health Sciences,15,Wednesday,Winter,2.0,722.0
Health Sciences,15,Thursday,Fall,0.0,666.0
Health Sciences,15,Thursday,Fall,1.0,
Health Sciences,15,Thursday,Fall,2.0,843.0
Health Sciences,15,Thursday,Spring,0.0,703.0
Health Sciences,15,Thursday,Spring,1.0,739.0
Health Sciences,15,Thursday,Spring,2.0,750.0
Health Sciences,15,Thursday,Summer,0.0,593.0
Health Sciences,15,Thursday,Summer,1.0,675.0
Health Sciences,15,Thursday,Summer,2.0,
Health Sciences,15,Thursday,Winter,0.0,375.0
Health Sciences,15,Thursday,Winter,1.0,
Health Sciences,15,Thursday,Winter,2.0,761.0
Health Sciences,15,Friday,Fall,0.0,546.0
Health Sciences,15,Friday,Fall,1.0,
Health Sciences,15,Friday,Fall,2.0,730.0
Health Sciences,15,Friday,Spring,0.0,612.0
Health Sciences,15,Friday,Spring,1.0,628.0
Health Sciences,15,Friday,Spring,2.0,605.0
Health Sciences,15,Friday,Summer,0.0,505.0
Health Sciences,15,Friday,Summer,1.0,599.0
Health Sciences,15,Friday,Summer,2.0,
Health Sciences,15,Friday,Winter,0.0,314.0
Health Sciences,15,Friday,Winter,1.0,
Health Sciences,15,Friday,Winter,2.0,653.0
Health Sciences,15,Saturday,Fall,0.0,158.0
Health Sciences,15,Saturday,Fall,1.0,
Health Sciences,15,Saturday,Fall,2.0,195.0
Health Sciences,15,Saturday,Spring,0.0,218.0
Health Sciences,15,Saturday,Spring,1.0,157.0
Health Sciences,15,Saturday,Spring,2.0,190.0
Health Sciences,15,Saturday,Summer,0.0,151.0
Health Sciences,15,Saturday,Summer,1.0,164.0
Health Sciences,15,Saturday,Summer,2.0,
Health Sciences,15,Saturday,Winter,0.0,104.0
Health Sciences,15,Saturday,Winter,1.0,
Health Sciences,15,Saturday,Winter,2.0,168.0
Health Sciences,15,Sunday,Fall,0.0,134.0
Health Sciences,15,Sunday,Fall,1.0,
Health Sciences,15,Sunday,Fall,2.0,146.0
Health Sciences,15,Sunday,Spring,0.0,135.0
Health Sciences,15,Sunday,Spring,1.0,137.0
Health Sciences,15,Sunday,Spring,2.0,171.0
Health Sciences,15,Sunday,Summer,0.0,135.0
Health Sciences,15,Sunday,Summer,1.0,140.0
Health Sciences,15,Sunday,Summer,2.0,
Health Sciences,15,Sunday,Winter,0.0,91.0
Health Sciences,15,Sunday,Winter,1.0,
Health Sciences,15,Sunday,Winter,2.0,130.0
Health Sciences,16,Monday,Fall,0.0,89.0
Health Sciences,16,Monday,Fall,1.0,
Health Sciences,16,Monday,Fall,2.0,588.0
Health Sciences,16,Monday,Spring,0.0,524.0
Health Sciences,16,Monday,Spring,1.0,405.0
Health Sciences,16,Monday,Spring,2.0,503.0
Health Sciences,16,Monday,Summer,0.0,433.0
Health Sciences,16,Monday,Summer,1.0,453.0
Health Sciences,16,Monday,Summer,2.0,
Health Sciences,16,Monday,Winter,0.0,134.0
Health Sciences,16,Monday,Winter,1.0,
Health Sciences,16,Monday,Winter,2.0,514.0
Health Sciences,16,Tuesday,Fall,0.0,
Health Sciences,16,Tuesday,Fall,1.0,
Health Sciences,16,Tuesday,Fall,2.0,700.0
