Timestamp,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd
2023-02-05 03:00:00,0.0020339526368587,0.0165330146857398,0.0034699459044675,0.0113980509473004,0.0999445137756572,0.0,0.0608881384153059
2023-02-05 04:00:00,0.0107705193442151,0.0170114860370499,0.0034584696215749,0.0108757387851046,0.1002172238362572,0.0,0.034655748585156
2023-02-05 05:00:00,0.0100030141814414,0.0185714119490909,0.0034584696215749,0.0110310400429206,0.0999445137756572,0.0,0.0136917376342648
2023-02-05 06:00:00,0.0088294072760361,0.0281430479228919,0.0010785315814015,0.0200204081713435,0.0999445137756572,0.0034642573315047,0.0120925339181477
2023-02-05 07:00:00,0.0185764572539766,0.032238099733564,0.0010840031187946,0.0508432455875463,0.0995118214746106,0.0047381621312278,0.0114674599452895
2023-02-05 08:00:00,0.0254221353607595,0.0418589748337834,0.0025472418200773,0.051375287490405,0.099546128676611,0.0202962039393324,0.0114674599452895
2023-02-05 09:00:00,0.0390820272901438,0.0514621976207021,0.0098656510156064,0.0573881552576957,0.100862114687655,0.056334593580728,0.0123674815946889
2023-02-05 10:00:00,0.0512880169136678,0.0569689810676986,0.0241984653715386,0.0674646861781127,0.1021825744710245,0.0747994464396286,0.0123674815946889
2023-02-05 11:00:00,0.0506509016787206,0.0520423469801146,0.0345221128202834,0.080353379347335,0.0989415412470653,0.0814156034099287,0.0130648529692837
2023-02-05 12:00:00,0.0516221452340803,0.0541842414918281,0.045603694021687,0.0862808004757379,0.1032873149566677,0.0807389510750504,0.0220318258278866
2023-02-05 13:00:00,0.0552240958707841,0.0567096620497513,0.0550769264027091,0.0966946203447463,0.102722996362376,0.0839111888031472,0.0378134068790193
2023-02-05 14:00:00,0.0685982698846795,0.0496612480572941,0.0622009973220265,0.0959399488645404,0.0963297804649496,0.0757826531916178,0.0596350447298859
2023-02-05 15:00:00,0.0697288068428196,0.0526838240261585,0.086751862361613,0.0972064635719744,0.105803317557336,0.0824079358587715,0.1828495384346243
2023-02-05 16:00:00,0.0920391812524889,0.0399045902891154,0.0892014804332197,0.0843404277049249,0.1086778038296701,0.0818142964044502,0.2442045589168783
2023-02-05 17:00:00,0.0608508321934615,0.0337374852634117,0.0528930776144286,0.0771458458461365,0.1153117744748449,0.0730159983378773,0.2828735380119877
