Metric,Fraser,Health Sciences,North,Rose,Thunderbird,University Lot Blvd,West
RMSE,61.602973048818406,88.50298894857441,78.08963558100089,78.83127721607225,182.3565356954028,24.42229378156795,86.40025730621498
MAE,39.73551117141527,44.35414479612283,43.828342763070175,43.9678471425015,80.09314466954118,14.86584858037717,46.61386515956495
MSE,3794.9262884534464,7832.7790528314845,6097.9911851735205,6214.370267517232,33253.90611082872,596.4484335532126,7465.004462580155
R-squared,0.7773734203503817,0.8996034238666131,0.8029769809423736,0.7734934619525504,0.6973021458213366,0.49547253217084364,0.8566467753925787
