occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
7.39,4.81,2.41,44.08,43.99

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-08-01,7,7,7,2.94,3.02,3.02,7,14
2023-08-02,0,0,0,0,0,0,0,0
2023-08-03,14,13,14,55.15,92.56,56.72,14,27
2023-08-04,8,9,9,54.88,36.07,87.81,9,17
2023-08-05,0,0,0,0,0,0,0,0
2023-08-06,0,0,0,0,0,0,0,0
2023-08-07,1,1,1,6.93,99.73,99.73,1,2
2023-08-08,1,1,1,7.17,103.28,103.28,1,2
2023-08-09,2,2,2,11.09,79.83,79.83,2,4
2023-08-10,0,0,0,0,0,0,0,0
2023-08-11,0,0,0,0,0,0,0,0
2023-08-12,0,0,0,0,0,0,0,0
2023-08-13,0,0,0,0,0,0,0,0
2023-08-14,2,2,2,12.18,87.68,87.68,2,4
2023-08-15,2,2,2,5.33,38.37,38.37,2,4
2023-08-16,0,0,0,0,0,0,0,0
2023-08-17,1,1,1,6.29,90.53,90.53,1,2
2023-08-18,0,0,0,0,0,0,0,0
2023-08-19,0,0,0,0,0,0,0,0
2023-08-20,0,0,0,0,0,0,0,0
2023-08-21,2,2,2,7.99,57.52,57.52,2,4
2023-08-22,1,1,1,8.35,120.2,120.2,1,2
2023-08-23,3,3,3,14.38,69.02,69.02,3,6
2023-08-24,2,2,2,9.15,65.88,65.88,2,4
2023-08-25,1,1,1,0.19,2.68,2.68,1,2
2023-08-26,3,3,3,4,19.19,19.19,3,6
2023-08-27,1,1,1,7.98,114.98,114.98,1,2
2023-08-28,4,4,4,6.73,24.23,24.23,4,8
2023-08-29,1,1,1,4.59,66.07,66.07,1,2
2023-08-30,2,2,2,10.13,72.93,72.93,2,4
2023-08-31,2,2,2,0.76,5.46,5.46,2,4
2023-09-01,2,2,2,3.98,28.64,28.64,2,4
2023-09-02,0,0,0,0,0,0,0,0
2023-09-03,0,0,0,0,0,0,0,0
2023-09-04,0,0,0,0,0,0,0,0
2023-09-05,2,2,2,16.44,118.38,118.38,2,4
2023-09-06,6,6,6,16.25,39.01,39.01,6,12
2023-09-07,4,4,4,4.34,15.62,15.62,4,8
2023-09-08,1,1,1,0.09,1.28,1.28,1,2
2023-09-09,2,2,2,18.93,136.31,136.31,2,4
2023-09-10,5,5,5,29.56,85.13,85.13,5,10
2023-09-11,4,4,4,6.54,23.55,23.55,4,8
2023-09-12,3,3,3,12.87,61.78,61.78,3,6
2023-09-13,2,2,2,16.71,120.31,120.31,2,4
2023-09-14,5,5,5,3.98,11.47,11.47,5,10
2023-09-15,1,1,1,2.34,8.32,33.77,1,2
2023-09-16,6,6,6,31.67,76.01,76.01,6,12
2023-09-17,6,6,6,18.76,45.01,45.01,6,12
2023-09-18,4,4,4,7.99,28.77,28.77,4,8
2023-09-19,4,4,4,3.24,11.65,11.65,4,8
2023-09-20,6,6,6,15.59,37.42,37.42,6,12
2023-09-21,2,2,2,7.68,55.3,55.3,2,4
2023-09-22,10,10,10,32.64,47.01,47.01,10,20
2023-09-23,7,7,7,15.92,32.76,32.76,7,14
2023-09-24,5,5,5,19.13,55.1,55.1,5,10
2023-09-25,4,4,4,4.77,17.17,17.17,4,8
2023-09-26,5,5,5,7.54,21.73,21.73,5,10
2023-09-27,4,4,4,7.53,27.1,27.1,4,8
2023-09-28,4,4,4,10.05,36.18,36.18,4,8
2023-09-29,1,1,1,0.37,5.37,5.37,1,2
2023-09-30,3,3,3,21.4,102.73,102.73,3,6
2023-10-01,2,2,2,22.66,163.18,163.18,2,4
2023-10-02,1,1,1,0.06,0.87,0.87,1,2
2023-10-03,4,4,4,7.19,25.89,25.89,4,8
2023-10-04,2,2,2,5.86,42.18,42.18,2,4
2023-10-05,4,4,4,8.54,30.75,30.75,4,8
2023-10-06,2,2,2,0.8,5.75,5.75,2,4
2023-10-07,1,1,1,0.12,1.72,1.72,1,2
2023-10-08,0,0,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0,0,0
2023-10-10,4,4,4,6.76,24.33,24.33,4,8
2023-10-11,5,5,5,2.44,7.04,7.04,5,10
2023-10-12,2,2,2,7.28,52.42,52.42,2,4
2023-10-13,4,4,4,10.91,39.29,39.29,4,8
2023-10-14,5,5,5,26.05,75.03,75.03,5,10
2023-10-15,5,5,5,22.99,66.22,66.22,5,10
2023-10-16,5,5,5,3.02,8.7,8.7,5,10
2023-10-17,5,5,5,8.09,23.29,23.29,5,10
2023-10-18,5,5,5,8.37,24.1,24.1,5,10
2023-10-19,2,2,2,6.21,44.7,44.7,2,4
2023-10-20,1,1,1,6.35,91.47,91.47,1,2
2023-10-21,4,4,4,25.64,92.29,92.29,4,8
2023-10-22,6,6,6,22.65,54.36,54.36,6,12
2023-10-23,2,2,2,6.92,49.86,49.86,2,4
2023-10-24,4,4,4,5.56,20.02,20.02,4,8
2023-10-25,4,4,4,6.57,23.66,23.66,4,8
2023-10-26,2,2,2,5.95,42.83,42.83,2,4
2023-10-27,0,0,0,0,0,0,0,0
2023-10-28,6,6,6,21.3,51.12,51.12,6,12
