occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
22.3,10.89,5.46,56.74,58.65

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-07-28,0,0,0,0,0,0,0,0
2023-07-29,2,1,2,79.59,0,573.05,2,3
2023-07-30,1,1,2,95.83,0,690,2,2
2023-07-31,4,4,5,58.33,0,168,5,8
2023-08-01,4,4,5,54.17,180.02,156.01,5,8
2023-08-02,4,5,5,41.25,135,118.79,5,9
2023-08-03,3,3,3,16.67,80.02,80.02,3,6
2023-08-04,8,7,8,18.92,48.3,34.06,8,15
2023-08-05,1,2,2,12.08,60,86.98,2,3
2023-08-06,6,6,6,58.33,140,140,6,12
2023-08-07,5,5,5,33.35,96.04,96.04,5,10
2023-08-08,20,20,20,38.37,27.63,27.63,20,40
2023-08-09,6,6,6,11.93,28.63,28.63,6,12
2023-08-10,4,4,4,0.57,2.05,2.05,4,8
2023-08-11,5,5,5,5.45,15.68,15.68,5,10
2023-08-12,2,2,2,13.3,95.78,95.78,2,4
2023-08-13,0,0,0,0,0,0,0,0
2023-08-14,4,4,4,13.24,47.67,47.67,4,8
2023-08-15,4,4,4,15.58,56.09,56.09,4,8
2023-08-16,1,1,1,0.17,2.4,2.4,1,2
2023-08-17,8,8,8,14.21,25.58,25.58,8,16
2023-08-18,4,4,4,10.36,37.29,37.29,4,8
2023-08-19,4,4,4,21.22,76.41,76.41,4,8
2023-08-20,2,2,2,6.55,47.16,47.16,2,4
2023-08-21,8,8,8,16.83,30.3,30.3,8,16
2023-08-22,10,10,10,34.22,49.28,49.28,10,20
2023-08-23,6,6,6,15.72,37.73,37.73,6,12
2023-08-24,10,10,10,43.58,62.76,62.76,10,20
2023-08-25,8,8,8,19.49,35.09,35.09,8,16
2023-08-26,6,6,6,26.61,63.85,63.85,6,12
2023-08-27,2,2,2,17.38,125.17,125.17,2,4
2023-08-28,11,11,11,45.22,59.2,59.2,11,22
2023-08-29,3,3,3,41.77,200.49,200.49,3,6
2023-08-30,4,4,4,50.65,182.34,182.34,4,8
2023-08-31,4,4,4,1.48,5.35,5.35,4,8
2023-09-01,2,2,2,8.47,60.98,60.98,2,4
2023-09-02,1,1,1,0.09,1.33,1.33,1,2
2023-09-03,1,1,1,11.37,163.78,163.78,1,2
2023-09-04,0,0,0,0,0,0,0,0
2023-09-05,7,7,7,16.2,33.33,33.33,7,14
2023-09-06,12,12,12,23.89,28.67,28.67,12,24
2023-09-07,9,9,9,42.72,68.35,68.35,9,18
2023-09-08,3,3,3,8.09,38.81,38.81,3,6
2023-09-09,6,6,6,18.5,44.39,44.39,6,12
2023-09-10,8,8,8,48.14,86.66,86.66,8,16
2023-09-11,5,5,5,13.76,39.63,39.63,5,10
2023-09-12,9,9,9,39.4,63.04,63.04,9,18
2023-09-13,4,4,4,20.59,74.14,74.14,4,8
2023-09-14,8,8,8,27.73,49.92,49.92,8,16
2023-09-15,4,4,4,15.73,56.63,56.63,4,8
2023-09-16,8,8,8,52.59,94.65,94.65,8,16
