occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
22.28,8.29,4.15,77.04,77.11

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-07-31,0,0,0,0,0,0,0,0
2023-08-01,6,5,6,53.62,475.85,128.69,6,11
2023-08-02,0,0,1,100,0,1440,1,0
2023-08-03,13,14,14,51.73,7.84,53.21,14,27
2023-08-04,3,3,3,3.19,15.32,15.32,3,6
2023-08-05,0,0,0,0,0,0,0,0
2023-08-06,1,1,1,13.82,199.05,199.05,1,2
2023-08-07,2,2,2,1.08,7.77,7.77,2,4
2023-08-08,4,4,4,1.11,3.98,3.98,4,8
2023-08-09,4,4,4,26.79,96.45,96.45,4,8
2023-08-10,3,3,3,1.04,5.01,5.01,3,6
2023-08-11,4,4,4,4.83,17.39,17.39,4,8
2023-08-12,1,1,1,2.41,34.67,34.67,1,2
2023-08-13,0,0,0,0,0,0,0,0
2023-08-14,4,4,4,14.25,51.3,51.3,4,8
2023-08-15,2,2,2,5.23,37.66,37.66,2,4
2023-08-16,1,1,1,1.06,15.27,15.27,1,2
2023-08-17,3,3,3,5.99,28.74,28.74,3,6
2023-08-18,4,4,4,9.87,35.52,35.52,4,8
2023-08-19,1,1,1,9.67,139.23,139.23,1,2
2023-08-20,0,0,0,0,0,0,0,0
2023-08-21,3,3,3,6.35,30.48,30.48,3,6
2023-08-22,4,4,4,6.9,24.83,24.83,4,8
2023-08-23,9,9,9,14.28,22.84,22.84,9,18
2023-08-24,3,3,3,8.74,41.94,41.94,3,6
2023-08-25,2,2,2,15.74,113.34,113.34,2,4
2023-08-26,3,3,3,16.19,77.73,77.73,3,6
2023-08-27,9,9,9,26.89,43.02,43.02,9,18
2023-08-28,7,7,7,6.66,13.69,13.69,7,14
2023-08-29,6,6,6,14.42,34.62,34.62,6,12
2023-08-30,5,5,5,15.98,46.03,46.03,5,10
2023-08-31,1,1,1,0.14,2,2,1,2
2023-09-01,6,6,6,1.68,4.04,4.04,6,12
2023-09-02,2,2,2,6.84,49.25,49.25,2,4
2023-09-03,0,0,0,0,0,0,0,0
2023-09-04,0,0,0,0,0,0,0,0
2023-09-05,2,2,2,12.07,86.88,86.88,2,4
2023-09-06,2,2,2,36.44,262.35,262.35,2,4
2023-09-07,7,7,7,19.24,39.57,39.57,7,14
2023-09-08,1,1,1,1.06,15.33,15.33,1,2
2023-09-09,6,6,6,18.28,43.88,43.88,6,12
2023-09-10,2,2,2,36.84,265.23,265.23,2,4
2023-09-11,11,11,11,19.26,25.21,25.21,11,22
2023-09-12,6,6,6,30.4,72.96,72.96,6,12
2023-09-13,4,4,4,36.8,132.47,132.47,4,8
2023-09-14,5,5,5,11.85,34.13,34.13,5,10
2023-09-15,7,7,7,28.74,59.12,59.12,7,14
2023-09-16,2,2,2,27.16,195.53,195.53,2,4
2023-09-17,3,3,3,17.81,85.49,85.49,3,6
2023-09-18,8,8,8,5.66,10.19,10.19,8,16
2023-09-19,2,2,2,17.22,124,124,2,4
2023-09-20,9,9,9,24.53,39.25,39.25,9,18
2023-09-21,4,4,4,26.2,94.33,94.33,4,8
2023-09-22,3,3,3,25.6,122.87,122.87,3,6
2023-09-23,5,5,5,27.39,78.88,78.88,5,10
2023-09-24,3,3,3,19.09,91.64,91.64,3,6
2023-09-25,7,7,7,26.13,53.74,53.74,7,14
2023-09-26,7,7,7,34.59,71.16,71.16,7,14
2023-09-27,5,5,5,27.75,79.93,79.93,5,10
2023-09-28,3,3,3,52.66,252.76,252.76,3,6
2023-09-29,2,2,2,21.19,152.6,152.6,2,4
2023-09-30,3,3,3,24.26,116.47,116.47,3,6
2023-10-01,5,5,5,17.89,51.51,51.51,5,10
2023-10-02,1,1,1,0.05,0.75,0.75,1,2
2023-10-03,5,5,5,24.78,71.37,71.37,5,10
2023-10-04,6,6,6,25.65,61.56,61.56,6,12
2023-10-05,7,7,7,20.14,41.43,41.43,7,14
2023-10-06,1,1,1,10.76,154.97,154.97,1,2
2023-10-07,4,4,4,17.07,61.47,61.47,4,8
2023-10-08,1,1,1,10.73,154.57,154.57,1,2
2023-10-09,1,1,1,0.12,1.7,1.7,1,2
2023-10-10,3,3,3,37.5,180.01,180.01,3,6
2023-10-11,6,6,6,29.8,71.52,71.52,6,12
2023-10-12,2,2,2,46.03,331.43,331.43,2,4
2023-10-13,3,3,3,8.24,39.56,39.56,3,6
2023-10-14,7,7,7,22.3,45.88,45.88,7,14
2023-10-15,3,3,3,18.41,88.36,88.36,3,6
2023-10-16,4,4,4,21.31,76.7,76.7,4,8
2023-10-17,3,3,3,49.34,236.84,236.84,3,6
2023-10-18,5,5,5,29.09,83.78,83.78,5,10
2023-10-19,6,6,6,34.94,83.86,83.86,6,12
2023-10-20,6,6,6,27.55,66.13,66.13,6,12
2023-10-21,8,8,8,28.53,51.35,51.35,8,16
2023-10-22,2,2,2,35.32,254.32,254.32,2,4
2023-10-23,5,5,5,24.51,70.59,70.59,5,10
2023-10-24,8,8,8,31.72,57.1,57.1,8,16
2023-10-25,11,11,11,24.58,32.17,32.17,11,22
2023-10-26,5,5,5,21.67,62.4,62.4,5,10
2023-10-27,7,7,7,35.77,73.58,73.58,7,14
2023-10-28,7,7,7,36.75,75.6,75.6,7,14
2023-10-29,5,5,5,19.55,56.3,56.3,5,10
2023-10-30,2,2,2,35.41,254.94,254.94,2,4
2023-10-31,4,4,4,16.25,58.49,58.49,4,8
2023-11-01,4,4,4,33.97,122.3,122.3,4,8
2023-11-02,6,6,6,22.12,53.08,53.08,6,12
2023-11-03,4,4,4,34.59,124.54,124.54,4,8
2023-11-04,3,3,3,23.9,114.73,114.73,3,6
2023-11-05,5,5,5,32.91,98.74,98.74,5,10
2023-11-06,4,4,4,19.57,70.44,70.44,4,8
2023-11-07,6,6,6,22.77,54.64,54.64,6,12
2023-11-08,5,5,5,19.87,57.22,57.22,5,10
2023-11-09,8,8,8,28.67,51.6,51.6,8,16
2023-11-10,5,5,5,16.18,46.59,46.59,5,10
2023-11-11,4,4,4,19.65,70.74,70.74,4,8
2023-11-12,2,2,2,10.32,74.29,74.29,2,4
2023-11-13,1,1,1,0.91,13.08,13.08,1,2
2023-11-14,5,5,5,33.03,95.12,95.12,5,10
2023-11-15,5,5,5,30.8,62.67,88.71,5,10
2023-11-16,5,5,5,11.74,33.82,33.82,5,10
2023-11-17,5,5,5,33,95.03,95.03,5,10
2023-11-18,2,2,2,24.13,173.7,173.7,2,4
2023-11-19,3,3,3,0.8,3.82,3.82,3,6
2023-11-20,1,1,1,38.37,552.57,552.57,1,2
2023-11-21,8,8,8,25.55,45.99,45.99,8,16
2023-11-22,3,3,3,36.87,176.97,176.97,3,6
2023-11-23,7,7,7,34.02,69.98,69.98,7,14
2023-11-24,5,5,5,30.44,87.65,87.65,5,10
2023-11-25,7,7,7,14.26,29.33,29.33,7,14
2023-11-26,3,3,3,18.2,87.37,87.37,3,6
2023-11-27,2,2,2,42.97,309.41,309.41,2,4
2023-11-28,3,3,3,21.4,102.73,102.73,3,6
2023-11-29,7,7,7,16.19,33.3,33.3,7,14
2023-11-30,3,3,3,46.38,222.6,222.6,3,6
2023-12-01,4,4,4,39.67,142.81,142.81,4,8
2023-12-02,4,4,4,19.21,69.16,69.16,4,8
2023-12-03,8,8,8,28.19,50.74,50.74,8,16
2023-12-04,6,6,6,31.49,75.57,75.57,6,12
2023-12-05,5,5,5,22.62,65.14,65.14,5,10
2023-12-06,5,5,5,23.22,66.87,66.87,5,10
2023-12-07,6,6,6,17.32,41.56,41.56,6,12
2023-12-08,4,4,4,23.72,85.38,85.38,4,8
2023-12-09,2,2,2,7.46,53.71,53.71,2,4
2023-12-10,2,2,2,9.2,66.23,66.23,2,4
2023-12-11,3,3,3,11.88,57.01,57.01,3,6
2023-12-12,6,6,6,25.19,60.47,60.47,6,12
2023-12-13,5,5,5,19.59,56.41,56.41,5,10
2023-12-14,4,4,4,18.24,65.66,65.66,4,8
2023-12-15,5,5,5,28.31,81.55,81.55,5,10
2023-12-16,2,2,2,26.07,187.68,187.68,2,4
2023-12-17,6,6,6,20.48,49.16,49.16,6,12
2023-12-18,2,2,2,11.1,79.94,79.94,2,4
2023-12-19,2,2,2,15.14,109.02,109.02,2,4
2023-12-20,2,2,2,8.73,62.84,62.84,2,4
2023-12-21,2,2,2,7.17,51.62,51.62,2,4
2023-12-22,1,1,1,5.18,74.62,74.62,1,2
2023-12-23,0,0,0,0,0,0,0,0
2023-12-24,0,0,0,0,0,0,0,0
2023-12-25,0,0,0,0,0,0,0,0
2023-12-26,0,0,0,0,0,0,0,0
2023-12-27,2,2,2,11.3,81.35,81.35,2,4
2023-12-28,2,2,2,6.36,45.81,45.81,2,4
2023-12-29,1,1,1,5.78,83.23,83.23,1,2
2023-12-30,1,1,1,5.2,74.9,74.9,1,2
2023-12-31,2,2,2,11.09,79.83,79.83,2,4
2024-01-01,1,1,1,0.93,13.35,13.35,1,2
2024-01-02,1,1,1,14.74,212.22,212.22,1,2
2024-01-03,2,2,2,20.59,148.23,148.23,2,4
2024-01-04,3,3,3,15.25,73.21,73.21,3,6
2024-01-05,2,2,2,12.28,88.43,88.43,2,4
2024-01-06,3,3,3,8.63,41.41,41.41,3,6
2024-01-07,2,2,2,14.15,101.91,101.91,2,4
2024-01-08,4,4,4,18.05,64.98,64.98,4,8
2024-01-09,3,3,3,14.57,69.93,69.93,3,6
2024-01-10,4,4,4,9.09,32.72,32.72,4,8
2024-01-11,5,5,5,22.86,65.83,65.83,5,10
2024-01-12,6,6,6,33.57,80.57,80.57,6,12
2024-01-13,6,6,6,10.73,25.75,25.75,6,12
2024-01-15,6,6,6,36.29,71.18,87.09,6,12
2024-01-16,7,7,7,28.85,59.35,59.35,7,14
2024-01-17,1,1,1,7.16,103.12,103.12,1,2
2024-01-18,1,1,1,4.2,60.45,60.45,1,2
2024-01-19,5,5,5,34.1,98.22,98.22,5,10
2024-01-20,7,7,7,46.2,95.03,95.03,7,14
2024-01-21,3,3,3,41.03,196.97,196.97,3,6
2024-01-22,3,3,3,25.18,120.86,120.86,3,6
2024-01-23,6,6,6,41.76,100.22,100.22,6,12
