occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
16.4,9.89,4.95,47.52,47.6

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-07-31,0,0,0,0,0,0,0,0
2023-08-01,2,1,2,49.58,1398.49,357.01,2,3
2023-08-02,0,0,1,100,0,1440,1,0
2023-08-03,0,1,1,44.65,0,642.97,1,1
2023-08-04,0,0,0,0,0,0,0,0
2023-08-05,0,0,0,0,0,0,0,0
2023-08-06,2,2,2,5.63,40.57,40.57,2,4
2023-08-07,4,4,4,16.13,58.05,58.05,4,8
2023-08-08,4,4,4,14.99,53.96,53.96,4,8
2023-08-09,3,3,3,10.86,52.12,52.12,3,6
2023-08-10,4,4,4,1.15,4.14,4.14,4,8
2023-08-11,3,3,3,10.7,51.37,51.37,3,6
2023-08-12,4,4,4,9.39,33.82,33.82,4,8
2023-08-13,1,1,1,0.33,4.82,4.82,1,2
2023-08-14,6,6,6,19.69,47.27,47.27,6,12
2023-08-15,3,3,3,12.31,59.09,59.09,3,6
2023-08-16,1,1,1,1.43,20.62,20.62,1,2
2023-08-17,3,3,3,11.44,54.92,54.92,3,6
2023-08-18,2,2,2,4.77,34.36,34.36,2,4
2023-08-19,0,0,0,0,0,0,0,0
2023-08-20,4,4,4,7.95,28.6,28.6,4,8
2023-08-21,6,6,6,24.22,58.13,58.13,6,12
2023-08-22,9,9,9,19.19,30.7,30.7,9,18
2023-08-23,3,3,3,12.8,61.44,61.44,3,6
2023-08-24,4,4,4,15.1,54.38,54.38,4,8
2023-08-25,1,1,1,16.51,237.75,237.75,1,2
2023-08-26,8,8,8,27.37,49.27,49.27,8,16
2023-08-27,2,2,2,3.25,23.39,23.39,2,4
2023-08-28,7,7,7,18.74,38.54,38.54,7,14
2023-08-29,3,3,3,13.31,63.87,63.87,3,6
2023-08-30,5,5,5,17.88,51.5,51.5,5,10
2023-08-31,2,2,2,0.92,6.59,6.59,2,4
2023-09-01,1,1,1,0.55,7.9,7.9,1,2
2023-09-02,0,0,0,0,0,0,0,0
2023-09-03,0,0,0,0,0,0,0,0
2023-09-04,3,3,3,9.18,44.06,44.06,3,6
2023-09-05,8,8,8,14.84,26.72,26.72,8,16
2023-09-06,6,6,6,14.62,35.1,35.1,6,12
2023-09-07,9,9,9,17.62,28.19,28.19,9,18
2023-09-08,2,2,2,8.65,62.28,62.28,2,4
2023-09-09,11,11,11,18.47,24.18,24.18,11,22
2023-09-10,5,5,5,32.94,94.86,94.86,5,10
2023-09-11,5,5,5,16.93,48.76,48.76,5,10
2023-09-12,12,12,12,14.94,17.92,17.92,12,24
2023-09-13,12,12,12,16.84,20.21,20.21,12,24
2023-09-14,4,4,4,19.91,71.69,71.69,4,8
2023-09-15,4,4,4,14.34,51.63,51.63,4,8
2023-09-16,10,10,10,33.32,47.98,47.98,10,20
2023-09-17,8,8,8,29.23,52.61,52.61,8,16
2023-09-18,11,11,11,30.14,39.45,39.45,11,22
2023-09-19,13,13,13,14.02,15.53,15.53,13,26
2023-09-20,5,5,5,17.83,51.34,51.34,5,10
2023-09-21,5,5,5,16.07,46.29,46.29,5,10
2023-09-22,2,2,2,22.79,164.1,164.1,2,4
2023-09-23,9,9,9,35.89,57.43,57.43,9,18
2023-09-24,6,6,6,36.35,87.25,87.25,6,12
2023-09-25,7,7,7,10,20.58,20.58,7,14
2023-09-26,7,7,7,14.8,30.44,30.44,7,14
2023-09-27,10,10,10,12.18,17.54,17.54,10,20
2023-09-28,6,6,6,22.48,53.95,53.95,6,12
2023-09-29,4,4,4,18.32,65.97,65.97,4,8
2023-09-30,7,7,7,35.4,72.82,72.82,7,14
2023-10-01,5,5,5,25.99,74.85,74.85,5,10
2023-10-02,3,3,3,2.62,12.57,12.57,3,6
2023-10-03,7,7,7,15.01,30.88,30.88,7,14
2023-10-04,7,7,7,12.61,25.94,25.94,7,14
2023-10-05,5,5,5,17.89,51.52,51.52,5,10
2023-10-06,3,3,3,20.11,96.55,96.55,3,6
2023-10-07,2,2,2,1.26,9.07,9.07,2,4
2023-10-08,0,0,0,0,0,0,0,0
2023-10-09,1,1,1,4.9,70.57,70.57,1,2
2023-10-10,6,6,6,12.38,29.7,29.7,6,12
2023-10-11,10,10,10,21.85,31.47,31.47,10,20
2023-10-12,9,9,9,10.65,17.04,17.04,9,18
2023-10-13,6,6,6,13.18,31.63,31.63,6,12
2023-10-14,10,10,10,27.48,39.58,39.58,10,20
2023-10-15,6,6,6,35.67,85.61,85.61,6,12
2023-10-16,6,6,6,13.14,31.53,31.53,6,12
2023-10-17,9,9,9,11.84,18.94,18.94,9,18
2023-10-18,7,7,7,22.23,45.73,45.73,7,14
2023-10-19,6,6,6,15.08,36.19,36.19,6,12
2023-10-20,2,2,2,20.73,149.28,149.28,2,4
2023-10-21,5,5,5,40.14,115.6,115.6,5,10
2023-10-22,9,9,9,39.67,63.48,63.48,9,18
2023-10-23,6,6,6,12.04,28.89,28.89,6,12
2023-10-24,9,9,9,21.38,34.21,34.21,9,18
2023-10-25,9,9,9,18.2,29.12,29.12,9,18
2023-10-26,8,8,8,10.07,18.12,18.12,8,16
2023-10-27,6,6,6,15.03,36.08,36.08,6,12
2023-10-28,3,3,3,38.28,183.76,183.76,3,6
2023-10-29,7,7,7,25.93,53.35,53.35,7,14
2023-10-30,7,7,7,9.75,20.05,20.05,7,14
2023-10-31,1,1,1,0.09,1.35,1.35,1,2
2023-11-01,10,10,10,18.74,26.98,26.98,10,20
2023-11-02,4,4,4,12.85,46.27,46.27,4,8
2023-11-03,4,4,4,18.88,67.96,67.96,4,8
2023-11-04,6,6,6,34.75,83.39,83.39,6,12
2023-11-05,10,10,10,40.67,61.01,61.01,10,20
2023-11-06,6,6,6,16.25,38.99,38.99,6,12
2023-11-07,9,9,9,18.96,30.34,30.34,9,18
2023-11-08,6,6,6,22.71,54.51,54.51,6,12
2023-11-09,11,11,11,11.77,15.4,15.4,11,22
2023-11-10,6,6,6,18.49,44.38,44.38,6,12
2023-11-11,9,9,9,38.15,61.04,61.04,9,18
2023-11-12,5,5,5,44.5,128.15,128.15,5,10
2023-11-13,13,13,13,26.46,29.31,29.31,13,26
2023-11-14,4,4,4,8.42,30.33,30.33,4,8
2023-11-15,12,12,12,19.76,19.1,23.71,12,24
2023-11-16,4,4,4,15.44,55.58,55.58,4,8
2023-11-17,5,5,5,12.98,37.38,37.38,5,10
2023-11-18,6,6,6,31.13,74.72,74.72,6,12
2023-11-19,7,7,7,34.98,71.95,71.95,7,14
2023-11-20,9,9,9,16.08,25.72,25.72,9,18
2023-11-21,8,8,8,16.78,30.2,30.2,8,16
2023-11-22,11,11,11,22.79,29.84,29.84,11,22
2023-11-23,5,5,5,16.99,48.93,48.93,5,10
2023-11-24,4,4,4,20.03,72.13,72.13,4,8
2023-11-25,13,13,13,21.89,24.25,24.25,13,26
2023-11-26,8,8,8,41.51,74.72,74.72,8,16
2023-11-27,4,4,4,10.52,37.87,37.87,4,8
2023-11-28,3,3,3,18.46,88.59,88.59,3,6
2023-11-29,2,2,2,21.41,154.14,154.14,2,4
2023-11-30,5,5,5,9.91,28.53,28.53,5,10
2023-12-01,6,6,6,20.67,49.62,49.62,6,12
2023-12-02,7,7,7,28.81,59.27,59.27,7,14
2023-12-03,6,6,6,35.53,85.28,85.28,6,12
2023-12-04,2,2,2,11.35,81.7,81.7,2,4
2023-12-05,6,6,6,8.09,19.41,19.41,6,12
2023-12-06,11,11,11,15.21,19.91,19.91,11,22
2023-12-07,6,6,6,11.7,28.09,28.09,6,12
2023-12-08,3,3,3,6.2,29.74,29.74,3,6
2023-12-09,6,6,6,13.45,32.28,32.28,6,12
2023-12-10,6,6,6,34.51,82.81,82.81,6,12
2023-12-11,2,2,2,8.44,60.77,60.77,2,4
2023-12-12,4,4,4,7.98,28.75,28.75,4,8
2023-12-13,4,4,4,10.3,37.08,37.08,4,8
2023-12-14,4,4,4,15,53.99,53.99,4,8
2023-12-15,4,4,4,16.48,45.73,59.33,4,8
2023-12-16,6,6,6,39.14,93.94,93.94,6,12
2023-12-17,9,9,9,34.29,54.86,54.86,9,18
2023-12-18,3,3,3,0.89,4.26,4.26,3,6
2023-12-19,0,0,0,0,0,0,0,0
2023-12-20,1,1,1,1.95,28.1,28.1,1,2
2023-12-21,1,1,1,0.06,0.88,0.88,1,2
2023-12-22,2,2,2,5.64,40.62,40.62,2,4
2023-12-23,2,2,2,9.12,65.63,65.63,2,4
2023-12-24,1,1,1,0.07,1.05,1.05,1,2
2023-12-25,2,2,2,4.26,30.69,30.69,2,4
2023-12-26,0,0,0,0,0,0,0,0
2023-12-27,1,1,1,0.07,1.07,1.07,1,2
2023-12-28,0,0,0,0,0,0,0,0
2023-12-29,1,1,1,1.33,19.18,19.18,1,2
2023-12-30,1,1,1,10.59,152.43,152.43,1,2
2023-12-31,0,0,0,0,0,0,0,0
2024-01-01,0,0,0,0,0,0,0,0
2024-01-02,2,2,2,11.27,81.16,81.16,2,4
2024-01-03,0,0,0,0,0,0,0,0
2024-01-04,0,0,0,0,0,0,0,0
2024-01-05,1,1,1,13.23,190.58,190.58,1,2
2024-01-06,0,0,0,0,0,0,0,0
2024-01-07,0,0,0,0,0,0,0,0
2024-01-08,10,10,10,12.93,18.62,18.62,10,20
2024-01-09,4,4,4,12.8,46.09,46.09,4,8
2024-01-10,9,9,9,15.87,25.39,25.39,9,18
2024-01-11,0,0,0,0,0,0,0,0
2024-01-12,1,1,1,1.64,23.57,23.57,1,2
2024-01-13,0,0,0,0,0,0,0,0
2024-01-15,4,4,4,2.22,7.98,7.98,4,8
2024-01-16,1,1,1,0.05,0.7,0.7,1,2
2024-01-17,0,0,0,0,0,0,0,0
2024-01-18,0,0,0,0,0,0,0,0
