occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
1.08,0.54,0.27,46.47,57.79

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2022-09-22,2,2,2,0.17,0,1.07,2,4
2022-09-23,0,0,0,0,0,0,0,0
2022-09-24,1,1,1,0.08,0,1.18,1,2
2022-09-25,1,1,1,4.52,0,65.08,1,2
2022-09-26,0,0,0,0,0,0,0,0
2022-09-27,2,2,2,10.84,0,78.04,2,4
2022-09-28,2,2,2,0.1,0,0.73,2,4
2022-09-29,0,0,0,0,0,0,0,0
2022-09-30,0,0,0,0,0,0,0,0
2022-10-01,0,0,0,0,0,0,0,0
2022-10-02,0,0,0,0,0,0,0,0
2022-10-03,0,0,0,0,0,0,0,0
2022-10-04,0,0,0,0,0,0,0,0
2022-10-05,0,0,0,0,0,0,0,0
2022-10-06,0,0,0,0,0,0,0,0
2022-10-07,0,0,0,0,0,0,0,0
2022-10-08,0,0,0,0,0,0,0,0
2022-10-09,1,1,1,6.16,0,88.68,1,2
2022-10-10,0,0,0,0,0,0,0,0
2022-10-11,0,0,0,0,0,0,0,0
2022-10-12,0,0,0,0,0,0,0,0
2022-10-13,0,0,0,0,0,0,0,0
2022-10-14,0,0,0,0,0,0,0,0
2022-10-15,0,0,0,0,0,0,0,0
2022-10-16,0,0,0,0,0,0,0,0
2022-10-17,0,0,0,0,0,0,0,0
2022-10-18,0,0,0,0,0,0,0,0
2022-10-19,0,0,0,0,0,0,0,0
2022-10-20,0,0,0,0,0,0,0,0
2022-10-21,1,1,1,0.46,0,6.62,1,2
2022-10-22,0,0,0,0,0,0,0,0
2022-10-23,0,0,0,0,0,0,0,0
2022-10-24,1,1,1,0.43,0,6.13,1,2
2022-10-25,0,0,0,0,0,0,0,0
2022-10-26,0,0,0,0,0,0,0,0
2022-10-27,2,2,2,1.67,0,12.03,2,4
2022-10-28,0,0,0,0,0,0,0,0
2022-10-29,0,0,0,0,0,0,0,0
2022-10-30,0,0,0,0,0,0,0,0
2022-10-31,0,0,0,0,0,0,0,0
2022-11-01,0,0,0,0,0,0,0,0
2022-11-02,0,0,0,0,0,0,0,0
2022-11-03,0,0,0,0,0,0,0,0
2022-11-04,0,0,0,0,0,0,0,0
2022-11-05,0,0,0,0,0,0,0,0
2022-11-06,0,0,0,0,0,0,0,0
2022-11-07,1,1,1,1.41,0,20.33,1,2
2022-11-08,0,0,0,0,0,0,0,0
2022-11-09,0,0,0,0,0,0,0,0
2022-11-10,0,0,0,0,0,0,0,0
2022-11-11,0,0,0,0,0,0,0,0
2022-11-12,1,1,1,5.7,0,82.07,1,2
2022-11-13,1,1,1,0.12,0,1.68,1,2
2022-11-14,0,0,0,0,0,0,0,0
2022-11-15,0,0,0,0,0,0,0,0
2022-11-16,0,0,0,0,0,0,0,0
2022-11-17,0,0,0,0,0,0,0,0
2022-11-18,0,0,0,0,0,0,0,0
2022-11-19,0,0,0,0,0,0,0,0
2022-11-20,0,0,0,0,0,0,0,0
2022-11-21,0,0,0,0,0,0,0,0
2022-11-22,0,0,0,0,0,0,0,0
2022-11-23,0,0,0,0,0,0,0,0
2022-11-24,0,0,0,0,0,0,0,0
2022-11-25,0,0,0,0,0,0,0,0
2022-11-26,0,0,0,0,0,0,0,0
2022-11-27,0,0,0,0,0,0,0,0
2022-11-28,0,0,0,0,0,0,0,0
2022-11-29,0,0,0,0,0,0,0,0
2022-11-30,0,0,0,0,0,0,0,0
2022-12-01,3,3,3,50,0,240.01,3,6
2022-12-02,1,1,1,8.33,0,120,1,2
2022-12-03,0,0,0,0,0,0,0,0
2022-12-04,0,0,0,0,0,0,0,0
2022-12-05,0,0,0,0,0,0,0,0
2022-12-06,1,1,1,1.35,0,19.5,1,2
2022-12-07,0,0,0,0,0,0,0,0
2022-12-08,0,0,0,0,0,0,0,0
2022-12-09,0,0,0,0,0,0,0,0
2022-12-10,0,0,0,0,0,0,0,0
2022-12-11,0,0,0,0,0,0,0,0
2022-12-12,0,0,0,0,0,0,0,0
2022-12-13,0,0,0,0,0,0,0,0
2022-12-14,0,0,0,0,0,0,0,0
2022-12-15,0,0,0,0,0,0,0,0
2022-12-16,0,0,0,0,0,0,0,0
2022-12-17,0,0,0,0,0,0,0,0
2022-12-18,0,0,0,0,0,0,0,0
2022-12-19,0,0,0,0,0,0,0,0
2022-12-20,0,0,0,0,0,0,0,0
2022-12-21,0,0,0,0,0,0,0,0
2022-12-22,0,0,0,0,0,0,0,0
2022-12-23,0,0,0,0,0,0,0,0
2022-12-24,0,0,0,0,0,0,0,0
2022-12-25,0,0,0,0,0,0,0,0
2022-12-26,0,0,0,0,0,0,0,0
2022-12-27,0,0,0,0,0,0,0,0
2022-12-28,0,0,0,0,0,0,0,0
2022-12-29,0,0,0,0,0,0,0,0
2022-12-30,0,0,0,0,0,0,0,0
2022-12-31,0,0,0,0,0,0,0,0
2023-01-01,0,0,0,0,0,0,0,0
2023-01-02,0,0,0,0,0,0,0,0
2023-01-03,0,0,0,0,0,0,0,0
2023-01-04,0,0,0,0,0,0,0,0
2023-01-05,0,0,0,0,0,0,0,0
2023-01-06,1,1,1,7.73,111.27,111.27,1,2
2023-01-07,1,1,1,0.27,3.95,3.95,1,2
2023-01-08,0,0,0,0,0,0,0,0
2023-01-09,2,2,2,11.13,80.14,80.14,2,4
2023-01-10,1,1,1,2.47,35.55,35.55,1,2
2023-01-11,0,0,0,0,0,0,0,0
2023-01-12,1,1,1,2.37,34.07,34.07,1,2
2023-01-13,0,0,0,0,0,0,0,0
2023-01-14,1,1,1,6.84,98.48,98.48,1,2
2023-01-15,0,0,0,0,0,0,0,0
2023-01-16,1,1,1,11.43,164.55,164.55,1,2
2023-01-17,1,1,1,1.17,16.83,16.83,1,2
2023-01-18,0,0,0,0,0,0,0,0
2023-01-19,0,0,0,0,0,0,0,0
2023-01-20,0,0,0,0,0,0,0,0
2023-01-21,0,0,0,0,0,0,0,0
2023-01-22,0,0,0,0,0,0,0,0
2023-01-23,0,0,0,0,0,0,0,0
2023-01-24,0,0,0,0,0,0,0,0
2023-01-25,0,0,0,0,0,0,0,0
2023-01-26,0,0,0,0,0,0,0,0
2023-01-27,0,0,0,0,0,0,0,0
2023-01-28,0,0,0,0,0,0,0,0
2023-01-29,0,0,0,0,0,0,0,0
2023-01-30,0,0,0,0,0,0,0,0
2023-01-31,0,0,0,0,0,0,0,0
2023-02-01,0,0,0,0,0,0,0,0
2023-02-02,2,2,2,1.39,10.02,10.02,2,4
2023-02-03,0,0,0,0,0,0,0,0
2023-02-04,0,0,0,0,0,0,0,0
2023-02-05,0,0,0,0,0,0,0,0
2023-02-06,1,1,1,0.08,1.08,1.08,1,2
2023-02-07,0,0,0,0,0,0,0,0
2023-02-08,0,0,0,0,0,0,0,0
2023-02-09,0,0,0,0,0,0,0,0
2023-02-10,0,0,0,0,0,0,0,0
2023-02-11,0,0,0,0,0,0,0,0
2023-02-12,0,0,0,0,0,0,0,0
2023-02-13,1,1,1,12.77,183.93,183.93,1,2
2023-02-14,0,0,0,0,0,0,0,0
2023-02-15,0,0,0,0,0,0,0,0
2023-02-16,0,0,0,0,0,0,0,0
2023-02-17,0,0,0,0,0,0,0,0
2023-02-18,0,0,0,0,0,0,0,0
2023-02-19,0,0,0,0,0,0,0,0
2023-02-20,0,0,0,0,0,0,0,0
2023-02-21,0,0,0,0,0,0,0,0
2023-02-22,0,0,0,0,0,0,0,0
2023-02-23,0,0,0,0,0,0,0,0
2023-02-24,0,0,0,0,0,0,0,0
2023-02-25,0,0,0,0,0,0,0,0
2023-02-26,0,0,0,0,0,0,0,0
2023-02-27,0,0,0,0,0,0,0,0
2023-02-28,0,0,0,0,0,0,0,0
2023-03-01,0,0,0,0,0,0,0,0
2023-03-02,0,0,0,0,0,0,0,0
2023-03-03,0,0,0,0,0,0,0,0
2023-03-04,1,1,1,1.57,22.63,22.63,1,2
2023-03-05,0,0,0,0,0,0,0,0
2023-03-06,2,2,2,0.63,4.53,4.53,2,4
2023-03-07,0,0,0,0,0,0,0,0
2023-03-08,0,0,0,0,0,0,0,0
2023-03-09,2,2,2,7.18,51.68,51.68,2,4
2023-03-10,0,0,0,0,0,0,0,0
2023-03-11,1,1,1,9.67,139.25,139.25,1,2
2023-03-12,1,1,1,10.29,142.07,142.07,1,2
2023-03-13,0,0,0,0,0,0,0,0
2023-03-14,0,0,0,0,0,0,0,0
2023-03-15,0,0,0,0,0,0,0,0
2023-03-16,0,0,0,0,0,0,0,0
2023-03-17,0,0,0,0,0,0,0,0
2023-03-18,1,1,1,11.22,161.62,161.62,1,2
2023-03-19,1,1,1,10.01,144.08,144.08,1,2
2023-03-20,1,1,1,0.28,4.05,4.05,1,2
2023-03-21,1,1,1,4.36,62.85,62.85,1,2
2023-03-22,0,0,0,0,0,0,0,0
2023-03-23,0,0,0,0,0,0,0,0
2023-03-24,1,1,1,1.39,20.05,20.05,1,2
2023-03-25,1,1,1,0.14,1.98,1.98,1,2
2023-03-26,0,0,0,0,0,0,0,0
2023-03-27,0,0,0,0,0,0,0,0
2023-03-28,0,0,0,0,0,0,0,0
2023-03-29,1,1,1,0.6,8.6,8.6,1,2
2023-03-30,0,0,0,0,0,0,0,0
2023-03-31,0,0,0,0,0,0,0,0
2023-04-01,0,0,0,0,0,0,0,0
2023-04-02,0,0,0,0,0,0,0,0
2023-04-03,0,0,0,0,0,0,0,0
2023-04-04,0,0,0,0,0,0,0,0
2023-04-05,1,1,1,0.8,11.53,11.53,1,2
2023-04-06,0,0,0,0,0,0,0,0
2023-04-07,0,0,0,0,0,0,0,0
2023-04-08,0,0,0,0,0,0,0,0
2023-04-09,0,0,0,0,0,0,0,0
2023-04-10,0,0,0,0,0,0,0,0
2023-04-11,0,0,0,0,0,0,0,0
2023-04-12,0,0,0,0,0,0,0,0
2023-04-13,1,1,1,5.87,84.47,84.47,1,2
2023-04-14,0,0,0,0,0,0,0,0
2023-04-15,0,0,0,0,0,0,0,0
2023-04-16,0,0,0,0,0,0,0,0
2023-04-17,0,0,0,0,0,0,0,0
2023-04-18,0,0,0,0,0,0,0,0
2023-04-19,0,0,0,0,0,0,0,0
2023-04-20,1,1,1,0.72,10.3,10.3,1,2
2023-04-21,0,0,0,0,0,0,0,0
2023-04-22,0,0,0,0,0,0,0,0
2023-04-23,0,0,0,0,0,0,0,0
2023-04-24,0,0,0,0,0,0,0,0
2023-04-25,0,0,0,0,0,0,0,0
2023-04-26,0,0,0,0,0,0,0,0
2023-04-27,0,0,0,0,0,0,0,0
2023-04-28,0,0,0,0,0,0,0,0
2023-04-29,0,0,0,0,0,0,0,0
2023-04-30,1,1,1,0.52,7.55,7.55,1,2
2023-05-01,0,0,0,0,0,0,0,0
2023-05-02,0,0,0,0,0,0,0,0
2023-05-03,1,1,1,0.11,1.65,1.65,1,2
2023-05-04,2,2,2,0.81,5.83,5.83,2,4
2023-05-05,1,1,1,0.3,4.28,4.28,1,2
2023-05-06,0,0,0,0,0,0,0,0
2023-05-07,0,0,0,0,0,0,0,0
2023-05-08,0,0,0,0,0,0,0,0
2023-05-09,0,0,0,0,0,0,0,0
2023-05-10,0,0,0,0,0,0,0,0
2023-05-11,0,0,0,0,0,0,0,0
2023-05-12,0,0,0,0,0,0,0,0
2023-05-13,0,0,0,0,0,0,0,0
2023-05-14,0,0,0,0,0,0,0,0
2023-05-15,1,1,1,2.09,30.07,30.07,1,2
2023-05-16,0,0,0,0,0,0,0,0
2023-05-17,0,0,0,0,0,0,0,0
2023-05-18,1,1,1,3.13,45.12,45.12,1,2
2023-05-19,3,3,3,1.86,8.93,8.93,3,6
2023-05-20,0,0,0,0,0,0,0,0
