occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
13.63,7,3.5,56.01,56.01

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-07-31,0,0,0,0,0,0,0,0
2023-08-01,2,2,2,2.69,19.38,19.38,2,4
2023-08-02,0,0,0,0,0,0,0,0
2023-08-03,7,7,7,29.92,61.54,61.54,7,14
2023-08-04,3,3,3,1.63,7.8,7.8,3,6
2023-08-05,0,0,0,0,0,0,0,0
2023-08-06,1,1,1,6.17,88.88,88.88,1,2
2023-08-07,2,2,2,10.42,75.03,75.03,2,4
2023-08-08,7,7,7,10.63,21.87,21.87,7,14
2023-08-09,4,4,4,10.96,39.46,39.46,4,8
2023-08-10,5,5,5,0.83,2.4,2.4,5,10
2023-08-11,3,3,3,1.35,6.49,6.49,3,6
2023-08-12,2,2,2,4.49,32.32,32.32,2,4
2023-08-13,0,0,0,0,0,0,0,0
2023-08-14,5,5,5,11.84,34.1,34.1,5,10
2023-08-15,12,12,12,14.14,16.97,16.97,12,24
2023-08-16,6,6,6,3.45,8.29,8.29,6,12
2023-08-17,5,5,5,13.54,38.98,38.98,5,10
2023-08-18,2,2,2,0.78,5.63,5.63,2,4
2023-08-19,0,0,0,0,0,0,0,0
2023-08-20,0,0,0,0,0,0,0,0
2023-08-21,5,5,5,15.01,43.22,43.22,5,10
2023-08-22,4,4,4,6.23,22.43,22.43,4,8
2023-08-23,6,6,6,16.86,40.46,40.46,6,12
2023-08-24,8,8,8,16.98,30.57,30.57,8,16
2023-08-25,3,3,3,17.78,85.35,85.35,3,6
2023-08-26,8,8,8,38.76,69.78,69.78,8,16
2023-08-27,10,10,10,9.41,13.55,13.55,10,20
2023-08-28,4,4,4,13.71,49.36,49.36,4,8
2023-08-29,6,6,6,13.76,33.02,33.02,6,12
2023-08-30,8,8,8,15.53,27.95,27.95,8,16
2023-08-31,4,4,4,1.65,5.93,5.93,4,8
2023-09-01,3,3,3,2.02,9.67,9.67,3,6
2023-09-02,0,0,0,0,0,0,0,0
2023-09-03,0,0,0,0,0,0,0,0
2023-09-04,1,1,1,3.43,49.33,49.33,1,2
2023-09-05,3,3,3,16.41,78.78,78.78,3,6
2023-09-06,6,6,6,15.64,37.53,37.53,6,12
2023-09-07,11,11,11,24.4,31.94,31.94,11,22
2023-09-08,1,1,1,4.9,70.62,70.62,1,2
2023-09-09,8,8,8,23.31,41.95,41.95,8,16
2023-09-10,6,6,6,28.71,68.9,68.9,6,12
2023-09-11,4,4,4,7.97,28.69,28.69,4,8
2023-09-12,5,5,5,21.02,60.53,60.53,5,10
2023-09-13,2,2,2,14.27,102.71,102.71,2,4
2023-09-14,3,3,3,13.96,66.99,66.99,3,6
2023-09-15,3,3,3,17.8,85.42,85.42,3,6
2023-09-16,5,5,5,25.64,73.83,73.83,5,10
2023-09-17,5,5,5,32.05,92.32,92.32,5,10
2023-09-18,3,3,3,5.65,27.12,27.12,3,6
2023-09-19,5,5,5,10.39,29.92,29.92,5,10
2023-09-20,3,3,3,18.24,87.56,87.56,3,6
2023-09-21,2,2,2,5.14,36.98,36.98,2,4
2023-09-22,3,3,3,32.83,157.58,157.58,3,6
2023-09-23,3,3,3,30.79,147.8,147.8,3,6
2023-09-24,15,15,15,22.96,22.04,22.04,15,30
2023-09-25,5,5,5,13.42,38.66,38.66,5,10
2023-09-26,6,6,6,19.02,45.64,45.64,6,12
2023-09-27,6,6,6,21.14,50.75,50.75,6,12
2023-09-28,3,3,3,7.76,37.23,37.23,3,6
2023-09-29,7,7,7,14.58,30,30,7,14
2023-09-30,7,7,7,29.09,59.84,59.84,7,14
2023-10-01,4,4,4,18.8,67.67,67.67,4,8
2023-10-02,2,2,2,2.71,19.5,19.5,2,4
2023-10-03,4,4,4,12.09,43.53,43.53,4,8
2023-10-04,4,4,4,8.89,32.02,32.02,4,8
2023-10-05,5,5,5,9.58,27.6,27.6,5,10
2023-10-06,3,3,3,10.59,50.81,50.81,3,6
2023-10-07,2,2,2,11.41,82.15,82.15,2,4
2023-10-08,0,0,0,0,0,0,0,0
2023-10-09,0,0,0,0,0,0,0,0
2023-10-10,3,3,3,10.83,51.96,51.96,3,6
2023-10-11,5,5,5,11.23,32.35,32.35,5,10
2023-10-12,6,6,6,9.57,22.97,22.97,6,12
2023-10-13,4,4,4,23.47,84.48,84.48,4,8
2023-10-14,7,7,7,26.91,55.35,55.35,7,14
2023-10-15,3,3,3,21.58,103.61,103.61,3,6
2023-10-16,5,5,5,7.06,20.34,20.34,5,10
2023-10-17,3,3,3,14.83,71.18,71.18,3,6
2023-10-18,8,8,8,18.42,33.15,33.15,8,16
2023-10-19,10,10,10,11.45,16.49,16.49,10,20
2023-10-20,5,5,5,19.95,57.45,57.45,5,10
2023-10-21,5,5,5,30.05,86.56,86.56,5,10
2023-10-22,4,4,4,32.2,115.91,115.91,4,8
2023-10-23,3,3,3,9.18,44.05,44.05,3,6
2023-10-24,7,7,7,21.89,45.04,45.04,7,14
2023-10-25,7,7,7,12.91,26.56,26.56,7,14
2023-10-26,4,4,4,8.64,31.1,31.1,4,8
2023-10-27,5,5,5,20.5,59.03,59.03,5,10
2023-10-28,5,5,5,37.39,107.69,107.69,5,10
2023-10-29,3,3,3,16.48,79.08,79.08,3,6
2023-10-30,5,5,5,10.78,31.05,31.05,5,10
2023-10-31,1,1,1,9.47,136.42,136.42,1,2
2023-11-01,5,5,5,9.13,26.3,26.3,5,10
2023-11-02,6,6,6,4.39,10.53,10.53,6,12
2023-11-03,4,4,4,14.75,53.12,53.12,4,8
2023-11-04,3,3,3,24.8,119.04,119.04,3,6
2023-11-05,8,8,8,29.44,55.19,55.19,8,16
2023-11-06,2,2,2,8.83,63.59,63.59,2,4
2023-11-07,3,3,3,11.61,55.71,55.71,3,6
2023-11-08,3,3,3,7.52,36.11,36.11,3,6
2023-11-09,4,4,4,8.82,31.76,31.76,4,8
2023-11-10,3,3,3,15.24,73.17,73.17,3,6
2023-11-11,7,7,7,26.95,55.45,55.45,7,14
2023-11-12,2,2,2,16.51,118.84,118.84,2,4
2023-11-13,1,1,1,9.92,142.83,142.83,1,2
2023-11-14,3,3,3,5.28,25.34,25.34,3,6
2023-11-15,5,5,5,15.66,45.09,45.09,5,10
2023-11-16,3,3,3,3.28,15.72,15.72,3,6
2023-11-17,2,2,2,13.55,97.53,97.53,2,4
2023-11-18,4,4,4,31.83,114.6,114.6,4,8
2023-11-19,4,4,4,21.85,78.65,78.65,4,8
2023-11-20,4,4,4,8.92,32.1,32.1,4,8
2023-11-21,4,4,4,6.39,23,23,4,8
2023-11-22,5,5,5,15.54,44.75,44.75,5,10
