occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
23.34,11.31,5.67,56.54,59.11

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-07-28,0,0,1,100,0,480,1,0
2023-07-29,0,0,1,100,0,1440,1,0
2023-07-30,0,0,1,100,0,1440,1,0
2023-07-31,0,1,1,92.5,0,1332.02,1,1
2023-08-01,0,0,0,0,0,0,0,0
2023-08-02,0,0,0,0,0,0,0,0
2023-08-03,1,0,1,55.34,1294.13,796.87,1,1
2023-08-04,20,21,21,61.93,19.73,42.47,21,41
2023-08-05,1,1,1,0.09,1.35,1.35,1,2
2023-08-06,1,1,1,1.75,25.15,25.15,1,2
2023-08-07,4,4,4,15.25,54.9,54.9,4,8
2023-08-08,4,4,4,20.17,72.6,72.6,4,8
2023-08-09,7,7,7,42.06,86.53,86.53,7,14
2023-08-10,5,5,5,7.22,20.79,20.79,5,10
2023-08-11,3,3,3,29.99,143.97,143.97,3,6
2023-08-12,2,2,2,12.18,87.69,87.69,2,4
2023-08-13,5,5,5,1.92,5.52,5.52,5,10
2023-08-14,10,10,10,29.83,42.95,42.95,10,20
2023-08-15,5,5,5,15.42,44.4,44.4,5,10
2023-08-16,6,6,6,2,4.79,4.79,6,12
2023-08-17,7,7,7,40.53,83.37,83.37,7,14
2023-08-18,2,2,2,18.59,133.85,133.85,2,4
2023-08-19,1,1,1,9.33,134.28,134.28,1,2
2023-08-20,1,1,1,5.28,75.98,75.98,1,2
2023-08-21,4,4,4,32.73,117.82,117.82,4,8
2023-08-22,7,7,7,35.6,73.24,73.24,7,14
2023-08-23,5,5,5,18.74,53.96,53.96,5,10
2023-08-24,3,3,3,59.22,284.28,284.28,3,6
2023-08-25,5,5,5,24.05,69.26,69.26,5,10
2023-08-26,5,5,5,35.09,101.05,101.05,5,10
2023-08-27,5,5,5,13.08,37.68,37.68,5,10
2023-08-28,5,5,5,39.83,114.71,114.71,5,10
2023-08-29,4,4,4,40.91,147.29,147.29,4,8
2023-08-30,8,8,8,50.35,90.63,90.63,8,16
2023-08-31,1,1,1,0.14,2.05,2.05,1,2
2023-09-01,5,5,5,2,5.76,5.76,5,10
2023-09-02,1,1,1,0.52,7.43,7.43,1,2
2023-09-03,2,2,2,3.27,23.56,23.56,2,4
2023-09-04,3,3,3,7.87,37.77,37.77,3,6
2023-09-05,9,9,9,29.5,47.19,47.19,9,18
2023-09-06,8,8,8,38.75,69.76,69.76,8,16
2023-09-07,6,6,6,50.62,121.48,121.48,6,12
2023-09-08,5,5,5,44.88,129.27,129.27,5,10
2023-09-09,9,9,9,24.79,39.66,39.66,9,18
2023-09-10,9,9,9,33.59,53.75,53.75,9,18
2023-09-11,8,8,8,20.9,37.63,37.63,8,16
2023-09-12,7,7,7,35.1,72.21,72.21,7,14
2023-09-13,6,6,6,25.62,61.49,61.49,6,12
2023-09-14,11,11,11,36.25,47.45,47.45,11,22
2023-09-15,5,5,5,35.11,101.11,101.11,5,10
2023-09-16,7,7,7,40.72,83.78,83.78,7,14
2023-09-17,13,13,13,35.03,38.8,38.8,13,26
2023-09-18,4,4,4,17.1,61.57,61.57,4,8
2023-09-19,7,7,7,21.25,43.7,43.7,7,14
2023-09-20,10,10,10,27.76,39.98,39.98,10,20
2023-09-21,6,6,6,17.98,43.15,43.15,6,12
2023-09-22,10,10,10,29.93,43.11,43.11,10,20
2023-09-23,7,7,7,35.69,73.41,73.41,7,14
2023-09-24,8,8,8,48.73,87.72,87.72,8,16
2023-09-25,5,5,5,14.21,40.92,40.92,5,10
2023-09-26,6,6,6,30.31,72.75,72.75,6,12
2023-09-27,6,6,6,23.46,56.29,56.29,6,12
2023-09-28,7,7,7,28.77,59.19,59.19,7,14
2023-09-29,5,5,5,45.28,130.4,130.4,5,10
2023-09-30,8,8,8,46.8,84.23,84.23,8,16
2023-10-01,13,13,13,29.67,32.86,32.86,13,26
2023-10-02,5,5,5,17.51,50.43,50.43,5,10
2023-10-03,9,9,9,21.34,34.15,34.15,9,18
2023-10-04,12,12,12,27.81,33.37,33.37,12,24
2023-10-05,8,8,8,14.44,25.99,25.99,8,16
2023-10-06,5,5,5,23.59,67.94,67.94,5,10
2023-10-07,6,6,6,39.89,95.73,95.73,6,12
2023-10-08,4,4,4,12.78,46.01,46.01,4,8
2023-10-09,0,0,0,0,0,0,0,0
2023-10-10,14,14,14,35.96,36.99,36.99,14,28
2023-10-11,6,6,6,21.13,50.72,50.72,6,12
2023-10-12,6,6,6,21.3,51.13,51.13,6,12
2023-10-13,5,5,5,29.06,83.69,83.69,5,10
2023-10-14,12,12,12,33.77,40.53,40.53,12,24
2023-10-15,12,12,12,36.62,43.95,43.95,12,24
2023-10-16,10,10,10,22.02,31.71,31.71,10,20
2023-10-17,6,6,6,22.45,53.89,53.89,6,12
2023-10-18,6,6,6,38.09,91.43,91.43,6,12
2023-10-19,1,1,1,51.51,741.7,741.7,1,2
2023-10-20,4,4,4,29.29,105.46,105.46,4,8
2023-10-21,10,10,10,34.58,49.8,49.8,10,20
2023-10-22,5,5,5,53.09,152.89,152.89,5,10
2023-10-23,3,3,3,11.27,54.08,54.08,3,6
2023-10-24,12,12,12,32.94,39.53,39.53,12,24
2023-10-25,13,13,13,37.15,41.15,41.15,13,26
2023-10-26,9,9,9,23.71,37.94,37.94,9,18
2023-10-27,5,5,5,36.04,103.79,103.79,5,10
2023-10-28,11,11,11,34.74,45.48,45.48,11,22
2023-10-29,8,8,8,37.12,66.81,66.81,8,16
2023-10-30,5,5,5,13.69,39.44,39.44,5,10
2023-10-31,8,8,8,20.63,37.13,37.13,8,16
2023-11-01,7,7,7,27.58,56.74,56.74,7,14
2023-11-02,10,10,10,20.05,28.87,28.87,10,20
2023-11-03,8,8,8,37.7,67.86,67.86,8,16
2023-11-04,7,7,7,36.1,74.26,74.26,7,14
2023-11-05,5,5,5,38.36,115.09,115.09,5,10
2023-11-06,8,8,8,10.3,18.55,18.55,8,16
2023-11-07,4,4,4,22.55,81.18,81.18,4,8
2023-11-08,4,4,4,20.16,72.58,72.58,4,8
2023-11-09,9,9,9,12.43,19.88,19.88,9,18
2023-11-10,10,10,10,23.7,34.13,34.13,10,20
2023-11-11,8,8,8,42.46,76.43,76.43,8,16
2023-11-12,16,16,16,42.63,38.37,38.37,16,32
2023-11-13,6,6,6,36.53,87.68,87.68,6,12
2023-11-14,11,11,11,19.89,26.04,26.04,11,22
2023-11-15,3,3,3,20.09,96.44,96.44,3,6
2023-11-16,6,6,6,13.28,31.87,31.87,6,12
2023-11-17,2,2,2,26.26,189.05,189.05,2,4
2023-11-18,6,6,6,35.69,85.66,85.66,6,12
2023-11-19,12,12,12,41.13,49.36,49.36,12,24
2023-11-20,7,7,7,15.2,31.27,31.27,7,14
2023-11-21,12,12,12,19.05,22.85,22.85,12,24
2023-11-22,11,11,11,17.87,23.39,23.39,11,22
2023-11-23,6,6,6,13.98,33.55,33.55,6,12
2023-11-24,0,0,0,0,0,0,0,0
2023-11-25,0,0,0,0,0,0,0,0
2023-11-26,0,0,0,0,0,0,0,0
2023-11-27,0,0,0,0,0,0,0,0
2023-11-28,0,0,0,0,0,0,0,0
2023-11-29,0,0,0,0,0,0,0,0
2023-11-30,6,6,6,18.04,31.71,43.29,6,12
2023-12-01,7,7,7,21.75,44.74,44.74,7,14
2023-12-02,7,7,7,36.4,74.87,74.87,7,14
2023-12-03,8,8,8,39.88,71.78,71.78,8,16
2023-12-04,4,4,4,11.57,41.65,41.65,4,8
2023-12-05,8,8,8,14.42,25.96,25.96,8,16
2023-12-06,7,7,7,11.6,23.86,23.86,7,14
2023-12-07,5,5,5,14.67,42.24,42.24,5,10
2023-12-08,3,3,3,5.02,24.11,24.11,3,6
2023-12-09,7,7,7,17.55,36.09,36.09,7,14
2023-12-10,6,6,6,33.16,79.58,79.58,6,12
2023-12-11,1,1,1,10.16,146.3,146.3,1,2
2023-12-12,8,8,8,13.84,24.91,24.91,8,16
2023-12-13,7,7,7,18.61,38.29,38.29,7,14
2023-12-14,7,7,7,7.57,15.58,15.58,7,14
2023-12-15,6,6,6,10.92,24.66,26.21,6,12
2023-12-16,9,9,9,33.53,53.64,53.64,9,18
2023-12-17,8,8,8,28.69,51.64,51.64,8,16
2023-12-18,1,1,1,8.24,118.72,118.72,1,2
2023-12-19,1,1,1,1.63,23.53,23.53,1,2
2023-12-20,2,2,2,4.91,35.37,35.37,2,4
2023-12-21,1,1,1,1.5,21.63,21.63,1,2
2023-12-22,0,0,0,0,0,0,0,0
2023-12-23,0,0,0,0,0,0,0,0
2023-12-24,1,1,1,2.93,42.22,42.22,1,2
2023-12-25,4,4,4,7.93,28.54,28.54,4,8
2023-12-26,1,1,1,7.41,106.7,106.7,1,2
2023-12-27,1,1,1,1.96,28.23,28.23,1,2
2023-12-28,0,0,0,0,0,0,0,0
2023-12-29,1,1,1,8.88,127.82,127.82,1,2
2023-12-30,2,2,2,0.2,1.45,1.45,2,4
2023-12-31,0,0,0,0,0,0,0,0
2024-01-01,1,1,1,0.69,9.88,9.88,1,2
2024-01-02,2,2,2,2.69,19.35,19.35,2,4
2024-01-03,5,5,5,15.5,44.64,44.64,5,10
2024-01-04,5,5,5,13.5,38.89,38.89,5,10
2024-01-05,7,7,7,27.52,56.62,56.62,7,14
2024-01-06,3,3,3,9.82,47.12,47.12,3,6
2024-01-07,1,1,1,4.55,65.47,65.47,1,2
2024-01-08,7,7,7,7.9,16.25,16.25,7,14
2024-01-09,10,10,10,14.42,20.77,20.77,10,20
2024-01-10,9,9,9,17.58,28.13,28.13,9,18
2024-01-11,1,1,1,0.09,1.37,1.37,1,2
2024-01-12,0,0,0,0,0,0,0,0
2024-01-13,0,0,0,0,0,0,0,0
2024-01-15,0,0,0,0,0,0,0,0
2024-01-16,1,1,1,12.56,180.83,180.83,1,2
2024-01-17,0,0,0,0,0,0,0,0
2024-01-18,0,0,0,0,0,0,0,0
2024-01-19,0,0,0,0,0,0,0,0
2024-01-20,0,0,0,0,0,0,0,0
2024-01-21,2,2,2,1.54,11.11,11.11,2,4
2024-01-22,4,4,4,15.17,54.6,54.6,4,8
2024-01-23,8,8,8,28.06,50.51,50.51,8,16
2024-01-24,7,7,7,15.77,32.44,32.44,7,14
2024-01-25,9,9,9,12.48,19.97,19.97,9,18
2024-01-26,4,4,4,24.12,86.82,86.82,4,8
2024-01-27,6,6,6,46.77,112.24,112.24,6,12
2024-01-28,12,12,12,43,51.61,51.61,12,24
2024-01-29,13,13,13,23.5,26.03,26.03,13,26
2024-01-30,8,8,8,17.81,32.07,32.07,8,16
2024-01-31,6,6,6,18.03,39.47,43.28,6,12
2024-02-01,10,10,10,16.08,23.16,23.16,10,20
2024-02-02,3,3,3,35.36,169.71,169.71,3,6
2024-02-03,11,11,11,42.55,55.71,55.71,11,22
2024-02-04,9,9,9,37.23,59.58,59.58,9,18
2024-02-05,5,5,5,10.97,31.6,31.6,5,10
2024-02-06,7,7,7,28.44,58.51,58.51,7,14
2024-02-07,5,5,5,21.69,62.45,62.45,5,10
2024-02-08,8,8,8,9.93,17.87,17.87,8,16
2024-02-09,5,5,5,19.64,56.56,56.56,5,10
2024-02-10,12,12,12,49.38,59.26,59.26,12,24
2024-02-11,9,9,9,36.89,59.02,59.02,9,18
2024-02-12,11,11,11,13.62,17.83,17.83,11,22
2024-02-13,8,8,8,20.27,36.49,36.49,8,16
2024-02-14,9,9,9,19.05,30.48,30.48,9,18
2024-02-15,8,8,8,14.97,26.94,26.94,8,16
2024-02-16,4,4,4,12.54,45.14,45.14,4,8
2024-02-17,5,5,5,24.56,70.74,70.74,5,10
2024-02-18,2,2,2,9.69,69.78,69.78,2,4
2024-02-19,5,5,5,33.25,95.76,95.76,5,10
2024-02-20,12,12,12,18.7,22.44,22.44,12,24
2024-02-21,5,5,5,21.94,63.18,63.18,5,10
2024-02-22,7,7,7,39.91,82.1,82.1,7,14
2024-02-23,9,9,9,36.15,57.84,57.84,9,18
2024-02-24,11,11,11,53.89,70.55,70.55,11,22
2024-02-25,17,17,17,32.67,27.67,27.67,17,34
2024-02-26,7,7,7,18.42,37.89,37.89,7,14
