occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
18.24,6.06,3.03,86.67,86.48

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2023-08-01,2,2,2,0.54,2.1,2.1,2,4
2023-08-02,0,0,0,0,0,0,0,0
2023-08-03,4,4,4,15.07,54.25,54.25,4,8
2023-08-04,2,2,2,34.89,251.19,251.19,2,4
2023-08-05,1,1,1,0.11,1.65,1.65,1,2
2023-08-06,0,0,0,0,0,0,0,0
2023-08-07,1,1,1,28.84,415.25,415.25,1,2
2023-08-08,3,3,3,29.42,141.19,141.19,3,6
2023-08-09,5,5,5,18.08,52.06,52.06,5,10
2023-08-10,0,0,0,0,0,0,0,0
2023-08-11,0,0,0,0,0,0,0,0
2023-08-12,0,0,0,0,0,0,0,0
2023-08-13,0,0,0,0,0,0,0,0
2023-08-14,0,0,0,0,0,0,0,0
2023-08-15,2,2,2,3.54,25.51,25.51,2,4
2023-08-16,1,1,1,0.05,0.72,0.72,1,2
2023-08-17,4,4,4,10.95,39.42,39.42,4,8
2023-08-18,0,0,0,0,0,0,0,0
2023-08-19,1,1,1,8.41,121.15,121.15,1,2
2023-08-20,0,0,0,0,0,0,0,0
2023-08-21,3,3,3,31.97,153.44,153.44,3,6
2023-08-22,4,4,4,26.13,94.08,94.08,4,8
2023-08-23,1,1,1,6.15,88.62,88.62,1,2
2023-08-24,10,10,10,7.2,10.37,10.37,10,20
2023-08-25,4,4,4,2.39,8.61,8.61,4,8
2023-08-26,13,13,13,20.29,22.48,22.48,13,26
2023-08-27,8,8,8,37.32,67.18,67.18,8,16
2023-08-28,4,4,4,2.44,8.8,8.8,4,8
2023-08-29,2,2,2,10.34,74.48,74.48,2,4
2023-08-30,2,2,2,3.25,23.38,23.38,2,4
2023-08-31,1,1,1,0.22,3.18,3.18,1,2
2023-09-01,2,2,2,6.19,44.6,44.6,2,4
2023-09-02,2,2,2,2.93,21.07,21.07,2,4
2023-09-03,0,0,0,0,0,0,0,0
2023-09-04,1,1,1,0.32,4.62,4.62,1,2
2023-09-05,0,0,0,0,0,0,0,0
2023-09-06,4,4,4,28.03,100.89,100.89,4,8
2023-09-07,4,4,4,29.51,106.23,106.23,4,8
2023-09-08,2,2,2,8.68,62.49,62.49,2,4
2023-09-09,1,1,1,12.91,185.88,185.88,1,2
2023-09-10,2,2,2,28.53,205.42,205.42,2,4
2023-09-11,8,8,8,20.23,36.42,36.42,8,16
2023-09-12,1,1,1,25.41,365.83,365.83,1,2
2023-09-13,5,5,5,25.26,72.74,72.74,5,10
2023-09-14,2,2,2,38.36,276.18,276.18,2,4
2023-09-15,3,3,3,17.8,85.46,85.46,3,6
2023-09-16,3,3,3,27.44,131.73,131.73,3,6
2023-09-17,8,8,8,26.7,48.07,48.07,8,16
2023-09-18,1,1,1,25.67,369.63,369.63,1,2
2023-09-19,2,2,2,26.23,188.83,188.83,2,4
2023-09-20,6,6,6,31.57,75.77,75.77,6,12
2023-09-21,4,3,4,55.23,227.63,198.84,4,7
2023-09-22,5,6,6,35.23,78.43,84.55,6,11
2023-09-23,5,5,5,22.88,65.91,65.91,5,10
2023-09-24,4,4,4,17.22,62,62,4,8
2023-09-25,7,7,7,10.79,22.2,22.2,7,14
2023-09-26,5,5,5,23.01,66.26,66.26,5,10
2023-09-27,4,4,4,14.63,52.68,52.68,4,8
2023-09-28,5,5,5,37.51,108.03,108.03,5,10
2023-09-29,4,4,4,25.81,92.9,92.9,4,8
2023-09-30,3,3,3,6.17,29.64,29.64,3,6
2023-10-01,1,1,1,0.48,6.92,6.92,1,2
2023-10-02,1,1,1,0.42,6.12,6.12,1,2
2023-10-03,2,2,2,32.92,236.99,236.99,2,4
2023-10-04,1,1,1,31.11,448.03,448.03,1,2
2023-10-05,2,2,2,15.61,112.37,112.37,2,4
2023-10-06,3,3,3,0.77,3.71,3.71,3,6
2023-10-07,6,6,6,34.3,82.33,82.33,6,12
2023-10-08,2,2,2,11.35,81.75,81.75,2,4
2023-10-09,0,0,0,0,0,0,0,0
2023-10-10,3,3,3,27.22,130.67,130.67,3,6
2023-10-11,5,5,5,22.81,65.69,65.69,5,10
2023-10-12,3,3,3,14.85,71.3,71.3,3,6
2023-10-13,4,4,4,16.51,59.45,59.45,4,8
2023-10-14,6,6,6,18.92,45.41,45.41,6,12
2023-10-15,4,4,4,15.44,55.57,55.57,4,8
2023-10-16,5,5,5,25.75,74.15,74.15,5,10
2023-10-17,6,6,6,15.98,38.35,38.35,6,12
2023-10-18,6,6,6,36.27,87.04,87.04,6,12
2023-10-19,4,4,4,42.11,151.6,151.6,4,8
2023-10-20,2,2,2,14.42,103.82,103.82,2,4
2023-10-21,7,7,7,26.88,55.3,55.3,7,14
2023-10-22,4,4,4,19.77,71.16,71.16,4,8
2023-10-23,2,2,2,20.49,147.54,147.54,2,4
2023-10-24,4,4,4,27.46,98.87,98.87,4,8
2023-10-25,6,6,6,31.32,75.16,75.16,6,12
2023-10-26,5,5,5,13.06,37.6,37.6,5,10
2023-10-27,4,4,4,29.16,104.99,104.99,4,8
2023-10-28,3,3,3,34.88,167.44,167.44,3,6
2023-10-29,2,2,2,5.9,42.48,42.48,2,4
2023-10-30,2,2,2,28.01,201.68,201.68,2,4
2023-10-31,4,4,4,28.12,101.22,101.22,4,8
2023-11-01,6,6,6,18.35,44.04,44.04,6,12
2023-11-02,3,3,3,29.8,143.04,143.04,3,6
2023-11-03,5,5,5,10.97,31.59,31.59,5,10
2023-11-04,4,4,4,18.33,65.98,65.98,4,8
2023-11-05,2,2,2,3.26,24.48,24.48,2,4
2023-11-06,2,2,2,31.94,230,230,2,4
2023-11-07,3,3,3,19.17,92.04,92.04,3,6
2023-11-08,6,6,6,20.41,48.98,48.98,6,12
2023-11-09,3,3,3,17.84,85.62,85.62,3,6
2023-11-10,3,3,3,7.01,33.66,33.66,3,6
2023-11-11,4,4,4,12.38,44.58,44.58,4,8
2023-11-12,1,1,1,7.66,110.3,110.3,1,2
2023-11-13,0,0,0,0,0,0,0,0
2023-11-14,3,3,3,16.17,77.63,77.63,3,6
2023-11-15,1,1,1,17.86,257.12,257.12,1,2
2023-11-16,4,4,4,17.81,64.13,64.13,4,8
2023-11-17,5,5,5,39.28,113.13,113.13,5,10
2023-11-18,1,1,1,16.52,237.92,237.92,1,2
2023-11-19,2,2,2,9.72,69.98,69.98,2,4
2023-11-20,5,5,5,22.85,65.8,65.8,5,10
2023-11-21,6,6,6,16.99,40.78,40.78,6,12
2023-11-22,4,4,4,19.05,68.57,68.57,4,8
2023-11-23,4,4,4,39.23,141.24,141.24,4,8
2023-11-24,8,8,8,21.9,39.42,39.42,8,16
2023-11-25,2,2,2,18.5,133.19,133.19,2,4
2023-11-26,0,0,0,0,0,0,0,0
2023-11-27,10,10,10,26.13,37.63,37.63,10,20
2023-11-28,3,3,3,31.27,150.11,150.11,3,6
2023-11-29,3,3,3,31.94,153.32,153.32,3,6
2023-11-30,2,2,2,23.8,171.33,171.33,2,4
2023-12-01,5,5,5,27.83,80.15,80.15,5,10
2023-12-02,4,4,4,10.16,36.59,36.59,4,8
2023-12-03,2,2,2,6.31,45.43,45.43,2,4
2023-12-04,2,2,2,25.95,186.83,186.83,2,4
2023-12-05,2,2,2,34.4,247.7,247.7,2,4
2023-12-06,4,4,4,23.95,86.2,86.2,4,8
2023-12-07,2,2,2,18.57,133.73,133.73,2,4
