occupancy_percentage,daily_state_change,daily_parking_turnover,avg_session_time,avg_dwell_time
17.65,2.01,1.03,252.14,246.62

index,car_in,car_out,car_count,occupancy_percentage,session_time,dwell_time,parking_turnover,state_change
2024-01-05,1,1,2,100,1379.15,420,2,2
2024-01-06,0,1,1,50.35,0,725.02,1,1
2024-01-07,1,1,1,4.17,60,60,1,2
2024-01-08,6,5,6,70.48,257.44,169.16,6,11
2024-01-09,8,9,9,64.92,50.65,103.88,9,17
2024-01-10,3,3,3,40.88,196.24,196.24,3,6
2024-01-11,2,2,2,26.25,189,189,2,4
2024-01-12,2,2,2,35.23,253.68,253.68,2,4
2024-01-13,0,0,0,0,0,0,0,0
2024-01-15,1,1,1,34.59,498.13,498.13,1,2
2024-01-16,2,2,2,25.97,186.99,186.99,2,4
2024-01-17,0,0,0,0,0,0,0,0
2024-01-18,0,0,0,0,0,0,0,0
2024-01-19,2,2,2,37.21,267.92,267.92,2,4
2024-01-20,0,0,0,0,0,0,0,0
2024-01-21,0,0,0,0,0,0,0,0
2024-01-22,2,2,2,32.01,230.49,230.49,2,4
2024-01-23,0,0,0,0,0,0,0,0
2024-01-24,3,3,3,12.05,57.82,57.82,3,6
2024-01-25,2,2,2,38.38,276.33,276.33,2,4
2024-01-26,1,1,1,36.89,531.17,531.17,1,2
2024-01-27,0,0,0,0,0,0,0,0
2024-01-28,0,0,0,0,0,0,0,0
2024-01-29,1,1,1,46.97,676.32,676.32,1,2
2024-01-30,1,1,1,36.68,528.23,528.23,1,2
2024-01-31,1,1,1,37.8,544.28,544.28,1,2
2024-02-01,2,2,2,41.44,298.38,298.38,2,4
2024-02-02,1,1,1,32.42,466.87,466.87,1,2
2024-02-03,0,0,0,0,0,0,0,0
2024-02-04,0,0,0,0,0,0,0,0
2024-02-05,2,2,2,30.08,216.56,216.56,2,4
2024-02-06,1,1,1,29.37,422.98,422.98,1,2
2024-02-07,1,1,1,16.28,234.42,234.42,1,2
2024-02-08,1,1,1,20.07,288.98,288.98,1,2
2024-02-09,2,2,2,8.06,58.07,58.07,2,4
2024-02-10,0,0,0,0,0,0,0,0
2024-02-11,0,0,0,0,0,0,0,0
2024-02-12,2,2,2,33.01,237.68,237.68,2,4
2024-02-13,2,2,2,10.06,72.46,72.46,2,4
2024-02-14,3,3,3,28.57,137.12,137.12,3,6
2024-02-15,1,1,1,35.35,509,509,1,2
2024-02-16,1,1,1,32.51,468.08,468.08,1,2
2024-02-17,0,0,0,0,0,0,0,0
2024-02-18,0,0,0,0,0,0,0,0
2024-02-19,0,0,0,0,0,0,0,0
2024-02-20,0,0,0,0,0,0,0,0
2024-02-21,2,2,2,34.28,246.78,246.78,2,4
2024-02-22,0,0,0,0,0,0,0,0
2024-02-23,1,1,1,35.56,512.05,512.05,1,2
2024-02-24,0,0,0,0,0,0,0,0
2024-02-25,1,1,1,0.12,1.78,1.78,1,2
2024-02-26,2,2,2,50.15,361.09,361.09,2,4
2024-02-27,2,2,2,48.29,347.66,347.66,2,4
2024-02-28,2,2,2,41.05,295.58,295.58,2,4
2024-02-29,2,2,2,33.17,238.85,238.85,2,4
2024-03-01,2,2,2,35.37,254.69,254.69,2,4
2024-03-02,1,1,1,28.04,403.73,403.73,1,2
2024-03-03,2,2,2,3,21.62,21.62,2,4
2024-03-04,3,3,3,25.5,122.42,122.42,3,6
2024-03-05,2,2,2,25.94,186.73,186.73,2,4
2024-03-06,1,1,1,30.37,437.27,437.27,1,2
2024-03-07,1,1,1,11.69,168.4,168.4,1,2
2024-03-08,1,1,1,39.61,570.32,570.32,1,2
2024-03-09,0,0,0,0,0,0,0,0
2024-03-10,0,0,0,0,0,0,0,0
2024-03-11,1,1,1,33.85,487.45,487.45,1,2
2024-03-12,2,2,2,16.26,117.08,117.08,2,4
2024-03-13,1,1,1,31.1,447.87,447.87,1,2
2024-03-14,1,1,1,13.95,200.88,200.88,1,2
2024-03-15,2,2,2,35.47,255.4,255.4,2,4
2024-03-16,1,1,1,3.04,43.75,43.75,1,2
2024-03-17,2,1,2,15.68,123.24,112.92,2,3
2024-03-18,2,3,3,37.23,257.76,178.72,3,5
2024-03-19,1,1,1,4.8,69.15,69.15,1,2
2024-03-20,1,1,1,44.3,637.98,637.98,1,2
2024-03-21,3,3,3,29.84,143.23,143.23,3,6
2024-03-22,1,1,1,35.38,509.45,509.45,1,2
2024-03-23,0,0,0,0,0,0,0,0
2024-03-24,0,0,0,0,0,0,0,0
2024-03-25,2,2,2,41.01,295.29,295.29,2,4
2024-03-26,2,2,2,24.72,177.98,177.98,2,4
2024-03-27,1,1,1,34.51,496.97,496.97,1,2
2024-03-28,1,1,1,7.37,106.15,106.15,1,2
2024-03-29,0,0,0,0,0,0,0,0
2024-03-30,0,0,0,0,0,0,0,0
2024-03-31,0,0,0,0,0,0,0,0
2024-04-01,0,0,0,0,0,0,0,0
2024-04-02,1,1,1,1.86,26.78,26.78,1,2
2024-04-03,2,2,2,4.28,30.8,30.8,2,4
2024-04-04,1,1,1,11.73,168.95,168.95,1,2
2024-04-05,0,0,0,0,0,0,0,0
2024-04-06,0,0,0,0,0,0,0,0
2024-04-07,2,2,2,4.32,31.08,31.08,2,4
2024-04-08,1,1,1,34.15,491.72,491.72,1,2
2024-04-09,1,1,1,25.39,365.63,365.63,1,2
2024-04-10,2,2,2,30.14,216.99,216.99,2,4
2024-04-11,3,3,3,19.04,91.41,91.41,3,6
2024-04-12,2,2,2,36.34,261.63,261.63,2,4
2024-04-13,0,0,0,0,0,0,0,0
2024-04-14,0,0,0,0,0,0,0,0
2024-04-15,0,0,0,0,0,0,0,0
2024-04-16,0,0,0,0,0,0,0,0
2024-04-17,1,1,1,37.48,539.78,539.78,1,2
2024-04-18,0,0,0,0,0,0,0,0
2024-04-19,1,1,1,37.02,533.08,533.08,1,2
2024-04-20,0,0,0,0,0,0,0,0
2024-04-21,0,0,0,0,0,0,0,0
2024-04-22,1,1,1,37.66,542.35,542.35,1,2
2024-04-23,2,2,2,16.95,122.06,122.06,2,4
2024-04-24,1,1,1,17.01,244.97,244.97,1,2
2024-04-25,1,1,1,33.69,485.15,485.15,1,2
2024-04-26,1,1,1,35.23,507.35,507.35,1,2
2024-04-27,0,0,0,0,0,0,0,0
2024-04-28,0,0,0,0,0,0,0,0
2024-04-29,0,0,0,0,0,0,0,0
2024-04-30,1,1,1,0.22,3.12,3.12,1,2
2024-05-01,0,0,0,0,0,0,0,0
2024-05-02,0,0,0,0,0,0,0,0
2024-05-03,1,1,1,8.37,120.53,120.53,1,2
2024-05-04,0,0,0,0,0,0,0,0
2024-05-05,0,0,0,0,0,0,0,0
2024-05-06,1,1,1,35.87,516.57,516.57,1,2
2024-05-07,0,0,0,0,0,0,0,0
2024-05-08,0,0,0,0,0,0,0,0
2024-05-09,0,0,0,0,0,0,0,0
2024-05-10,1,1,1,4.04,58.23,58.23,1,2
2024-05-11,2,2,2,3.31,23.81,23.81,2,4
2024-05-12,0,0,0,0,0,0,0,0
2024-05-13,0,0,0,0,0,0,0,0
2024-05-14,1,1,1,35.34,508.88,508.88,1,2
2024-05-15,0,0,0,0,0,0,0,0
2024-05-16,0,0,0,0,0,0,0,0
2024-05-17,1,1,1,38.76,558.2,558.2,1,2
2024-05-18,0,0,0,0,0,0,0,0
2024-05-19,0,0,0,0,0,0,0,0
2024-05-20,0,0,0,0,0,0,0,0
2024-05-21,2,2,2,35.75,257.41,257.41,2,4
2024-05-22,1,1,1,37.61,541.6,541.6,1,2
2024-05-23,0,0,0,0,0,0,0,0
2024-05-24,1,1,1,37.48,539.78,539.78,1,2
2024-05-25,1,1,1,5.18,74.62,74.62,1,2
2024-05-26,0,0,0,0,0,0,0,0
2024-05-27,1,1,1,35.56,512.02,512.02,1,2
2024-05-28,0,0,0,0,0,0,0,0
2024-05-29,1,1,1,35,503.93,503.93,1,2
