model,parkade,MAE,MSE,RMSE,R2
Baseline,North,0.006295587340619517,2.7141020167322297e-05,0.00017194953583292427,0.003696977321737238
Baseline,West,0.0186263133207661,0.003361493924926626,0.021161565490952453,-0.09669509393742637
Baseline,Rose,0.013206349108591073,0.003032403271862485,0.015500588930268691,-0.07441774985512783
Baseline,Health Sciences,-0.032130971897714355,0.001921947314127365,0.012098552786259056,-0.034962804039515794
Baseline,Fraser,0.006835087840201523,0.0018912680330569597,0.01119152477061272,-0.06226433442477852
Baseline,Thunderbird,0.010594455672540762,0.001740905640285867,0.007628801067529778,-0.04059280682609023
Baseline,University Lot Blvd,0.01978718645865829,0.005412494916773052,0.02160297982871734,-0.22286484984999078
