model,parkade,MAE,MSE,RMSE,R2
Baseline,North,0.023204207222768416,0.0030643137303130222,0.02262982864235412,-0.09249179750051617
Baseline,West,0.0264641197874721,0.004491903549071226,0.029929921024038353,-0.12965832261348575
Baseline,Rose,0.02238209168280017,0.004747212041823686,0.02558498379481089,-0.11512942876310461
Baseline,Health Sciences,-0.026206907717229156,0.003277785347341265,0.022005883761881548,-0.05957306661849049
Baseline,Fraser,0.020783993997526923,0.00422079856494576,0.027676275803995225,-0.13412673038574863
Baseline,Thunderbird,0.01981625319585066,0.005320887378548068,0.025270127730097278,-0.12759928538503962
Baseline,University Lot Blvd,0.03410900423039559,0.00968665679722935,0.042109019063574143,-0.3915474869865263
