Metric,Fraser,Health Sciences,North,Rose,Thunderbird,University Lot Blvd,West
MAE,0.0508559466425571,0.036711880224039,0.0460705742755421,0.0497694873226357,0.0476034023445951,0.069384109837638,0.0370049366792339
MSE,0.006225132632817,0.0053845751185167,0.0062170469198388,0.0081117197901307,0.0121630983208281,0.0131034194350788,0.0047394676490108
RMSE,0.0788995097121459,0.0733796642028074,0.0788482524843691,0.0900650864104996,0.1102864376105608,0.1144701683194308,0.0688437916519047
R2,0.8079643344247786,0.9022628040395158,0.8031030226782627,0.8074177498551278,0.7043928068260902,0.4828648498499908,0.8617950939374264
