model,parkade,MAE,MSE,RMSE,R2
Baseline,North,0.017792912699500216,0.001330246390990622,0.008920690260022512,-0.03757301982563466
Baseline,West,0.0184420300006922,0.0031086625638706254,0.019349154229971646,-0.0893224231878521
Baseline,Rose,0.009603764343876373,0.000721527612878985,0.0034745618728750927,-0.01955470653926905
Baseline,Health Sciences,-0.03333172377206046,0.0019390777691617646,0.012215370583249646,-0.035273744569408017
Baseline,Fraser,0.010069311636083017,0.0017081453551986599,0.010039455418536722,-0.056615284452884995
Baseline,Thunderbird,0.006286218378126658,0.00030540964180366705,0.0013022277431596757,-0.005705072489761265
Baseline,University Lot Blvd,0.024093935742351386,0.007291575834203052,0.030128169420278142,-0.2970240261774886
