model,parkade,MAE,MSE,RMSE,R2
Baseline,North,51.813338045606606,6119.925420125791,78.17360962662215,-0.09249179750051617
Baseline,West,68.50853286978747,12295.830290941974,110.82652456388118,-0.12965832261348575
Baseline,Rose,50.78090625525157,7257.59260308898,85.11151930845405,-0.11512942876310461
Baseline,Health Sciences,5.415912183956446,10329.380171262916,101.57012766677282,-0.05957306661849049
Baseline,Fraser,41.78909295951477,4266.179204397899,65.25358524132123,-0.13412673038574863
Baseline,Thunderbird,95.05691839517871,37123.07021688342,192.580854889052,-0.12759928538503962
Baseline,University Lot Blvd,19.205937707934098,863.8696707424455,29.297835870915424,-0.3915474869865263
