model,parkade,MAE,MSE,RMSE,R2
Baseline,North,22.972165150540732,3003.3338870797925,22.403530355930585,-0.09249179750051617
Baseline,West,32.603795578165624,6817.919012465484,36.873662701615245,-0.12965832261348575
Baseline,Rose,18.062347988019738,3091.6170950256337,20.647081922412383,-0.11512942876310461
Baseline,Health Sciences,-31.160013275785467,4633.873979028641,26.16499579287715,-0.05957306661849049
Baseline,Fraser,15.06839564820702,2218.557245699615,20.065299957896535,-0.13412673038574863
Baseline,Thunderbird,32.37975772201998,14206.535181678682,41.291388710978936,-0.12759928538503962
Baseline,University Lot Blvd,7.367544913765448,451.9406595315326,9.095548117732019,-0.3915474869865263
