model,parkade,MAE,MSE,RMSE,R2
Baseline,North,51.819778886989,6119.926736695203,78.18683398561706,-0.13418820754799687
Baseline,West,68.5157465560795,12295.831880769394,110.84166415011043,-0.1760183709246088
Baseline,Rose,50.78950464751348,7257.594255240419,85.12261778472752,-0.1543535452263579
Baseline,Health Sciences,5.425165170179851,10329.381789878411,101.58450701078361,-0.08895308943318281
Baseline,Fraser,41.80551595157763,4266.181367022873,65.27437095812537,-0.20084034930397898
Baseline,Thunderbird,95.06805610685046,37123.074294371785,192.60637602352182,-0.2266969707595683
Baseline,University Lot Blvd,19.21464296909431,863.8716162884691,29.30883186436424,-0.4683297528752002
