model,parkade,MAE,MSE,RMSE,R2
Baseline,North,17.614983572505217,1303.7744878099084,8.8314833574223,-0.03757301982563466
Baseline,West,22.720580960852793,4718.402647344368,23.838158011325064,-0.0893224231878521
Baseline,Rose,7.750237825508229,469.894136359826,2.803971431410204,-0.01955470653926905
Baseline,Health Sciences,-39.631419564979886,2741.3149628971396,14.524075623483824,-0.035273744569408017
Baseline,Fraser,7.3002509361601895,897.8439023262958,7.278605178439122,-0.056615284452884995
Baseline,Thunderbird,10.271680829858951,815.4303055915516,2.1278401323228877,-0.005705072489761265
Baseline,University Lot Blvd,5.204290120347899,340.1957621205777,6.5076845947800805,-0.2970240261774886
