model,parkade,MAE,MSE,RMSE,R2
Baseline,North,29.34859811910723,4293.703567765997,35.495645760885836,-0.13418820754799687
Baseline,West,41.49105708994388,9230.99722574432,55.52563293605026,-0.1760183709246088
Baseline,Rose,25.00125054338135,4167.579067734796,29.603552275108882,-0.1543535452263579
Baseline,Health Sciences,-20.158212656156923,6922.144695379593,43.26203582170813,-0.08895308943318281
Baseline,Fraser,26.97506489378494,3355.286997410638,35.13494464089499,-0.20084034930397898
Baseline,Thunderbird,50.57877859365441,25093.249704933864,82.99292243466073,-0.2266969707595683
Baseline,University Lot Blvd,9.247881324371196,542.7120548155567,11.470682702675948,-0.4683297528752002
