dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1704067200,2024-01-01 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.94,10000,6.4,5.97,7.11,8.87,1022,,,90,3.1,130,0,,,,,20,801,Clouds,few clouds,02d
1704070800,2024-01-01 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.27,,6.06,5.17,5.94,8.91,1023,,,92,3.09,150,,,,,,99,804,Clouds,overcast clouds,04n
1704074400,2024-01-01 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.56,10000,5.82,4.32,5.4,8.12,1023,,,95,3.09,120,,,,,,75,803,Clouds,broken clouds,04n
1704078000,2024-01-01 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.03,10000,5.29,4.04,4.81,7.8,1023,,,95,2.6,130,0,,,,,75,803,Clouds,broken clouds,04n
1704081600,2024-01-01 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.53,10000,4.94,3.93,4.27,7.35,1023,,,96,2.06,70,,,,,,75,803,Clouds,broken clouds,04n
1704085200,2024-01-01 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.48,10000,5.04,3.87,4.27,7.35,1023,,,97,2.06,100,,,,,,100,804,Clouds,overcast clouds,04n
1704088800,2024-01-01 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.69,,4.95,2.94,3.9,7.35,1023,,,95,3.6,80,,,,,,100,804,Clouds,overcast clouds,04n
1704092400,2024-01-01 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.6,10000,5.01,2.53,4.4,7.35,1023,,,96,4.12,90,,,,,,100,804,Clouds,overcast clouds,04n
1704096000,2024-01-01 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.95,10000,4.37,3.21,3.4,6.82,1023,,,96,2.1,100,0,,,,,75,803,Clouds,broken clouds,04n
1704099600,2024-01-01 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.98,10000,4.4,3.24,3.83,6.69,1024,,,96,2.1,130,0,,,,,100,741,Fog,fog,50n
1704103200,2024-01-01 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.48,10000,4.05,1.81,3.4,6.52,1024,,,97,3.09,100,,,,,,100,804,Clouds,overcast clouds,04n
1704106800,2024-01-01 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.52,10000,3.94,2.75,3.16,6.45,1024,,,96,2.06,110,,,,,,100,804,Clouds,overcast clouds,04n
1704110400,2024-01-01 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.06,10000,3.63,1.7,2.91,5.65,1024,,,97,2.6,100,0,,,,,40,741,Fog,fog,50n
1704114000,2024-01-01 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.96,,3.38,0.83,3.01,5.58,1023,,,96,3.6,100,,,,,,80,803,Clouds,broken clouds,04n
1704117600,2024-01-01 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.43,10000,3,-0.43,2.16,5.35,1023,,,97,4.63,110,,,,,,100,701,Mist,mist,50n
1704121200,2024-01-01 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3,400,2.57,0.03,1.61,4.71,1023,,,97,3.1,80,0,,,,,20,741,Fog,fog,50n
1704121200,2024-01-01 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3,400,2.57,0.03,1.61,4.71,1023,,,97,3.1,80,0,,,,,20,701,Mist,mist,50n
1704124800,2024-01-01 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.75,10000,2.32,0.17,1.4,4.51,1023,,,97,2.57,100,,,,,,40,741,Fog,fog,50n
1704128400,2024-01-01 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.56,,2.84,0.71,1.4,5.4,1024,,,95,3.09,150,,,,,,23,801,Clouds,few clouds,02d
1704132000,2024-01-01 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.77,,4.04,4.77,2.3,6.6,1024,,,95,1.03,170,,,,,,6,800,Clear,sky is clear,01d
1704135600,2024-01-01 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.33,10000,4.44,5.33,3.3,7.35,1024,,,94,1.03,0,,,,,,75,803,Clouds,broken clouds,04d
1704139200,2024-01-01 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.74,10000,4.85,4.74,4.25,7.35,1023,,,94,1.54,70,,,,,,100,804,Clouds,overcast clouds,04d
1704142800,2024-01-01 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.11,10000,4.91,6.11,4.65,7.72,1023,,,92,1,150,0,,,,,40,802,Clouds,scattered clouds,03d
1704146400,2024-01-01 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.12,10000,4.76,4.58,4.85,7.75,1023,,,91,2.1,230,0,,,,,75,803,Clouds,broken clouds,04d
1704150000,2024-01-01 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.23,10000,4.87,4.74,5.35,7.75,1023,,,91,2.06,70,,,,,,75,803,Clouds,broken clouds,04d
1704153600,2024-01-02 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.7,10000,4.35,5.7,4.94,7.52,1023,,,91,1.03,80,,,,,,40,802,Clouds,scattered clouds,03d
1704157200,2024-01-02 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.37,,4.33,5.37,4,6.72,1023,,,93,0.51,360,,,,,,98,804,Clouds,overcast clouds,04n
1704160800,2024-01-02 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.04,10000,4.16,3.35,3.82,6.69,1022,,,94,2.06,40,,,,,,75,803,Clouds,broken clouds,04n
1704164400,2024-01-02 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.35,10000,4.16,2.86,4.27,6.92,1022,,,92,3.1,60,0,,,,,75,803,Clouds,broken clouds,04n
1704168000,2024-01-02 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.94,10000,3.75,3.24,3.72,6.64,1021,,,92,2.06,90,,,,,,75,803,Clouds,broken clouds,04n
1704171600,2024-01-02 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.83,10000,3.95,3.11,3.16,6.38,1021,,,94,2.06,140,,,,,,75,803,Clouds,broken clouds,04n
1704175200,2024-01-02 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.68,10000,3.8,2.89,3.16,6.35,1020,,,94,2.1,290,0,,,,,20,801,Clouds,few clouds,02n
1704178800,2024-01-02 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.67,10000,3.94,2.45,3.29,6.35,1020,,,95,2.57,70,,,,,,100,804,Clouds,overcast clouds,04n
1704182400,2024-01-02 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.91,10000,4.03,4.91,3.83,6.6,1020,,,94,1.03,0,,,,,,100,804,Clouds,overcast clouds,04n
1704186000,2024-01-02 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.9,10000,4.02,4.9,3.82,6.82,1019,,,94,1.03,280,,,,,,100,804,Clouds,overcast clouds,04n
1704189600,2024-01-02 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.96,10000,4.23,3.85,3.83,6.82,1019,,,95,1.54,10,,,,,,100,804,Clouds,overcast clouds,04n
1704193200,2024-01-02 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.18,,4.14,3.52,3.83,7.19,1019,,,93,2.06,160,,,,,,100,804,Clouds,overcast clouds,04n
1704196800,2024-01-02 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.95,10000,4.07,3.21,4.21,6.64,1018,,,94,2.1,150,0,,,,,100,804,Clouds,overcast clouds,04n
1704200400,2024-01-02 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.02,10000,3.98,5.02,4.25,7.12,1017,,,93,1.03,160,,,,,,100,804,Clouds,overcast clouds,04n
1704204000,2024-01-02 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.1,10000,4.22,3.38,4.27,6.92,1016,,,94,2.1,260,0,,,,,100,804,Clouds,overcast clouds,04n
1704207600,2024-01-02 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.3,10000,4.26,3.62,4.27,7.75,1015,,,93,2.1,220,0,0.15,,,,75,500,Rain,light rain,10n
1704211200,2024-01-02 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.69,10000,4.65,2.64,4.4,7.35,1015,,,93,4.12,230,,0.15,,,,100,500,Rain,light rain,10n
1704214800,2024-01-02 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.83,10000,4.63,2.81,4.83,7.35,1016,,,92,4.12,0,,0.6,,,,100,500,Rain,light rain,10d
1704218400,2024-01-02 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.13,10000,4.77,3.77,5.39,7.35,1016,,,91,3.13,39,4.02,0.18,,,,100,500,Rain,light rain,10d
1704222000,2024-01-02 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.47,10000,4.79,3.35,5.39,7.27,1015,,,89,4.63,50,,0.18,,,,100,500,Rain,light rain,10d
1704225600,2024-01-02 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.51,10000,5.15,2.22,5.8,7.77,1015,,,91,7.72,70,,0.2,,,,100,500,Rain,light rain,10d
1704229200,2024-01-02 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.73,10000,5.52,3.02,5.94,8.3,1014,,,92,6.2,70,0,0.39,0.45,,,100,500,Rain,light rain,10d
1704232800,2024-01-02 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.84,10000,6.1,3.58,6.07,8.35,1013,,,95,5.14,70,,0.25,,,,100,500,Rain,light rain,10d
1704236400,2024-01-02 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.02,10000,6.28,3.8,6.07,8.35,1013,,,95,5.14,80,,0.76,,,,100,500,Rain,light rain,10d
1704240000,2024-01-03 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.86,10000,6.12,3.83,6.05,8.35,1013,,,95,4.63,150,,0.64,,,,100,500,Rain,light rain,10d
1704243600,2024-01-03 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.76,10000,6.17,3.07,6.05,8.35,1013,,,96,6.17,110,,0.67,,,,100,500,Rain,light rain,10n
1704247200,2024-01-03 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.87,10000,6.28,3.61,6.07,8.35,1013,,,96,5.14,120,,0.51,,,,100,500,Rain,light rain,10n
1704250800,2024-01-03 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.8,10000,6.36,4.29,6.07,8.35,1013,,,97,3.6,90,,1.78,,,,100,501,Rain,moderate rain,10n
1704254400,2024-01-03 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.4,10000,5.96,3.26,6.05,7.76,1013,,,97,4.63,100,,1.65,,,,100,501,Rain,moderate rain,10n
1704258000,2024-01-03 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.53,10000,6.09,4.28,6.06,7.76,1013,,,97,3.09,90,,1.78,,,,100,501,Rain,moderate rain,10n
1704261600,2024-01-03 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.53,10000,6.09,5.64,6.06,7.76,1013,,,97,1.54,100,,1.27,,,,100,501,Rain,moderate rain,10n
1704265200,2024-01-03 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.52,10000,6.08,6.52,6.06,7.76,1013,,,97,1.03,250,,0.25,,,,100,500,Rain,light rain,10n
1704268800,2024-01-03 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.47,,5.88,6.47,5.94,8.35,1013,,,96,0.51,40,,0.42,,,,100,500,Rain,light rain,10n
1704272400,2024-01-03 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.15,10000,5.71,3.83,5.39,7.76,1013,,,97,3.09,200,,0.42,,,,100,500,Rain,light rain,10n
1704276000,2024-01-03 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.28,10000,5.84,5.36,5.4,7.76,1013,,,97,1.54,160,,0.36,,,,100,500,Rain,light rain,10n
1704279600,2024-01-03 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.29,,5.85,4.81,5.94,7.76,1013,,,97,2.06,90,,0.17,,,,94,500,Rain,light rain,10n
1704283200,2024-01-03 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.36,,5.92,3.76,5.94,7.76,1013,,,97,3.6,70,,0.25,,,,62,500,Rain,light rain,10n
1704286800,2024-01-03 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.24,10000,5.8,4.75,5.4,7.76,1013,,,97,2.06,50,,,,,,100,804,Clouds,overcast clouds,04n
1704290400,2024-01-03 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.35,10000,5.91,6.35,5.4,8.35,1013,,,97,1.03,340,,0.16,,,,100,500,Rain,light rain,10n
1704294000,2024-01-03 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.4,10000,5.96,5.49,5.4,8.35,1013,,,97,1.54,190,,0.13,,,,100,500,Rain,light rain,10n
1704297600,2024-01-03 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.07,10000,5.63,4.83,5.39,7.76,1014,,,97,1.79,31,2.24,,,,,40,741,Fog,fog,50n
1704301200,2024-01-03 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.42,10000,5.83,4.15,5.39,8.35,1014,,,96,3.09,120,,0.15,,,,75,500,Rain,light rain,10d
1704304800,2024-01-03 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.16,10000,6.72,4.73,6.38,8.35,1015,,,97,3.6,100,,,,,,75,803,Clouds,broken clouds,04d
1704308400,2024-01-03 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.84,10000,6.94,6.21,6.6,9.38,1015,,,94,2.57,130,,,,,,75,803,Clouds,broken clouds,04d
1704312000,2024-01-03 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.37,10000,7.46,5.94,7.16,9.43,1015,,,94,4.12,110,,,,,,75,803,Clouds,broken clouds,04d
1704315600,2024-01-03 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.3,10000,8.23,7.62,8.01,10.49,1015,,,93,3.09,90,,,,,,75,803,Clouds,broken clouds,04d
1704319200,2024-01-03 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.44,10000,7.72,6.84,8.01,10.35,1015,,,89,5.14,100,,0.11,,,,75,500,Rain,light rain,10d
1704322800,2024-01-03 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.39,10000,7.51,6.77,8.38,10.35,1015,,,88,5.14,100,,,,,,75,803,Clouds,broken clouds,04d
1704326400,2024-01-04 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9,10000,7.45,6.49,8.28,9.67,1015,,,90,4.63,110,,0.13,,,,100,521,Rain,shower rain,09d
1704330000,2024-01-04 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.54,10000,7.32,5.33,7.72,9.47,1016,,,92,6.17,140,,0.15,,,,100,521,Rain,shower rain,09n
1704333600,2024-01-04 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.18,10000,6.96,5.06,7.17,9.43,1016,,,92,5.66,140,,0.24,,,,100,500,Rain,light rain,10n
1704337200,2024-01-04 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.86,10000,6.8,4.29,6.9,8.91,1016,,,93,6.69,150,,0.28,,,,100,500,Rain,light rain,10n
1704340800,2024-01-04 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.43,10000,6.68,4.11,6.61,8.35,1017,,,95,5.66,130,,0.37,,,,100,500,Rain,light rain,10n
1704344400,2024-01-04 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.69,3.92,6.61,8.35,1017,,,96,5.66,120,,0.46,,,,100,500,Rain,light rain,10n
1704348000,2024-01-04 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.69,3.73,6.61,8.35,1017,,,96,6.17,140,,0.68,,,,100,500,Rain,light rain,10n
1704351600,2024-01-04 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.69,3.22,6.61,8.35,1017,,,96,7.72,150,,0.5,,,,100,500,Rain,light rain,10n
1704355200,2024-01-04 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.69,3.22,6.61,8.35,1017,,,96,7.72,160,,0.7,,,,100,500,Rain,light rain,10n
1704358800,2024-01-04 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.84,3.07,6.61,8.35,1017,,,97,8.23,150,,0.25,,,,100,500,Rain,light rain,10n
1704362400,2024-01-04 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.84,2.93,6.61,8.35,1017,,,97,8.75,150,,0.25,,,,100,500,Rain,light rain,10n
1704366000,2024-01-04 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.28,10000,6.84,3.92,6.61,8.35,1018,,,97,5.66,160,,0.51,,,,100,500,Rain,light rain,10n
1704369600,2024-01-04 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.52,10000,6.08,3.18,5.94,8.32,1017,,,97,5.14,130,,3.05,,,,100,501,Rain,moderate rain,10n
1704373200,2024-01-04 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.71,10000,6.42,3.2,6.05,7.76,1017,,,98,5.66,120,,2.42,,,,100,501,Rain,moderate rain,10n
1704376800,2024-01-04 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.69,4828,6.25,2.62,6.06,7.76,1017,,,97,7.2,140,,2.92,,,,100,501,Rain,moderate rain,10n
1704380400,2024-01-04 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.54,4828,6.25,1.96,6.07,7.76,1017,,,98,8.75,130,,2.29,,,,100,701,Mist,mist,50n
1704380400,2024-01-04 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.54,4828,6.25,1.96,6.07,7.76,1017,,,98,8.75,130,,2.29,,,,100,501,Rain,moderate rain,10n
1704384000,2024-01-04 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.09,4828,5.65,0.71,5.39,7.38,1017,,,97,11.32,130,,0.64,,,,100,701,Mist,mist,50n
1704384000,2024-01-04 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.09,4828,5.65,0.71,5.39,7.38,1017,,,97,11.32,130,,0.64,,,,100,500,Rain,light rain,10n
1704387600,2024-01-04 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.92,2414,5.48,0.61,5.39,7.38,1018,,,97,10.8,150,,2.54,,,,100,501,Rain,moderate rain,10d
1704387600,2024-01-04 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.92,2414,5.48,0.61,5.39,7.38,1018,,,97,10.8,150,,2.54,,,,100,701,Mist,mist,50d
1704391200,2024-01-04 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.06,2012,5.77,2.38,5.23,7.24,1018,,,98,5.66,100,,2.29,,,,100,701,Mist,mist,50d
1704391200,2024-01-04 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.06,2012,5.77,2.38,5.23,7.24,1018,,,98,5.66,100,,2.29,,,,100,501,Rain,moderate rain,10d
1704394800,2024-01-04 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.16,4828,5.57,1.77,5.39,7.38,1018,,,96,7.72,160,,1.78,,,,100,501,Rain,moderate rain,10d
1704394800,2024-01-04 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.16,4828,5.57,1.77,5.39,7.38,1018,,,96,7.72,160,,1.78,,,,100,701,Mist,mist,50d
1704398400,2024-01-04 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.13,8047,5.69,3.18,5.39,7.8,1017,,,97,4.12,90,,1.02,,,,75,701,Mist,mist,50d
1704398400,2024-01-04 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.13,8047,5.69,3.18,5.39,7.8,1017,,,97,4.12,90,,1.02,,,,75,501,Rain,moderate rain,10d
1704402000,2024-01-04 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.66,10000,6.37,4.13,5.79,7.8,1017,,,98,3.58,47,5.36,0.46,,,,75,500,Rain,light rain,10d
1704405600,2024-01-04 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.3,,6.71,4.67,6.35,8.36,1018,,,96,4.02,65,4.92,0.29,,,,64,500,Rain,light rain,10d
1704409200,2024-01-04 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.58,10000,6.68,6.32,6.61,8.4,1019,,,94,2.06,50,,,,,,20,801,Clouds,few clouds,02d
1704412800,2024-01-05 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.52,10000,6.62,5.17,6.48,8.38,1019,,,94,3.6,230,,,,,,20,801,Clouds,few clouds,02d
1704416400,2024-01-05 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.01,10000,5.27,3.66,5.39,7.38,1020,,,95,3.09,250,,,,,,20,801,Clouds,few clouds,02n
1704420000,2024-01-05 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.16,10000,4.87,5.16,4.27,6.65,1020,,,98,1.03,0,,,,,,20,801,Clouds,few clouds,02n
1704423600,2024-01-05 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.7,10000,4.27,4.7,4.23,6.65,1020,,,97,0,0,,,,,,20,801,Clouds,few clouds,02n
1704427200,2024-01-05 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5,10000,4.71,2.44,4.23,6.69,1021,,,98,3.09,100,,,,,,75,803,Clouds,broken clouds,04n
1704430800,2024-01-05 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.15,10000,4.71,3.02,4.23,6.65,1021,,,97,2.57,80,,,,,,75,803,Clouds,broken clouds,04n
1704434400,2024-01-05 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.17,10000,4.88,2.65,4.25,6.69,1021,,,98,3.09,60,,,,,,75,803,Clouds,broken clouds,04n
1704438000,2024-01-05 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.98,10000,4.54,1.49,4.23,6.69,1021,,,97,4.63,80,,,,,,75,803,Clouds,broken clouds,04n
1704441600,2024-01-05 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.2,10000,4.91,3.54,4.39,6.69,1021,,,98,2.06,90,,0.43,,,,100,500,Rain,light rain,10n
1704445200,2024-01-05 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.19,9656,4.75,2.33,4.25,6.65,1021,,,97,3.6,90,,0.76,,,,100,500,Rain,light rain,10n
1704445200,2024-01-05 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.19,9656,4.75,2.33,4.25,6.65,1021,,,97,3.6,90,,0.76,,,,100,701,Mist,mist,50n
1704448800,2024-01-05 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.6,10000,4.71,1.21,4.68,6.69,1021,,,94,7.2,180,,0.51,,,,40,500,Rain,light rain,10n
1704452400,2024-01-05 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.57,10000,4.68,1.36,4.81,6.69,1022,,,94,6.69,180,9.26,0.39,,,,40,500,Rain,light rain,10n
1704456000,2024-01-05 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.2,10000,4.16,1.29,4.27,6.69,1022,,,93,5.66,200,,0.13,,,,20,500,Rain,light rain,10n
1704459600,2024-01-05 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.46,10000,3.58,1.13,3.7,6.1,1022,,,94,4.12,190,,,,,,40,802,Clouds,scattered clouds,03n
1704463200,2024-01-05 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.75,10000,3.02,1.85,3.14,5.54,1023,,,95,2.06,110,,,,,,75,803,Clouds,broken clouds,04n
1704466800,2024-01-05 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.85,10000,3.27,0.7,3.14,6.13,1023,,,96,3.6,80,,,,,,75,803,Clouds,broken clouds,04n
1704470400,2024-01-05 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.3,10000,3.72,1.25,3.7,6.13,1023,,,96,3.6,70,,,,,,100,804,Clouds,overcast clouds,04n
1704474000,2024-01-05 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.68,10000,4.1,1.71,4.25,6.69,1023,,,96,3.6,90,,,,,,100,500,Rain,light rain,10d
1704477600,2024-01-05 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.41,8047,4.67,2.93,4.83,6.65,1023,,,95,3.09,180,,0.16,,,,100,500,Rain,light rain,10d
1704477600,2024-01-05 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.41,8047,4.67,2.93,4.83,6.65,1023,,,95,3.09,180,,0.16,,,,100,701,Mist,mist,50d
1704481200,2024-01-05 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.37,10000,4.63,1.3,4.39,6.69,1022,,,95,6.17,120,,1.65,,,,75,501,Rain,moderate rain,10d
1704484800,2024-01-05 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.73,10000,4.84,-0.11,4.68,6.69,1020,,,94,12.86,150,16.46,0.25,,,,100,500,Rain,light rain,10d
1704488400,2024-01-05 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.75,10000,5.01,-0.29,4.68,6.69,1019,,,95,13.89,150,16.98,0.38,,,,100,500,Rain,light rain,10d
