dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1710284400,2024-03-12 23:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.26,10000,3.08,8.93,9.4,11.73,1013,,,61,4.63,220,8.23,,,,,20,801,Clouds,few clouds,02d
1710288000,2024-03-13 00:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.01,10000,3.3,8.71,9.4,11.48,1014,,,63,4.63,210,8.23,0.15,,,,20,500,Rain,light rain,10d
1710291600,2024-03-13 01:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.13,,4.07,8.92,9.4,10.94,1016,,,66,2.68,228,8.49,,,,,35,802,Clouds,scattered clouds,03d
1710295200,2024-03-13 02:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.39,10000,4.22,5.32,7.4,9.27,1016,,,75,5.66,230,,,,,,20,801,Clouds,few clouds,02d
1710298800,2024-03-13 03:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.3,10000,3.72,3.57,6.13,7.72,1017,,,78,6.69,230,,,,,,20,801,Clouds,few clouds,02n
1710302400,2024-03-13 04:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.9,10000,4.22,3.24,5.49,7.61,1019,,,83,6.17,250,,,,,,20,801,Clouds,few clouds,02n
1710306000,2024-03-13 05:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.5,10000,3.48,3.15,5.5,7.38,1019,,,81,5.14,260,,,,,,20,801,Clouds,few clouds,02n
1710309600,2024-03-13 06:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.38,10000,3.23,3.29,4.38,6.08,1020,,,86,2.57,280,,,,,,20,801,Clouds,few clouds,02n
1710313200,2024-03-13 07:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.58,10000,2.93,3.69,3.28,5.58,1021,,,89,1.34,85,4.02,,,,,20,801,Clouds,few clouds,02n
1710316800,2024-03-13 08:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.94,10000,2.61,2.07,3.01,5.02,1022,,,91,2.06,210,,,,,,40,802,Clouds,scattered clouds,03n
1710320400,2024-03-13 09:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.75,10000,2.57,0.94,2.72,5.35,1023,,,92,3.09,70,,,,,,75,803,Clouds,broken clouds,04n
1710324000,2024-03-13 10:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.32,10000,2.98,2.51,3.29,5.38,1024,,,91,2.06,90,,,,,,100,804,Clouds,overcast clouds,04n
1710327600,2024-03-13 11:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.39,10000,3.05,1.71,3.4,5.38,1025,,,91,3.09,90,,,,,,75,803,Clouds,broken clouds,04n
1710331200,2024-03-13 12:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.51,10000,3.17,2.26,3.29,5.35,1025,,,91,2.57,70,,,,,,100,804,Clouds,overcast clouds,04n
1710334800,2024-03-13 13:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.71,10000,3.37,1.76,3.83,5.35,1026,,,91,3.58,30,4.92,,,,,100,804,Clouds,overcast clouds,04n
1710338400,2024-03-13 14:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.62,10000,3.43,1.98,3.83,5.58,1027,,,92,3.09,60,,,,,,75,803,Clouds,broken clouds,04n
1710342000,2024-03-13 15:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.86,10000,3.52,2.24,3.83,5.58,1028,,,91,3.13,63,4.02,,,,,75,803,Clouds,broken clouds,04d
1710345600,2024-03-13 16:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.73,10000,4.22,2.69,4.96,6.69,1029,,,90,4.12,90,,0.16,,,,75,500,Rain,light rain,10d
1710349200,2024-03-13 17:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.61,10000,4.6,3.77,5.23,7.61,1030,,,87,4.12,90,,0.18,,,,75,500,Rain,light rain,10d
1710352800,2024-03-13 18:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.56,10000,4.16,4.94,7.16,8.35,1030,,,79,4.12,100,,0.17,,,,75,500,Rain,light rain,10d
1710356400,2024-03-13 19:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.14,10000,3.6,6.22,7.18,9.81,1030,,,73,3.09,100,,0.11,,,,75,500,Rain,light rain,10d
1710360000,2024-03-13 20:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.85,10000,3.27,6.79,7.18,9.94,1031,,,68,3.6,170,,,,,,75,803,Clouds,broken clouds,04d
1710363600,2024-03-13 21:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.78,10000,3,6.22,7.71,10.54,1031,,,67,4.63,220,7.72,,,,,100,804,Clouds,overcast clouds,04d
1710367200,2024-03-13 22:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.54,10000,3.98,6.41,7.71,9.98,1031,,,73,3.6,230,7.72,,,,,75,803,Clouds,broken clouds,04d
1710370800,2024-03-13 23:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.43,10000,3.88,6.29,7.71,9.98,1032,,,73,3.58,278,4.02,,,,,75,803,Clouds,broken clouds,04d
1710374400,2024-03-14 00:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.07,10000,3.48,7.67,8.29,9.95,1032,,,68,2.57,180,,,,,,75,803,Clouds,broken clouds,04d
1710378000,2024-03-14 01:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.02,10000,3.23,7.61,8.29,9.98,1032,,,67,2.57,250,,,,,,75,803,Clouds,broken clouds,04d
1710381600,2024-03-14 02:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.07,,4.29,6.89,7.16,8.87,1032,,,77,2.06,190,,,,,,95,804,Clouds,overcast clouds,04d
1710385200,2024-03-14 03:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.12,,3.62,5.17,4.96,7.38,1032,,,84,1.54,200,,,,,,92,804,Clouds,overcast clouds,04n
1710388800,2024-03-14 04:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.33,10000,3.18,5.33,4.4,6.69,1033,,,86,1.03,20,,,,,,75,803,Clouds,broken clouds,04n
1710392400,2024-03-14 05:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.09,10000,2.95,3.41,4.38,6.38,1033,,,86,2.06,40,,,,,,40,802,Clouds,scattered clouds,03n
1710396000,2024-03-14 06:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.45,10000,2.48,4.45,3.27,5.58,1034,,,87,1.03,30,,,,,,20,801,Clouds,few clouds,02n
1710399600,2024-03-14 07:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.49,10000,2.68,4.49,3.27,5.58,1034,,,88,1.03,100,,,,,,20,801,Clouds,few clouds,02n
1710403200,2024-03-14 08:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.66,10000,2.18,2.36,2.71,5.02,1034,,,90,1.54,90,,,,,,20,801,Clouds,few clouds,02n
1710406800,2024-03-14 09:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.5,10000,2.02,1.56,2.71,5.35,1034,,,90,2.06,90,,,,,,40,802,Clouds,scattered clouds,03n
1710410400,2024-03-14 10:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.61,10000,2.28,1.19,2.59,4.97,1035,,,91,2.57,90,,,,,,75,803,Clouds,broken clouds,04n
1710414000,2024-03-14 11:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.65,10000,2.32,1.73,2.76,4.4,1035,,,91,2.06,60,,,,,,75,803,Clouds,broken clouds,04n
1710417600,2024-03-14 12:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.03,10000,1.71,0.5,2.16,4.4,1035,,,91,2.57,70,,,,,,20,801,Clouds,few clouds,02n
1710421200,2024-03-14 13:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,2.28,10000,1.27,0.79,1.48,3.86,1035,,,93,1.54,80,,,,,,20,801,Clouds,few clouds,02n
1710424800,2024-03-14 14:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,2,10000,1.14,-0.72,0.92,4.38,1035,,,94,2.57,80,,,,,,20,801,Clouds,few clouds,02n
1710428400,2024-03-14 15:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,2.42,,1.55,2.42,0.92,4.35,1035,,,94,0.51,70,,,,,,66,803,Clouds,broken clouds,04d
1710432000,2024-03-14 16:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.91,10000,3.41,4.91,3.14,6.06,1035,,,90,1.03,0,,,,,,40,802,Clouds,scattered clouds,03d
1710435600,2024-03-14 17:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.47,10000,4.13,4.59,5.23,7.76,1035,,,85,2.57,260,,,,,,40,802,Clouds,scattered clouds,03d
1710439200,2024-03-14 18:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.79,10000,4.2,4.99,6.07,9.41,1034,,,78,4.63,300,,,,,,75,803,Clouds,broken clouds,04d
1710442800,2024-03-14 19:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.65,10000,4.47,4.9,7.16,10.54,1034,,,75,8.05,243,8.94,,,,,75,803,Clouds,broken clouds,04d
1710446400,2024-03-14 20:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.12,10000,4.9,9.02,7.71,11.65,1033,,,70,3.09,290,,,,,,75,803,Clouds,broken clouds,04d
1710450000,2024-03-14 21:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.68,10000,4.88,7.4,8.27,12.21,1033,,,72,4.47,245,6.26,,,,,75,803,Clouds,broken clouds,04d
1710453600,2024-03-14 22:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.74,10000,4.54,7.3,8.29,12.21,1032,,,70,4.92,243,7.6,,,,,75,803,Clouds,broken clouds,04d
1710457200,2024-03-14 23:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.69,10000,3.87,7.82,8.4,11.65,1032,,,67,3.58,256,6.26,,,,,75,803,Clouds,broken clouds,04d
1710460800,2024-03-15 00:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.78,10000,4.16,8.75,8.4,11.65,1031,,,68,2.24,251,4.47,,,,,75,803,Clouds,broken clouds,04d
1710464400,2024-03-15 01:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.21,10000,4.63,7.02,8.29,11.1,1030,,,73,4.02,250,4.92,,,,,75,803,Clouds,broken clouds,04d
1710468000,2024-03-15 02:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.42,,4.99,7.15,7.38,10.06,1030,,,79,2.24,242,4.02,,,,,93,804,Clouds,overcast clouds,04d
1710471600,2024-03-15 03:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.31,,4.79,6.53,6.05,8.36,1030,,,84,1.54,320,,,,,,93,804,Clouds,overcast clouds,04n
1710475200,2024-03-15 04:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.21,10000,4.53,5.28,5.4,7.8,1030,,,89,1.54,310,,,,,,40,802,Clouds,scattered clouds,03n
1710478800,2024-03-15 05:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.12,10000,4.45,5.17,5.39,7.35,1030,,,89,1.54,270,,,,,,75,803,Clouds,broken clouds,04n
1710482400,2024-03-15 06:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.93,10000,4.26,2.94,5.4,7.38,1029,,,89,4.12,290,,,,,,40,802,Clouds,scattered clouds,03n
1710486000,2024-03-15 07:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.21,10000,4.02,5.21,4.4,7.24,1029,,,92,0,0,,,,,,40,802,Clouds,scattered clouds,03n
1710489600,2024-03-15 08:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.23,,4.19,5.23,4.4,7.24,1028,,,93,0.89,112,2.24,,,,,97,804,Clouds,overcast clouds,04n
1710493200,2024-03-15 09:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.91,,3.57,4.91,4.38,6.35,1028,,,91,0.51,20,,,,,,93,804,Clouds,overcast clouds,04n
1710496800,2024-03-15 10:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.44,10000,3.1,3.26,3.4,6.35,1028,,,91,1.54,90,,,,,,40,802,Clouds,scattered clouds,03n
1710500400,2024-03-15 11:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.31,10000,2.66,2.02,3.31,6.38,1028,,,89,2.57,340,,,,,,40,802,Clouds,scattered clouds,03n
1710504000,2024-03-15 12:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.43,,2.94,2.16,2.59,6.38,1027,,,90,2.57,300,,,,,,90,804,Clouds,overcast clouds,04n
1710507600,2024-03-15 13:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,3.98,10000,2.65,0.53,3.27,6.38,1027,,,91,4.12,330,,,,,,40,802,Clouds,scattered clouds,03n
1710511200,2024-03-15 14:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.08,10000,2.75,0.98,3.27,6.38,1027,,,91,3.6,290,,,,,,20,801,Clouds,few clouds,02n
1710514800,2024-03-15 15:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,4.11,10000,2.93,0.7,3.27,6.35,1026,,,92,4.12,320,,,,,,75,803,Clouds,broken clouds,04d
1710518400,2024-03-15 16:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,5.47,10000,4.28,2.1,4.4,7.35,1026,,,92,4.63,330,,,,,,75,803,Clouds,broken clouds,04d
1710522000,2024-03-15 17:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.99,10000,4.81,3.76,6.05,8.35,1026,,,86,5.14,320,,,,,,75,803,Clouds,broken clouds,04d
1710525600,2024-03-15 18:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.11,10000,5.3,7.39,7.71,10.52,1026,,,77,3.09,310,,,,,,40,802,Clouds,scattered clouds,03d
1710529200,2024-03-15 19:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.12,10000,5.12,6.43,7.71,12.46,1025,,,76,5.14,280,,,,,,75,803,Clouds,broken clouds,04d
1710532800,2024-03-15 20:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.84,10000,6.59,9.94,8.29,13.87,1024,,,75,5.14,300,,,,,,75,803,Clouds,broken clouds,04d
1710536400,2024-03-15 21:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.31,10000,6.58,11.37,9.38,14.98,1024,,,68,5.66,300,,,,,,75,803,Clouds,broken clouds,04d
1710540000,2024-03-15 22:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,11.57,10000,6.5,10.64,9.4,15.06,1023,,,71,5.66,290,,,,,,75,803,Clouds,broken clouds,04d
1710543600,2024-03-15 23:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.37,10000,6.42,11.41,10.4,15.37,1022,,,67,5.14,300,,,,,,75,803,Clouds,broken clouds,04d
1710547200,2024-03-16 00:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.73,,6.55,11.78,11.05,15.23,1021,,,66,4.92,227,6.71,,,,,91,804,Clouds,overcast clouds,04d
1710550800,2024-03-16 01:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.75,,7,11.86,11.05,15.52,1020,,,68,3.58,243,4.92,,,,,88,804,Clouds,overcast clouds,04d
1710554400,2024-03-16 02:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.77,,6.72,9.89,9.94,12.84,1020,,,76,0.89,212,2.24,,,,,65,803,Clouds,broken clouds,04d
1710558000,2024-03-16 03:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.23,,6.14,7,8.27,11.08,1020,,,81,4.12,320,,,,,,10,800,Clear,sky is clear,01n
1710561600,2024-03-16 04:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.92,,5.89,5.15,7.16,10.06,1019,,,87,4.63,310,,,,,,1,800,Clear,sky is clear,01n
1710565200,2024-03-16 05:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.09,,5.89,4.94,7.61,10.06,1019,,,86,5.66,310,,,,,,0,800,Clear,sky is clear,01n
1710568800,2024-03-16 06:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.12,,5.24,5.4,6.65,10.35,1019,,,82,4.63,310,,,,,,0,800,Clear,sky is clear,01n
1710572400,2024-03-16 07:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.35,,5.17,4.44,6.48,10.35,1019,,,86,4.63,320,,,,,,0,800,Clear,sky is clear,01n
1710576000,2024-03-16 08:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.75,10000,5.23,3.95,6.09,8.95,1019,,,90,4.12,320,,,,,,0,800,Clear,sky is clear,01n
1710579600,2024-03-16 09:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.43,10000,5.24,4.54,6.05,9.97,1018,,,86,4.63,310,,,,,,0,800,Clear,sky is clear,01n
1710583200,2024-03-16 10:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.59,,4.58,4.04,5.5,9.35,1019,,,87,3.6,310,,,,,,0,800,Clear,sky is clear,01n
1710586800,2024-03-16 11:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.66,,5.13,4.82,5.5,9.35,1019,,,84,4.63,280,,,,,,0,800,Clear,sky is clear,01n
1710590400,2024-03-16 12:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.48,,4.78,4.84,4.94,9.35,1018,,,83,4.12,310,,,,,,8,800,Clear,sky is clear,01n
1710594000,2024-03-16 13:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.44,,4.22,5.07,4.94,9.38,1018,,,80,3.6,310,,,,,,1,800,Clear,sky is clear,01n
1710597600,2024-03-16 14:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.06,,4.39,2.38,4.94,8.38,1018,,,89,5.66,340,,,,,,0,800,Clear,sky is clear,01n
1710601200,2024-03-16 15:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.75,,3.72,3.95,5.23,9.35,1018,,,81,4.12,300,,,,,,0,800,Clear,sky is clear,01d
1710604800,2024-03-16 16:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.63,10000,5.44,5.3,7.16,8.56,1018,,,86,3.6,310,,,,,,20,801,Clouds,few clouds,02d
1710608400,2024-03-16 17:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.83,10000,6.18,9.41,8.4,12.35,1018,,,78,1.54,230,,,,,,20,801,Clouds,few clouds,02d
1710612000,2024-03-16 18:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,11.86,10000,6.78,10.96,9.4,14.43,1018,,,71,3.09,230,,,,,,20,801,Clouds,few clouds,02d
1710615600,2024-03-16 19:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,15.17,,6.46,14.2,14.35,17.03,1018,,,56,1.79,326,5.81,,,,,0,800,Clear,sky is clear,01d
1710619200,2024-03-16 20:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,17.27,,7.05,16.38,15.35,19.98,1018,,,51,1.03,210,,,,,,0,800,Clear,sky is clear,01d
1710622800,2024-03-16 21:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,16.09,,7.83,15.27,11.07,20.54,1017,,,58,1.79,337,5.81,,,,,0,800,Clear,sky is clear,01d
1710626400,2024-03-16 22:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,14.57,10000,7.38,13.7,11.6,20.23,1017,,,62,4.47,256,5.36,,,,,0,800,Clear,sky is clear,01d
1710630000,2024-03-16 23:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,15.18,10000,7.23,14.29,12.71,20.62,1017,,,59,2.24,251,4.92,,,,,20,801,Clouds,few clouds,02d
1710633600,2024-03-17 00:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,16.44,10000,7.12,15.55,14.4,18.7,1017,,,54,2.06,280,,,,,,0,800,Clear,sky is clear,01d
1710637200,2024-03-17 01:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,16.1,10000,7.07,15.2,14.4,19.43,1017,,,55,2.06,310,,,,,,0,800,Clear,sky is clear,01d
1710640800,2024-03-17 02:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,15.49,,6.23,14.5,14.4,17.35,1017,,,54,0.51,50,,,,,,55,803,Clouds,broken clouds,04d
1710644400,2024-03-17 03:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,13.37,,6.71,12.43,11.05,15.52,1017,,,64,2.57,340,,,,,,64,803,Clouds,broken clouds,04n
1710648000,2024-03-17 04:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,13.46,,5.86,12.43,11.05,14.97,1017,,,60,2.06,310,,,,,,63,803,Clouds,broken clouds,04n
1710651600,2024-03-17 05:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,11.69,,5.12,10.59,10.38,13.35,1018,,,64,3.6,320,,,,,,4,800,Clear,sky is clear,01n
1710655200,2024-03-17 06:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.83,,4.74,9.69,9.83,11.89,1019,,,66,4.12,270,,,,,,0,800,Clear,sky is clear,01n
1710658800,2024-03-17 07:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.77,,4.57,8.5,8.82,12.38,1019,,,70,2.57,30,,,,,,0,800,Clear,sky is clear,01n
1710662400,2024-03-17 08:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.42,,5.03,7.23,8.29,12.38,1020,,,74,4.12,20,,,,,,0,800,Clear,sky is clear,01n
1710666000,2024-03-17 09:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.57,,4.4,6.74,7.76,10.62,1020,,,75,3.09,40,,,,,,0,800,Clear,sky is clear,01n
1710669600,2024-03-17 10:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,9.48,,4.89,8.54,8.31,11.64,1021,,,73,2.06,50,,,,,,0,800,Clear,sky is clear,01n
1710673200,2024-03-17 11:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.32,10000,4.34,6.44,7.2,11.64,1021,,,76,3.09,80,,,,,,20,801,Clouds,few clouds,02n
1710676800,2024-03-17 12:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.36,,4.19,6.83,7.18,10.52,1022,,,75,2.57,120,,,,,,1,800,Clear,sky is clear,01n
1710680400,2024-03-17 13:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,8.22,,4.43,6.66,7.45,11.35,1022,,,77,2.57,110,,,,,,1,800,Clear,sky is clear,01n
1710684000,2024-03-17 14:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,6.97,,4.29,5.18,6.5,8.95,1022,,,83,2.57,100,,,,,,2,800,Clear,sky is clear,01n
1710687600,2024-03-17 15:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,7.37,10000,4.5,7.37,6.5,9.97,1023,,,82,1.03,0,,,,,,20,801,Clouds,few clouds,02d
1710691200,2024-03-17 16:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.12,10000,5.89,9.15,8.82,12.2,1023,,,75,1.54,330,,,,,,20,801,Clouds,few clouds,02d
1710694800,2024-03-17 17:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.13,10000,5.98,11.12,9.94,14.39,1023,,,66,1.03,220,,,,,,20,801,Clouds,few clouds,02d
1710698400,2024-03-17 18:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,14.13,10000,6.25,13.14,11.6,15.92,1024,,,59,3.09,0,,,,,,20,801,Clouds,few clouds,02d
1710702000,2024-03-17 19:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,15.3,10000,5.79,14.27,12.18,18.87,1024,,,53,2.57,260,,,,,,20,801,Clouds,few clouds,02d
1710705600,2024-03-17 20:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,14.95,10000,5.19,13.86,12.18,19.97,1023,,,52,2.06,260,,,,,,20,801,Clouds,few clouds,02d
1710709200,2024-03-17 21:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,13.41,10000,5.57,12.35,11.6,20.35,1023,,,59,4.02,249,4.92,,,,,0,800,Clear,sky is clear,01d
1710712800,2024-03-17 22:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.06,10000,6.34,11.1,10.38,13.4,1023,,,68,5.81,265,7.6,,,,,0,800,Clear,sky is clear,01d
1710716400,2024-03-17 23:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,14.93,10000,7,14.02,12.71,20.37,1023,,,59,5.81,252,6.26,,,,,0,800,Clear,sky is clear,01d
1710720000,2024-03-18 00:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,14.69,10000,7.02,13.78,13.27,19.41,1022,,,60,4.92,246,5.81,,,,,20,801,Clouds,few clouds,02d
1710723600,2024-03-18 01:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,14.85,10000,6.92,13.93,13.4,18.87,1022,,,59,3.09,300,,,,,,0,800,Clear,sky is clear,01d
1710727200,2024-03-18 02:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,13.72,,6.34,12.74,12.71,16.1,1022,,,61,1.79,227,3.58,,,,,0,800,Clear,sky is clear,01d
1710730800,2024-03-18 03:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,12.14,,6.84,11.24,10.38,13.39,1022,,,70,3.6,310,,,,,,0,800,Clear,sky is clear,01n
1710734400,2024-03-18 04:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.89,,5.85,9.89,9.39,13.39,1022,,,71,3.09,310,,,,,,0,800,Clear,sky is clear,01n
1710738000,2024-03-18 05:00:00 +0000 UTC,-25200,The University of British Columbia,49.260605,-123.245994,10.17,,5.36,9.12,8.82,12.35,1022,,,72,3.09,290,,,,,,0,800,Clear,sky is clear,01n
