date,index,Actual,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd
2023-02-09 11:00:00,104,427,418.973529161917,698.5868679595624,524.9471731101403,844.9635790720578,432.0021261983928,983.8434945887292,
2023-02-09 12:00:00,105,458,434.3867239337607,693.319821289219,553.2139051691443,844.7192726940814,482.8272880711241,1007.8988310418364,
2023-02-09 13:00:00,106,449,443.25703632421886,693.319821289219,557.4469477133645,843.8686543852964,463.3057779362125,1039.1347561531843,
2023-02-09 14:00:00,107,461,468.1382731841703,729.788416951966,582.1498221370156,844.5066496928769,490.84347497333965,1076.0226752084016,
2023-02-09 15:00:00,108,407,436.1252168044833,691.3700100355322,561.1918948354005,837.5709341972677,463.6576366082189,993.3943812465728,
2023-02-09 16:00:00,109,298,322.6885558532296,547.9190789789534,499.9529481232202,712.644624320468,407.5414733607006,819.3533974881711,
2023-02-09 17:00:00,110,166,173.73306438924945,427.06487238625374,336.6162080395108,458.4813982197318,307.07923753762793,641.1286730095519,
2023-02-09 18:00:00,111,32,32.92267142313599,277.0436342472219,238.722241774238,265.94233591846285,226.7727646115812,422.2863321488045,
2023-02-09 19:00:00,112,0,1.1409420708127287,191.6702860689304,175.67732239431342,162.0706710135576,151.19660910453138,307.96743078900755,
2023-02-09 20:00:00,113,2,0.3786240684717559,120.373391801903,125.54099632717532,110.06054060240484,117.6627827263459,261.77100340887154,
2023-02-09 21:00:00,114,0,0.8363170233415782,100.08990660586636,106.57682060878184,80.00896536301462,102.32766806792736,189.71510118574963,
2023-02-09 22:00:00,115,0,0.0,75.70119487639795,36.83632946492723,61.56427612111427,88.287000502433,123.7745920163928,
2023-02-09 23:00:00,116,0,0.0,44.182940878348845,12.38477337613316,41.80313555327643,82.12027770754888,90.98089458975156,
2023-02-10 00:00:00,117,1,0.934261254819708,42.10534724603941,9.286032276188052,21.02789053489858,85.42131388656287,51.31252446797873,
2023-02-10 01:00:00,118,0,3.5696021302472625,39.433785105129765,6.138982807868166,19.25846183076115,80.7130034925933,49.1171790833979,
2023-02-10 02:00:00,119,2,3.9947190211706936,37.47699147560494,5.76038386594722,19.16201102849152,80.8004974038186,46.02380511385896,
2023-02-10 03:00:00,120,2,3.3026720766295514,39.54000269030113,5.76038386594722,19.194469652663635,81.65379820802454,49.71118101780708,
2023-02-10 04:00:00,121,1,4.224778822828125,40.09153978607309,5.76038386594722,18.80027463135601,80.83503491861842,48.66783649542335,
2023-02-10 05:00:00,122,1,4.234998727924059,40.6928826326268,7.359478351997575,17.87769344988127,81.64857866531999,49.843864257673765,
2023-02-10 06:00:00,123,17,17.882534537379993,44.02641558899308,6.929986198957164,24.574274511056792,81.29320335614523,63.01098900995222,
2023-02-10 07:00:00,124,72,60.49382554671418,114.31541140179785,11.94734318036706,118.94262099431307,83.8525383837851,113.44337155406794,
2023-02-10 08:00:00,125,107,118.22623233771778,189.882057487462,47.87794730023512,309.1983651920618,111.64949715011568,317.8487275803471,
2023-02-10 09:00:00,126,203,201.4631304096577,362.82459216791625,202.4455109927397,512.1534670404914,206.2795081554992,536.316321707582,
2023-02-10 10:00:00,127,314,304.5450686845862,460.28399444756354,317.63275432639193,654.1510373947124,309.648351365161,760.1514837336344,
2023-02-10 11:00:00,128,365,341.83905021574594,519.8962339018169,362.6597434578182,731.6065063199337,351.5713548801453,826.5151605981589,
2023-02-10 12:00:00,129,381,367.65115582867634,538.1856761088774,421.84917378816937,727.7489335465839,375.1309044423079,856.817662889166,
2023-02-10 13:00:00,130,382,356.93591524786166,531.0171074167889,431.3408235273896,735.6141803040967,363.8661050490316,843.5140971710897,
2023-02-10 14:00:00,131,350,349.5273355023025,537.5363499963366,431.3408235273896,691.532967902942,325.4288511376087,818.9921001476663,
2023-02-10 15:00:00,132,273,256.91533564760283,446.8395549904282,355.9761788503566,681.2036637144611,311.7295439961154,748.5751711164677,
2023-02-10 16:00:00,133,129,151.1416374323459,326.5464169841965,319.71776751403746,549.1087171547798,261.64207991618423,619.6529487375651,
2023-02-10 17:00:00,134,16,39.031108168531226,201.7078060462324,201.3622040187679,334.1687263837725,172.94311006944176,442.685717175446,
2023-02-10 18:00:00,135,6,8.43607692480001,136.759702186783,127.66899984509251,176.66994976786432,133.59265572386187,323.4203095466307,
2023-02-10 19:00:00,136,2,8.472480277631535,120.653972952265,122.86524942632,136.5248628038844,97.31680995829385,351.0057028565996,
2023-02-10 20:00:00,137,0,3.055730127702461,103.06900388037629,122.55872185307628,81.5057100160798,96.3985917393364,248.27982315538773,
2023-02-10 21:00:00,138,0,1.4117984955371807,72.92304226452498,96.28005591980607,63.645110870579856,97.07595243935832,227.20951801036955,
2023-02-10 22:00:00,139,3,0.0,58.94181489825935,61.076862028094176,57.890688680629125,89.45078312427387,161.60446566942542,
2023-02-10 23:00:00,140,0,0.8940389991950393,44.53672143338808,11.37624748541332,44.69066685600684,83.62863812301812,81.95044005911643,
2023-02-11 00:00:00,141,0,1.6786613281389249,40.56365074193493,5.888680152689112,19.836383987284293,82.61249921520657,50.82262377879158,
2023-02-11 01:00:00,142,1,0.9511325499700314,38.745111343266025,5.49774514660485,20.16168376283654,80.7094917825522,39.53500115254965,
2023-02-11 02:00:00,143,0,1.1304834429218302,34.87182339050792,5.328747253112215,17.251898862309496,80.3544188661336,33.52386735529437,
2023-02-11 03:00:00,144,0,0.0,37.45790671254229,5.152813256054703,16.79943407072581,81.28971630509979,34.36726578997758,
2023-02-11 04:00:00,145,1,0.4038396745195566,37.99613143719622,6.478070083756494,16.666046773471145,81.28449676239524,33.72728066913609,
2023-02-11 05:00:00,146,3,1.9154123938558143,37.308974317078345,6.478070083756494,16.689935120616965,81.28449676239524,34.10105839336006,
2023-02-11 06:00:00,147,8,2.2430914241679063,42.68113731949833,6.478070083756494,18.506578102491098,81.15704469810775,34.95621885422072,
2023-02-11 07:00:00,148,2,14.610434262135628,44.08247649214266,6.606522515571995,59.03541561760581,80.71563231788771,46.93293425933897,
2023-02-11 08:00:00,149,10,21.11933882932804,40.487086029102535,8.872011602729431,67.29587884336914,81.21422491747951,68.90518590557947,
2023-02-11 09:00:00,150,23,42.516518366606746,49.99664969120679,17.33128184492634,86.38658220281452,84.68806803149046,123.1822003661395,
2023-02-11 10:00:00,151,47,68.85434380994556,65.39665304902702,22.51423809874644,103.34834586895342,84.82478813522793,167.15431020268284,
2023-02-11 11:00:00,152,76,88.9134581009775,78.79714405245886,34.261951556151,131.5821823089056,83.64561417234033,198.3157221261303,
2023-02-11 12:00:00,153,81,101.90046811323072,84.47140481974927,42.58964618529443,135.21041009281504,89.82179250273033,200.1464676407137,
2023-02-11 13:00:00,154,69,96.09222834877316,91.23064368284118,48.75606616404704,134.8787515884796,88.33083055626214,193.60446248081885,
2023-02-11 14:00:00,155,65,86.96778547525567,95.13410003681264,52.93085439469209,134.1224235790325,90.42767050401176,192.07034447605307,
2023-02-11 15:00:00,156,55,86.69321771375989,95.09724149442204,66.40320758129403,142.8516257979292,88.18745495151866,193.09859103883656,
2023-02-11 16:00:00,157,50,76.45030459784654,67.66646906073424,60.91171057598109,115.84953980671244,88.22367388989696,196.4727680544764,
2023-02-11 17:00:00,158,43,53.07990215576257,55.83720306997296,53.583325565195295,112.23577600375508,85.9372714410199,176.39779159648194,
2023-02-11 18:00:00,159,28,46.19340185505849,41.07769416070296,52.60295382614065,86.8413722267187,82.24264975915501,149.59273091888193,
2023-02-11 19:00:00,160,21,21.4362884637599,39.19724029812178,79.93424973438707,78.47635559487577,92.63738628431774,136.21205020538136,
2023-02-11 20:00:00,161,12,4.35666879596386,33.84972172219191,123.5030234067407,64.78843310340504,91.06689886704682,115.0650098017744,
2023-02-11 21:00:00,162,0,5.283535553549513,28.909122239057726,121.4817420647981,60.76680050066595,89.13075966862993,113.20261395437876,
2023-02-11 22:00:00,163,0,3.7035787876007658,29.86123926300301,76.10147346446612,41.47875843991139,86.0922529706924,107.83972354597115,
2023-02-11 23:00:00,164,1,1.344464684949835,30.12491936931947,19.39666779006055,40.05809043269476,71.60696369760394,94.78842609911376,
2023-02-12 00:00:00,165,2,1.3813928766124937,34.47408638656543,13.051003932390088,19.189674033065728,69.31489313428116,67.61957728969666,
2023-02-12 01:00:00,166,0,0.3806464540616911,34.73889165038311,8.463113801097162,17.928756183713105,72.86639941250306,66.72129331219773,
2023-02-12 02:00:00,167,0,0.0,36.54925421432149,8.559041637406388,17.32643123688745,73.14223544627981,67.25188832101301,
2023-02-12 03:00:00,168,1,4.189911191255424,37.09934452864811,8.393741380457572,17.291247052788236,73.14223544627981,67.48905769343604,
2023-02-12 04:00:00,169,0,3.7436135917614353,36.10541899700127,8.198741380457571,17.505236884902487,73.01523122869082,68.29235635902577,
2023-02-12 05:00:00,170,0,3.034695328836416,38.20036751268797,8.198741380457571,17.621539019323997,76.48194816101918,67.7060264064042,
2023-02-12 06:00:00,171,1,1.91918282474994,40.403638925868165,5.052081829203915,23.985107982354,77.04099275120754,75.80824773177198,
2023-02-12 07:00:00,172,1,12.279903207715684,41.69041386384862,4.949774063004633,57.66782675251194,74.13382907342054,76.95762382996224,
2023-02-12 08:00:00,173,7,18.6363908102874,45.389955214655046,7.775461750483766,60.046242095813454,79.39237711770522,95.1803387175288,
2023-02-12 09:00:00,174,14,41.33815215852277,50.87732091671767,14.359354802734476,68.38630604410868,83.82709834053642,111.7378397073299,
2023-02-12 10:00:00,175,25,49.04796668717542,64.12612841343955,22.3394887922348,75.02692066737988,83.96965233323432,142.60770068159297,
2023-02-12 11:00:00,176,27,59.21868138999825,73.6090955150995,29.65504302203317,84.89226676403848,87.36586542589578,154.33368842337228,
