name,value
2024-08-07 12:00:00,233.32531163173252
2024-08-07 13:00:00,231.38850637113316
2024-08-07 14:00:00,257.59040802177617
2024-08-07 15:00:00,178.99929929371262
2024-08-07 16:00:00,195.77635834276742
2024-08-07 17:00:00,215.72117791599513
2024-08-07 18:00:00,246.52318053903917
2024-08-07 19:00:00,178.69484863269577
2024-08-07 20:00:00,148.38030570165435
2024-08-07 21:00:00,148.0476905949517
2024-08-07 22:00:00,147.92543860462428
2024-08-07 23:00:00,166.13512486441363
2024-08-08 00:00:00,88.62585225769804
2024-08-08 01:00:00,68.53730114803439
2024-08-08 02:00:00,52.35416141364164
2024-08-08 03:00:00,36.46411824152509
2024-08-08 04:00:00,29.485106448455674
2024-08-08 05:00:00,32.51724079383681
2024-08-08 06:00:00,47.086774762624096
2024-08-08 07:00:00,96.05311790566955
2024-08-08 08:00:00,118.37420123585682
2024-08-08 09:00:00,138.21461796338875
2024-08-08 10:00:00,180.9490772609935
2024-08-08 11:00:00,213.44423614323523
2024-08-08 12:00:00,214.5681243806792
2024-08-08 13:00:00,215.9171896001914
2024-08-08 14:00:00,197.27140371351138
2024-08-08 15:00:00,202.74209249522661
2024-08-08 16:00:00,244.06360359090448
2024-08-08 17:00:00,233.03334052598842
2024-08-08 18:00:00,245.5827840573375
2024-08-08 19:00:00,177.75445215099404
2024-08-08 20:00:00,146.86403689101812
2024-08-08 21:00:00,144.87156238615296
2024-08-08 22:00:00,145.0001370250871
