"TimestampUnix","Vehicles","Parkade"
"1717815540",43,"Rose"
"1717819140",26,"Rose"
"1717822740",15,"Rose"
"1717826340",14,"Rose"
"1717829940",10,"Rose"
"1717833540",7,"Rose"
"1717837140",6,"Rose"
"1717840740",6,"Rose"
"1717844340",7,"Rose"
"1717847940",7,"Rose"
"1717851540",6,"Rose"
"1717855140",7,"Rose"
"1717858740",10,"Rose"
"1717862340",13,"Rose"
"1717865940",21,"Rose"
"1717869540",86,"Rose"
"1717873140",232,"Rose"
"1717876740",314,"Rose"
"1717880340",326,"Rose"
"1717883940",333,"Rose"
"1717887540",196,"Rose"
"1717891140",75,"Rose"
"1717894740",60,"Rose"
"1717898340",54,"Rose"
"1717901940",36,"Rose"
"1717905540",26,"Rose"
"1717909140",19,"Rose"
"1717912740",10,"Rose"
"1717916340",9,"Rose"
"1717919940",3,"Rose"
"1717923540",3,"Rose"
"1717927140",3,"Rose"
"1717930740",3,"Rose"
"1717934340",4,"Rose"
"1717937940",3,"Rose"
"1717941540",3,"Rose"
"1717945140",4,"Rose"
"1717948740",7,"Rose"
"1717952340",13,"Rose"
"1717955940",50,"Rose"
"1717959540",171,"Rose"
"1717963140",276,"Rose"
"1717966740",291,"Rose"
"1717970340",299,"Rose"
"1717973940",189,"Rose"
"1717977540",42,"Rose"
"1717981140",26,"Rose"
"1717984740",17,"Rose"
"1717988340",18,"Rose"
"1717991940",12,"Rose"
"1717995540",6,"Rose"
"1717999140",5,"Rose"
"1718002740",4,"Rose"
"1718006340",3,"Rose"
"1718009940",3,"Rose"
"1718013540",0,"Rose"
"1718017140",0,"Rose"
"1718020740",1,"Rose"
"1718024340",2,"Rose"
"1718027940",5,"Rose"
"1718031540",35,"Rose"
"1718035140",102,"Rose"
"1718038740",152,"Rose"
"1718042340",171,"Rose"
"1718045940",178,"Rose"
"1718049540",196,"Rose"
"1718053140",213,"Rose"
"1718056740",199,"Rose"
"1718060340",171,"Rose"
"1718063940",158,"Rose"
"1718067540",208,"Rose"
"1718071140",225,"Rose"
"1718074740",212,"Rose"
"1718078340",194,"Rose"
"1718081940",9,"Rose"
"1718085540",4,"Rose"
"1718089140",3,"Rose"
"1718092740",2,"Rose"
"1718096340",2,"Rose"
"1718099940",2,"Rose"
"1718103540",2,"Rose"
"1718107140",2,"Rose"
"1718110740",4,"Rose"
"1718114340",9,"Rose"
"1718117940",30,"Rose"
"1718121540",115,"Rose"
"1718125140",197,"Rose"
"1718128740",231,"Rose"
"1718132340",233,"Rose"
"1718135940",220,"Rose"
"1718139540",210,"Rose"
"1718143140",199,"Rose"
"1718146740",167,"Rose"
"1718150340",84,"Rose"
"1718153940",41,"Rose"
"1718157540",29,"Rose"
"1718161140",23,"Rose"
"1718164740",14,"Rose"
"1718168340",4,"Rose"
"1718171940",4,"Rose"
"1718175540",3,"Rose"
"1718179140",2,"Rose"
"1718182740",2,"Rose"
"1718186340",2,"Rose"
"1718189940",2,"Rose"
"1718193540",2,"Rose"
"1718197140",2,"Rose"
"1718200740",4,"Rose"
"1718204340",30,"Rose"
"1718207940",107,"Rose"
"1718211540",170,"Rose"
"1718215140",199,"Rose"
"1718218740",210,"Rose"
"1718222340",207,"Rose"
"1718225940",219,"Rose"
"1718229540",202,"Rose"
"1718233140",165,"Rose"
"1718236740",84,"Rose"
"1718240340",30,"Rose"
"1718243940",19,"Rose"
"1718247540",16,"Rose"
"1718251140",10,"Rose"
"1718254740",8,"Rose"
"1718258340",5,"Rose"
"1718261940",2,"Rose"
"1718265540",1,"Rose"
"1718269140",2,"Rose"
"1718272740",2,"Rose"
"1718276340",2,"Rose"
"1718279940",2,"Rose"
"1718283540",3,"Rose"
"1718287140",7,"Rose"
"1718290740",19,"Rose"
"1718294340",101,"Rose"
"1718297940",155,"Rose"
"1718301540",177,"Rose"
"1718305140",195,"Rose"
"1718308740",210,"Rose"
"1718312340",222,"Rose"
"1718315940",205,"Rose"
"1718319540",179,"Rose"
"1718323140",202,"Rose"
"1718326740",363,"Rose"
"1718330340",416,"Rose"
"1718333940",329,"Rose"
"1718337540",101,"Rose"
"1718341140",21,"Rose"
"1718344740",10,"Rose"
"1718348340",8,"Rose"
"1718351940",7,"Rose"
"1718355540",7,"Rose"
"1718359140",7,"Rose"
"1718362740",7,"Rose"
"1718366340",8,"Rose"
"1718369940",8,"Rose"
"1718373540",8,"Rose"
"1718377140",25,"Rose"
"1718380740",62,"Rose"
"1718384340",92,"Rose"
"1718387940",118,"Rose"
"1718391540",164,"Rose"
"1718395140",167,"Rose"
"1718398740",152,"Rose"
"1718402340",148,"Rose"
"1718403420",141,"Rose"
"1718431140",6,"Rose"
"1718434740",6,"Rose"
"1718438340",4,"Rose"
"1718441940",4,"Rose"
"1718445540",4,"Rose"
"1718449140",4,"Rose"
"1718452740",4,"Rose"
"1718456340",5,"Rose"
"1718459940",4,"Rose"
"1718463540",5,"Rose"
"1718467140",13,"Rose"
"1718470740",24,"Rose"
"1718474340",83,"Rose"
"1718477940",300,"Rose"
"1718481540",367,"Rose"
"1718485140",390,"Rose"
"1718488740",388,"Rose"
"1718492340",311,"Rose"
"1718495940",87,"Rose"
"1718499540",33,"Rose"
"1718503140",35,"Rose"
"1718506740",44,"Rose"
"1718510340",39,"Rose"
"1718513940",14,"Rose"
"1718517540",8,"Rose"
"1718521140",6,"Rose"
"1718524740",7,"Rose"
"1718528340",7,"Rose"
"1718531940",7,"Rose"
"1718535540",7,"Rose"
"1718539140",7,"Rose"
"1718542740",7,"Rose"
"1718546340",7,"Rose"
"1718549940",5,"Rose"
"1718553540",11,"Rose"
"1718557140",17,"Rose"
"1718560740",45,"Rose"
"1718564340",92,"Rose"
"1718567940",97,"Rose"
"1718571540",106,"Rose"
"1718575140",128,"Rose"
"1718578740",102,"Rose"
"1718582340",48,"Rose"
"1718585940",13,"Rose"
"1718589540",17,"Rose"
"1718593140",18,"Rose"
"1718596740",21,"Rose"
"1718600340",14,"Rose"
"1718603940",11,"Rose"
"1718607540",10,"Rose"
"1718611140",9,"Rose"
"1718614740",9,"Rose"
"1718618340",0,"Rose"
"1718621940",1,"Rose"
"1718625540",1,"Rose"
"1718629140",1,"Rose"
"1718632740",3,"Rose"
"1718636340",25,"Rose"
"1718639940",72,"Rose"
"1718643540",117,"Rose"
"1718647140",138,"Rose"
"1718650740",155,"Rose"
"1718654340",165,"Rose"
"1718657940",190,"Rose"
"1718661540",197,"Rose"
"1718665140",164,"Rose"
"1718668740",91,"Rose"
"1718672340",39,"Rose"
"1718675940",24,"Rose"
"1718679540",18,"Rose"
"1718683140",10,"Rose"
"1718686740",5,"Rose"
"1718690340",3,"Rose"
"1718693940",1,"Rose"
"1718697540",0,"Rose"
"1718701140",0,"Rose"
"1718704740",2,"Rose"
"1718708340",0,"Rose"
"1718711940",0,"Rose"
"1718715540",2,"Rose"
"1718719140",7,"Rose"
"1718722740",24,"Rose"
"1718726340",84,"Rose"
"1718729940",158,"Rose"
"1718733540",193,"Rose"
"1718737140",225,"Rose"
"1718740740",240,"Rose"
"1718744340",236,"Rose"
"1718747940",214,"Rose"
"1718751540",301,"Rose"
"1718755140",313,"Rose"
"1718758740",284,"Rose"
"1718762340",266,"Rose"
"1718765940",68,"Rose"
"1718769540",12,"Rose"
"1718773140",9,"Rose"
"1718776740",2,"Rose"
"1718780340",2,"Rose"
"1718783940",1,"Rose"
"1718787540",4,"Rose"
"1718791140",4,"Rose"
"1718794740",4,"Rose"
"1718798340",4,"Rose"
"1718801940",6,"Rose"
"1718805540",7,"Rose"
"1718809140",31,"Rose"
"1718812740",100,"Rose"
"1718816340",162,"Rose"
"1718819940",202,"Rose"
"1718823540",244,"Rose"
"1718827140",360,"Rose"
"1718830740",487,"Rose"
"1718834340",492,"Rose"
"1718837940",463,"Rose"
"1718841540",143,"Rose"
"1718845140",61,"Rose"
"1718848740",33,"Rose"
"1718852340",30,"Rose"
"1718855940",21,"Rose"
"1718859540",11,"Rose"
"1718863140",8,"Rose"
"1718866740",5,"Rose"
"1718870340",2,"Rose"
"1718873940",2,"Rose"
"1718877540",2,"Rose"
"1718881140",3,"Rose"
"1718884740",3,"Rose"
"1718884800",3,"Rose"
"1717160340",634,"Health Sciences"
"1717163940",624,"Health Sciences"
"1717167540",570,"Health Sciences"
"1717171140",438,"Health Sciences"
"1717174740",266,"Health Sciences"
"1717178340",171,"Health Sciences"
"1717181940",112,"Health Sciences"
"1717185540",67,"Health Sciences"
"1717189140",49,"Health Sciences"
"1717192740",45,"Health Sciences"
"1717196340",42,"Health Sciences"
"1717199940",13,"Health Sciences"
"1717203540",10,"Health Sciences"
"1717207140",9,"Health Sciences"
"1717210740",9,"Health Sciences"
"1717214340",9,"Health Sciences"
"1717217940",8,"Health Sciences"
"1717221540",13,"Health Sciences"
"1717225140",51,"Health Sciences"
"1717228740",61,"Health Sciences"
"1717232340",71,"Health Sciences"
"1717235940",97,"Health Sciences"
"1717239540",112,"Health Sciences"
"1717243140",125,"Health Sciences"
"1717246740",127,"Health Sciences"
"1717250340",131,"Health Sciences"
"1717253940",147,"Health Sciences"
"1717257540",123,"Health Sciences"
"1717261140",102,"Health Sciences"
"1717264740",80,"Health Sciences"
"1717268340",71,"Health Sciences"
"1717271940",46,"Health Sciences"
"1717275540",30,"Health Sciences"
"1717279140",25,"Health Sciences"
"1717282740",27,"Health Sciences"
"1717286340",10,"Health Sciences"
"1717289940",7,"Health Sciences"
"1717293540",6,"Health Sciences"
"1717297140",5,"Health Sciences"
"1717300740",5,"Health Sciences"
"1717304340",4,"Health Sciences"
"1717307940",10,"Health Sciences"
"1717311540",37,"Health Sciences"
"1717315140",39,"Health Sciences"
"1717318740",49,"Health Sciences"
"1717322340",61,"Health Sciences"
"1717325940",71,"Health Sciences"
"1717329540",87,"Health Sciences"
"1717333140",88,"Health Sciences"
"1717336740",85,"Health Sciences"
"1717340340",96,"Health Sciences"
"1717343940",76,"Health Sciences"
"1717347540",56,"Health Sciences"
"1717351140",38,"Health Sciences"
"1717354740",32,"Health Sciences"
"1717358340",23,"Health Sciences"
"1717361940",20,"Health Sciences"
"1717365540",16,"Health Sciences"
"1717369140",18,"Health Sciences"
"1717372740",0,"Health Sciences"
"1717376340",0,"Health Sciences"
"1717379940",0,"Health Sciences"
"1717383540",0,"Health Sciences"
"1717387140",0,"Health Sciences"
"1717390740",0,"Health Sciences"
"1717394340",21,"Health Sciences"
"1717397940",134,"Health Sciences"
"1717401540",336,"Health Sciences"
"1717405140",550,"Health Sciences"
"1717408740",676,"Health Sciences"
"1717412340",744,"Health Sciences"
"1717415940",731,"Health Sciences"
"1717419540",739,"Health Sciences"
"1717423140",733,"Health Sciences"
"1717426740",691,"Health Sciences"
"1717430340",542,"Health Sciences"
"1717433940",309,"Health Sciences"
"1717437540",160,"Health Sciences"
"1717441140",114,"Health Sciences"
"1717444740",68,"Health Sciences"
"1717448340",53,"Health Sciences"
"1717451940",47,"Health Sciences"
"1717455540",43,"Health Sciences"
"1717459140",17,"Health Sciences"
"1717462740",11,"Health Sciences"
"1717466340",10,"Health Sciences"
"1717469940",10,"Health Sciences"
"1717473540",8,"Health Sciences"
"1717477140",9,"Health Sciences"
"1717480740",35,"Health Sciences"
"1717484340",157,"Health Sciences"
"1717487940",358,"Health Sciences"
"1717491540",581,"Health Sciences"
"1717495140",741,"Health Sciences"
"1717498740",784,"Health Sciences"
"1717502340",816,"Health Sciences"
"1717505940",826,"Health Sciences"
"1717509540",813,"Health Sciences"
"1717513140",766,"Health Sciences"
"1717516740",615,"Health Sciences"
"1717520340",351,"Health Sciences"
"1717523940",178,"Health Sciences"
"1717527540",121,"Health Sciences"
"1717531140",68,"Health Sciences"
"1717534740",55,"Health Sciences"
"1717538340",49,"Health Sciences"
"1717541940",47,"Health Sciences"
"1717545540",18,"Health Sciences"
"1717549140",12,"Health Sciences"
"1717552740",10,"Health Sciences"
"1717556340",9,"Health Sciences"
"1717559940",9,"Health Sciences"
"1717563540",12,"Health Sciences"
"1717567140",37,"Health Sciences"
"1717570740",150,"Health Sciences"
"1717574340",365,"Health Sciences"
"1717577940",610,"Health Sciences"
"1717581540",753,"Health Sciences"
"1717585140",817,"Health Sciences"
"1717588740",833,"Health Sciences"
"1717592340",826,"Health Sciences"
"1717595940",801,"Health Sciences"
"1717599540",761,"Health Sciences"
"1717603140",607,"Health Sciences"
"1717606740",347,"Health Sciences"
"1717610340",167,"Health Sciences"
"1717613940",118,"Health Sciences"
"1717617540",61,"Health Sciences"
"1717621140",41,"Health Sciences"
"1717624740",33,"Health Sciences"
"1717628340",28,"Health Sciences"
"1717631940",2,"Health Sciences"
"1717635540",0,"Health Sciences"
"1717639140",0,"Health Sciences"
"1717642740",0,"Health Sciences"
"1717646340",0,"Health Sciences"
"1717649940",1,"Health Sciences"
"1717653540",26,"Health Sciences"
"1717657140",150,"Health Sciences"
"1717660740",351,"Health Sciences"
"1717664340",541,"Health Sciences"
"1717667940",687,"Health Sciences"
"1717671540",745,"Health Sciences"
"1717675140",761,"Health Sciences"
"1717677420",760,"Health Sciences"
"1717703940",762,"Health Sciences"
"1717707540",747,"Health Sciences"
"1717711140",684,"Health Sciences"
"1717714740",528,"Health Sciences"
"1717718340",317,"Health Sciences"
"1717721940",158,"Health Sciences"
"1717725540",109,"Health Sciences"
"1717729140",59,"Health Sciences"
"1717732740",44,"Health Sciences"
"1717736340",34,"Health Sciences"
"1717739940",32,"Health Sciences"
"1717743540",6,"Health Sciences"
"1717747140",1,"Health Sciences"
"1717750740",0,"Health Sciences"
"1717754340",0,"Health Sciences"
"1717757940",0,"Health Sciences"
"1717761540",1,"Health Sciences"
"1717765140",16,"Health Sciences"
"1717768740",137,"Health Sciences"
"1717772340",296,"Health Sciences"
"1717775940",430,"Health Sciences"
"1717779540",519,"Health Sciences"
"1717783140",561,"Health Sciences"
"1717786740",586,"Health Sciences"
"1717790340",584,"Health Sciences"
"1717793940",556,"Health Sciences"
"1717797540",508,"Health Sciences"
"1717801140",398,"Health Sciences"
"1717804740",249,"Health Sciences"
"1717808340",143,"Health Sciences"
"1717811940",98,"Health Sciences"
"1717815540",56,"Health Sciences"
"1717819140",46,"Health Sciences"
"1717822740",44,"Health Sciences"
"1717826340",42,"Health Sciences"
"1717829940",13,"Health Sciences"
"1717833540",8,"Health Sciences"
"1717837140",7,"Health Sciences"
"1717840740",7,"Health Sciences"
"1717844340",7,"Health Sciences"
"1717847940",7,"Health Sciences"
"1717851540",14,"Health Sciences"
"1717855140",45,"Health Sciences"
"1717858740",42,"Health Sciences"
"1717862340",50,"Health Sciences"
"1717865940",74,"Health Sciences"
"1717869540",102,"Health Sciences"
"1717873140",108,"Health Sciences"
"1717876740",112,"Health Sciences"
"1717880340",103,"Health Sciences"
"1717883940",109,"Health Sciences"
"1717887540",107,"Health Sciences"
"1717891140",88,"Health Sciences"
"1717894740",71,"Health Sciences"
"1717898340",66,"Health Sciences"
"1717901940",31,"Health Sciences"
"1717905540",21,"Health Sciences"
"1717909140",17,"Health Sciences"
"1717912740",17,"Health Sciences"
"1717916340",2,"Health Sciences"
"1717919940",1,"Health Sciences"
"1717923540",1,"Health Sciences"
"1717927140",0,"Health Sciences"
"1717930740",0,"Health Sciences"
"1717934340",0,"Health Sciences"
"1717937940",3,"Health Sciences"
"1717941540",41,"Health Sciences"
"1717945140",48,"Health Sciences"
"1717948740",49,"Health Sciences"
"1717952340",54,"Health Sciences"
"1717955940",69,"Health Sciences"
"1717959540",78,"Health Sciences"
"1717963140",86,"Health Sciences"
"1717966740",92,"Health Sciences"
"1717970340",86,"Health Sciences"
"1717973940",77,"Health Sciences"
"1717977540",66,"Health Sciences"
"1717981140",59,"Health Sciences"
"1717984740",70,"Health Sciences"
"1717988340",72,"Health Sciences"
"1717991940",67,"Health Sciences"
"1717995540",61,"Health Sciences"
"1717999140",28,"Health Sciences"
"1718002740",14,"Health Sciences"
"1718006340",12,"Health Sciences"
"1718009940",11,"Health Sciences"
"1718013540",11,"Health Sciences"
"1718017140",0,"Health Sciences"
"1718020740",3,"Health Sciences"
"1718024340",29,"Health Sciences"
"1718027940",131,"Health Sciences"
"1718031540",327,"Health Sciences"
"1718035140",545,"Health Sciences"
"1718038740",682,"Health Sciences"
"1718042340",728,"Health Sciences"
"1718045940",725,"Health Sciences"
"1718049540",725,"Health Sciences"
"1718053140",705,"Health Sciences"
"1718056740",643,"Health Sciences"
"1718060340",501,"Health Sciences"
"1718063940",280,"Health Sciences"
"1718067540",147,"Health Sciences"
"1718071140",93,"Health Sciences"
"1718074740",54,"Health Sciences"
"1718078340",43,"Health Sciences"
"1718081940",34,"Health Sciences"
"1718085540",29,"Health Sciences"
"1718089140",2,"Health Sciences"
"1718092740",1,"Health Sciences"
"1718096340",1,"Health Sciences"
"1718099940",0,"Health Sciences"
"1718103540",0,"Health Sciences"
"1718107140",1,"Health Sciences"
"1718110740",28,"Health Sciences"
"1718114340",150,"Health Sciences"
"1718117940",344,"Health Sciences"
"1718121540",587,"Health Sciences"
"1718125140",728,"Health Sciences"
"1718128740",778,"Health Sciences"
"1718132340",795,"Health Sciences"
"1718135940",810,"Health Sciences"
"1718139540",790,"Health Sciences"
"1718143140",748,"Health Sciences"
"1718146740",610,"Health Sciences"
"1718150340",338,"Health Sciences"
"1718153940",173,"Health Sciences"
"1718157540",131,"Health Sciences"
"1718161140",68,"Health Sciences"
"1718164740",47,"Health Sciences"
"1718168340",33,"Health Sciences"
"1718171940",36,"Health Sciences"
"1718175540",9,"Health Sciences"
"1718179140",1,"Health Sciences"
"1718182740",1,"Health Sciences"
"1718186340",1,"Health Sciences"
"1718189940",0,"Health Sciences"
"1718193540",1,"Health Sciences"
"1718197140",29,"Health Sciences"
"1718200740",151,"Health Sciences"
"1718204340",342,"Health Sciences"
"1718207940",563,"Health Sciences"
"1718211540",707,"Health Sciences"
"1718215140",764,"Health Sciences"
"1718218740",769,"Health Sciences"
"1718222340",753,"Health Sciences"
"1718225940",740,"Health Sciences"
"1718229540",696,"Health Sciences"
"1718233140",547,"Health Sciences"
"1718236740",339,"Health Sciences"
"1718240340",176,"Health Sciences"
"1718243940",121,"Health Sciences"
"1718247540",67,"Health Sciences"
"1718251140",43,"Health Sciences"
"1718254740",35,"Health Sciences"
"1718258340",33,"Health Sciences"
"1718261940",4,"Health Sciences"
"1718265540",0,"Health Sciences"
"1718269140",0,"Health Sciences"
"1718272740",0,"Health Sciences"
"1718276340",0,"Health Sciences"
"1718279940",1,"Health Sciences"
"1718283540",26,"Health Sciences"
"1718287140",127,"Health Sciences"
"1718290740",318,"Health Sciences"
"1718294340",544,"Health Sciences"
"1718297940",672,"Health Sciences"
"1718301540",729,"Health Sciences"
"1718305140",748,"Health Sciences"
"1718308740",750,"Health Sciences"
"1718312340",725,"Health Sciences"
"1718315940",680,"Health Sciences"
"1718319540",524,"Health Sciences"
"1718323140",325,"Health Sciences"
"1718326740",180,"Health Sciences"
"1718330340",129,"Health Sciences"
"1718333940",70,"Health Sciences"
"1718337540",50,"Health Sciences"
"1718341140",38,"Health Sciences"
"1718344740",36,"Health Sciences"
"1718348340",4,"Health Sciences"
"1718351940",0,"Health Sciences"
"1718355540",0,"Health Sciences"
"1718359140",0,"Health Sciences"
"1718362740",1,"Health Sciences"
"1718366340",2,"Health Sciences"
"1718369940",24,"Health Sciences"
"1718373540",128,"Health Sciences"
"1718377140",270,"Health Sciences"
"1718380740",434,"Health Sciences"
"1718384340",541,"Health Sciences"
"1718387940",598,"Health Sciences"
"1718391540",617,"Health Sciences"
"1718395140",601,"Health Sciences"
"1718398740",581,"Health Sciences"
"1718402340",519,"Health Sciences"
"1718403420",491,"Health Sciences"
"1718431140",47,"Health Sciences"
"1718434740",13,"Health Sciences"
"1718438340",9,"Health Sciences"
"1718441940",7,"Health Sciences"
"1718445540",6,"Health Sciences"
"1718449140",5,"Health Sciences"
"1718452740",6,"Health Sciences"
"1718456340",9,"Health Sciences"
"1718459940",46,"Health Sciences"
"1718463540",59,"Health Sciences"
"1718467140",73,"Health Sciences"
"1718470740",88,"Health Sciences"
"1718474340",110,"Health Sciences"
"1718477940",122,"Health Sciences"
"1718481540",121,"Health Sciences"
"1718485140",124,"Health Sciences"
"1718488740",129,"Health Sciences"
"1718492340",113,"Health Sciences"
"1718495940",99,"Health Sciences"
"1718499540",81,"Health Sciences"
"1718503140",69,"Health Sciences"
"1718506740",34,"Health Sciences"
"1718510340",26,"Health Sciences"
"1718513940",23,"Health Sciences"
"1718517540",23,"Health Sciences"
"1718521140",8,"Health Sciences"
"1718524740",6,"Health Sciences"
"1718528340",6,"Health Sciences"
"1718531940",6,"Health Sciences"
"1718535540",6,"Health Sciences"
"1718539140",5,"Health Sciences"
"1718542740",9,"Health Sciences"
"1718546340",36,"Health Sciences"
"1718549940",37,"Health Sciences"
"1718553540",47,"Health Sciences"
"1718557140",49,"Health Sciences"
"1718560740",64,"Health Sciences"
"1718564340",74,"Health Sciences"
"1718567940",75,"Health Sciences"
"1718571540",90,"Health Sciences"
"1718575140",90,"Health Sciences"
"1718578740",78,"Health Sciences"
"1718582340",63,"Health Sciences"
"1718585940",63,"Health Sciences"
"1718589540",57,"Health Sciences"
"1718593140",34,"Health Sciences"
"1718596740",25,"Health Sciences"
"1718600340",25,"Health Sciences"
"1718603940",24,"Health Sciences"
"1718607540",11,"Health Sciences"
"1718611140",9,"Health Sciences"
"1718614740",9,"Health Sciences"
"1718618340",8,"Health Sciences"
"1718621940",0,"Health Sciences"
"1718625540",2,"Health Sciences"
"1718629140",25,"Health Sciences"
"1718632740",130,"Health Sciences"
"1718636340",314,"Health Sciences"
"1718639940",525,"Health Sciences"
"1718643540",651,"Health Sciences"
"1718647140",708,"Health Sciences"
"1718650740",715,"Health Sciences"
"1718654340",720,"Health Sciences"
"1718657940",714,"Health Sciences"
"1718661540",657,"Health Sciences"
"1718665140",511,"Health Sciences"
"1718668740",299,"Health Sciences"
"1718672340",163,"Health Sciences"
"1718675940",115,"Health Sciences"
"1718679540",57,"Health Sciences"
"1718683140",44,"Health Sciences"
"1718686740",39,"Health Sciences"
"1718690340",37,"Health Sciences"
"1718693940",10,"Health Sciences"
"1718697540",7,"Health Sciences"
"1718701140",7,"Health Sciences"
"1718704740",6,"Health Sciences"
"1718708340",5,"Health Sciences"
"1718711940",5,"Health Sciences"
"1718715540",31,"Health Sciences"
"1718719140",148,"Health Sciences"
"1718722740",348,"Health Sciences"
"1718726340",596,"Health Sciences"
"1718729940",743,"Health Sciences"
"1718733540",793,"Health Sciences"
"1718737140",800,"Health Sciences"
"1718740740",822,"Health Sciences"
"1718744340",795,"Health Sciences"
"1718747940",739,"Health Sciences"
"1718751540",588,"Health Sciences"
"1718755140",342,"Health Sciences"
"1718758740",182,"Health Sciences"
"1718762340",134,"Health Sciences"
"1718765940",71,"Health Sciences"
"1718769540",53,"Health Sciences"
"1718773140",49,"Health Sciences"
"1718776740",46,"Health Sciences"
"1718780340",26,"Health Sciences"
"1718783940",24,"Health Sciences"
"1718787540",22,"Health Sciences"
"1718791140",22,"Health Sciences"
"1718794740",22,"Health Sciences"
"1718798340",23,"Health Sciences"
"1718801940",48,"Health Sciences"
"1718805540",157,"Health Sciences"
"1718809140",343,"Health Sciences"
"1718812740",597,"Health Sciences"
"1718816340",734,"Health Sciences"
"1718819940",802,"Health Sciences"
"1718823540",810,"Health Sciences"
"1718827140",801,"Health Sciences"
"1718830740",779,"Health Sciences"
"1718834340",725,"Health Sciences"
"1718837940",577,"Health Sciences"
"1718841540",348,"Health Sciences"
"1718845140",188,"Health Sciences"
"1718848740",122,"Health Sciences"
"1718852340",76,"Health Sciences"
"1718855940",52,"Health Sciences"
"1718859540",48,"Health Sciences"
"1718863140",47,"Health Sciences"
"1718866740",18,"Health Sciences"
"1718870340",16,"Health Sciences"
"1718873940",15,"Health Sciences"
"1718877540",14,"Health Sciences"
"1718881140",12,"Health Sciences"
"1718884740",12,"Health Sciences"
"1718884800",12,"Health Sciences"
"1717160340",133,"Fraser"
"1717163940",137,"Fraser"
"1717167540",126,"Fraser"
"1717171140",95,"Fraser"
"1717174740",57,"Fraser"
"1717178340",53,"Fraser"
"1717181940",57,"Fraser"
"1717185540",56,"Fraser"
"1717189140",47,"Fraser"
"1717192740",25,"Fraser"
"1717196340",28,"Fraser"
"1717199940",29,"Fraser"
"1717203540",29,"Fraser"
"1717207140",28,"Fraser"
"1717210740",28,"Fraser"
"1717214340",28,"Fraser"
"1717217940",28,"Fraser"
"1717221540",28,"Fraser"
"1717225140",28,"Fraser"
"1717228740",28,"Fraser"
"1717232340",40,"Fraser"
"1717235940",44,"Fraser"
"1717239540",47,"Fraser"
"1717243140",51,"Fraser"
"1717246740",56,"Fraser"
"1717250340",54,"Fraser"
"1717253940",51,"Fraser"
"1717257540",48,"Fraser"
"1717261140",50,"Fraser"
"1717264740",43,"Fraser"
"1717268340",45,"Fraser"
"1717271940",58,"Fraser"
"1717275540",56,"Fraser"
"1717279140",24,"Fraser"
"1717282740",25,"Fraser"
"1717286340",26,"Fraser"
"1717289940",25,"Fraser"
"1717293540",25,"Fraser"
"1717297140",26,"Fraser"
"1717300740",26,"Fraser"
"1717304340",26,"Fraser"
"1717307940",25,"Fraser"
"1717311540",26,"Fraser"
"1717315140",28,"Fraser"
"1717318740",39,"Fraser"
"1717322340",42,"Fraser"
"1717325940",44,"Fraser"
"1717329540",49,"Fraser"
"1717333140",49,"Fraser"
"1717336740",50,"Fraser"
"1717340340",51,"Fraser"
"1717343940",48,"Fraser"
"1717347540",45,"Fraser"
"1717351140",36,"Fraser"
"1717354740",31,"Fraser"
"1717358340",29,"Fraser"
"1717361940",30,"Fraser"
"1717365540",31,"Fraser"
"1717369140",32,"Fraser"
"1717372740",32,"Fraser"
"1717376340",30,"Fraser"
"1717379940",30,"Fraser"
"1717383540",30,"Fraser"
"1717387140",0,"Fraser"
"1717390740",0,"Fraser"
"1717394340",1,"Fraser"
"1717397940",8,"Fraser"
"1717401540",29,"Fraser"
"1717405140",96,"Fraser"
"1717408740",133,"Fraser"
"1717412340",149,"Fraser"
"1717415940",155,"Fraser"
"1717419540",153,"Fraser"
"1717423140",160,"Fraser"
"1717426740",147,"Fraser"
"1717430340",128,"Fraser"
"1717433940",72,"Fraser"
"1717437540",44,"Fraser"
"1717441140",29,"Fraser"
"1717444740",19,"Fraser"
"1717448340",13,"Fraser"
"1717451940",8,"Fraser"
"1717455540",5,"Fraser"
"1717459140",3,"Fraser"
"1717462740",3,"Fraser"
"1717466340",2,"Fraser"
"1717469940",3,"Fraser"
"1717473540",3,"Fraser"
"1717477140",3,"Fraser"
"1717480740",1,"Fraser"
"1717484340",13,"Fraser"
"1717487940",35,"Fraser"
"1717491540",129,"Fraser"
"1717495140",203,"Fraser"
"1717498740",227,"Fraser"
"1717502340",232,"Fraser"
"1717505940",230,"Fraser"
"1717509540",227,"Fraser"
"1717513140",217,"Fraser"
"1717516740",187,"Fraser"
"1717520340",101,"Fraser"
"1717523940",41,"Fraser"
"1717527540",27,"Fraser"
"1717531140",10,"Fraser"
"1717534740",5,"Fraser"
"1717538340",2,"Fraser"
"1717541940",3,"Fraser"
"1717545540",2,"Fraser"
"1717549140",3,"Fraser"
"1717552740",3,"Fraser"
"1717556340",1,"Fraser"
"1717559940",1,"Fraser"
"1717563540",2,"Fraser"
"1717567140",1,"Fraser"
"1717570740",5,"Fraser"
"1717574340",44,"Fraser"
"1717577940",140,"Fraser"
"1717581540",209,"Fraser"
"1717585140",228,"Fraser"
"1717588740",235,"Fraser"
"1717592340",234,"Fraser"
"1717595940",231,"Fraser"
"1717599540",224,"Fraser"
"1717603140",195,"Fraser"
"1717606740",90,"Fraser"
"1717610340",34,"Fraser"
