,Actual,Predicted
0,71,124.15473482044722
1,87,137.02390112708397
2,96,155.75563575534645
3,112,177.86665361092773
4,122,190.57502967314082
5,129,194.63109867854817
6,131,199.22505539780207
7,150,199.37684946121655
8,124,183.5172132107587
9,115,163.60530911585857
10,95,158.19936667241768
11,87,158.25119942628956
12,70,154.2712843114986
13,58,155.57434235907277
14,56,157.01356403289137
15,54,147.22305006159525
16,38,131.11989462954614
17,36,110.99054769725663
18,36,91.41810951290573
19,35,64.20636135726322
20,0,29.765912420866815
21,1,4.78504983986029
22,7,22.18598670251353
23,136,122.3191609116178
24,323,335.22082889521965
25,540,598.3119306753753
26,698,776.1078967345308
27,763,841.0896505426718
28,780,865.2656842322539
29,781,871.2183982804598
30,769,862.2572262178105
31,740,821.6806603762727
32,596,662.4847103205353
33,352,404.45738585279895
34,205,212.34940258229832
35,135,131.1051169523987
36,83,80.1602347304956
37,59,48.36890754941359
38,51,44.27426701200853
39,43,32.642498201228
40,18,13.786419234860197
41,13,9.385828826360118
42,10,12.52758863550274
43,10,10.7391223159828
44,7,1.1233760313831846
45,8,0.0
46,23,34.1815502780648
47,155,149.16438848530026
48,335,373.7471569411569
49,570,645.9906183507778
50,754,830.9245598326975
51,827,901.2831005822663
52,850,929.0716515866627
53,865,936.7202568165573
54,868,927.3869126152416
55,837,884.3540642252519
56,684,720.8139131119809
57,415,456.96637084169356
58,243,258.1299360243367
59,165,169.87719033973707
60,118,112.23438831294916
61,76,74.53403618319845
62,57,65.64663064287677
63,38,50.50848162371533
64,13,29.457913004685597
65,11,24.071192825162907
66,9,27.211174411537225
67,9,26.063057150006223
68,9,17.27631316888595
69,12,14.90702279942776
70,25,50.3861959166059
71,146,163.54159306221055
72,340,384.5937298519542
73,624,651.5898499753642
74,792,829.9006701825027
75,847,892.947529937771
76,865,913.676176400023
77,869,915.541670124724
78,855,902.6013120511243
79,801,858.7084981295508
80,649,697.1561760845677
81,412,437.73481109423176
82,225,244.92135721196397
83,157,163.19599949941184
84,93,111.48265970841587
85,60,78.24128188523962
86,56,71.87650389494961
87,42,57.334825460776116
88,18,35.38745785328118
89,15,28.30927297431781
90,13,29.71454285971674
91,13,27.386191724031846
92,13,18.276089912669377
93,11,16.407980795179796
94,24,52.913920114905586
95,135,167.20385941137866
96,341,389.1370444874591
97,576,656.5994062996931
98,743,835.0634951075501
99,821,898.2771798202805
100,844,919.6098991003635
101,845,922.8638656580886
102,845,912.206997177171
103,804,871.2781280811206
104,653,712.8495559534576
105,438,456.0140571549882
106,249,264.5784860994644
107,179,182.59883653069778
108,114,128.98161958861323
109,82,92.62126424827841
110,65,82.71188267383877
111,48,65.12162919189204
112,22,41.38325468852814
113,18,34.09359818367334
114,16,36.56805259264758
115,15,35.650183390810135
116,14,26.875920370160614
117,13,22.695713846242125
118,21,52.91267160020351
119,126,156.23696615808367
120,272,362.72540646079716
121,467,611.436821176913
122,577,769.8523730273796
123,636,814.2331547934964
124,651,820.516579670695
125,658,814.6589607661443
126,653,802.1821642081273
127,609,767.0515469211616
128,492,621.3045294636032
129,328,382.3833665126165
130,181,211.80070905012894
131,138,150.99782469088987
132,89,116.24692926166126
133,71,94.01621735300323
134,64,91.41922268170097
135,48,72.65466049649642
136,25,45.21101663519514
137,22,38.990292249564824
138,21,38.23845101537185
139,21,39.596444080436996
140,22,39.642682017576625
141,22,37.943299714154456
142,24,50.64727794589146
143,71,81.28328633323966
144,77,110.08953336797393
145,88,132.71882951493419
146,113,161.53603874835113
147,150,193.2587302946986
148,184,214.17337763097584
149,215,224.1018111277629
150,247,231.46675783303112
151,252,230.83656678606715
152,208,210.62911500637176
153,136,183.2900614715028
154,101,168.33442767003714
155,93,158.00501138158373
156,104,144.19528928893868
157,105,137.3729504506465
158,59,132.96575379866366
159,53,119.30492731185574
160,38,107.1412504367738
161,36,104.4475248422976
