,Actual,Predicted
0,63,45.85182331789335
1,68,47.448115245128676
2,71,47.756445236145105
3,78,52.802538080834424
4,82,62.22416811128315
5,88,71.75127829658109
6,93,79.27912112781041
7,97,81.90980924902156
8,92,79.88538170188302
9,91,68.796521021885
10,86,61.59373283088708
11,82,58.634341192180955
12,89,55.97438234691178
13,82,51.826058081878074
14,80,49.02739162575347
15,86,50.96417575276734
16,88,39.24066076293974
17,89,48.53252563538747
18,89,36.165369788668094
19,89,2.470300859966481
20,0,0.0
21,2,0.0
22,3,0.0
23,12,0.0
24,72,0.0
25,197,131.3334029133978
26,310,258.50053228825357
27,390,335.37089780067225
28,431,384.47438748032044
29,449,421.4785175536883
30,463,437.66311579432005
31,435,414.48161013616937
32,389,354.48812779121397
33,279,222.2467960816646
34,181,116.77598935783801
35,123,60.90575653324606
36,82,27.595476187212178
37,55,6.468966173060832
38,22,0.0
39,16,0.0
40,13,0.0
41,14,0.0
42,13,0.0
43,12,0.0
44,12,0.0
45,14,0.0
46,16,0.0
47,23,0.0
48,93,60.092776967117715
49,240,213.43060440402976
50,399,354.6679790825625
51,494,438.52166938973687
52,541,483.76672648999556
53,550,512.6137577155831
54,565,525.6504410533673
55,545,506.5415343135006
56,487,450.82156848415025
57,364,314.036200131187
58,228,193.13951336930626
59,159,117.85331944949195
60,96,70.77168665692355
61,61,45.99365372012685
62,31,30.158187827284245
63,19,24.71550601666282
64,17,17.913977546052283
65,13,10.968905346523398
66,12,12.14500033021266
67,12,21.125002536439222
68,12,15.583861025586547
69,14,17.488572277640955
70,16,18.05083904441698
71,21,35.09687422608669
72,85,105.97940787206525
73,248,254.88954040280925
74,399,388.6106887718937
75,482,462.60048748766076
76,516,496.443360409626
77,528,512.5718699668535
78,523,512.0259799904703
79,503,480.72967531134765
80,447,418.342787523512
81,320,283.81180790036757
82,216,173.42195801164843
83,151,111.48343689800441
84,103,73.76518199494555
85,66,50.88890572960307
86,33,31.365309875681618
87,21,21.461078370556265
88,23,12.91245154814493
89,19,6.979467698094586
90,19,9.97154701408541
91,19,20.271941305391476
92,19,15.646680278474099
93,20,18.00348029080674
94,20,17.088213999813725
95,28,29.02228838324459
96,81,91.71066485175584
97,190,232.77898948702716
98,324,362.67112277523444
99,408,437.2631528035213
100,446,472.96038432979276
101,446,489.0475562879699
102,471,487.41231725598874
103,453,458.563999319123
104,405,405.62512161325947
105,316,285.17130313632794
106,204,185.97373404383774
107,124,125.89541434240128
108,91,81.40156946222817
109,69,50.849611435757545
110,46,30.915610546940265
111,35,29.343633736680815
112,30,31.661359890727244
113,28,31.20978621340725
114,27,31.89819167585407
115,27,36.949821145081636
116,30,31.0095214726405
117,31,37.84143232593395
118,33,41.687416784790045
119,40,50.21004087775842
120,71,96.96219209079042
121,161,212.87513326027326
122,253,316.6577522453849
123,310,371.1731150929235
124,342,394.123887006751
125,337,401.1725332348508
126,329,390.47771411284185
127,277,353.2827982971757
128,238,298.39745378996037
129,156,188.94861712751378
130,118,115.5129759989824
131,78,90.16562223746132
132,62,78.27040481287513
133,57,67.83579587612408
134,38,51.61936349804987
135,34,41.220606869537306
136,30,56.059401939453885
137,28,53.33285428869862
138,28,51.543759047248344
139,27,52.925445418842884
140,26,54.509055854138346
141,26,54.47825542297186
142,26,53.07849277508083
143,25,54.75912972641056
144,34,58.64622145964936
145,56,74.09725716151632
146,71,86.05284528655756
147,77,93.26077458970657
148,87,94.92369939171893
149,94,93.03875264735689
150,102,92.539129077512
151,95,92.64298830105787
152,89,90.62583478804386
153,75,78.72557853349855
154,60,70.17213286264932
155,56,68.21838295661162
156,51,69.74093392204377
157,42,68.81986217451335
158,36,61.913719563542635
159,37,50.1334987986641
160,43,47.006217373720716
161,41,56.57675798374365
162,39,59.44549995401965
163,39,58.315736919552776
164,39,56.01163248995646
165,40,55.843253645253135
166,40,57.24294475703117
167,39,58.715214973745
168,42,54.617917020017956
169,61,56.31897876864049
170,65,56.73219716277373
171,63,61.883291137730524
172,69,71.41002916576211
173,70,81.0423483300686
174,76,88.67549523476136
175,83,91.4115766122479
176,90,89.49262558398466
177,85,78.50931875436437
